tenure,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,region,internet_service,online_backup,tech_support,churn
22,105.78,2206.49,2,3,1,1,2,1,1,1,0,1
27,67.41,1666.14,3,2,0,3,1,3,0,0,1,1
67,20.41,1322.93,4,2,2,1,0,0,1,1,0,0
56,21.1,1202.81,1,1,2,1,3,0,1,0,0,0
21,61.66,1366.78,5,1,2,1,0,1,2,0,1,0
47,35.5,1900.69,2,1,0,0,2,2,0,0,0,1
59,86.45,5759.48,1,0,0,1,0,3,1,1,1,1
6,90.88,556.75,5,3,2,1,2,2,0,1,0,1
19,37.79,768.41,1,5,1,0,2,2,2,1,1,1
57,108.85,7043.89,4,1,1,2,2,1,1,0,0,1
69,64.19,3875.7,2,3,0,3,1,1,2,1,0,0
3,34.28,87.6,3,2,2,0,0,3,2,0,1,0
1,96.43,82.82,1,2,1,3,2,2,2,0,0,1
58,99.0,5850.97,2,0,0,0,1,0,0,0,1,0
38,83.93,3440.8,4,0,2,0,2,0,1,1,0,0
15,105.35,1517.18,1,1,0,0,2,2,2,0,0,1
34,93.74,3230.32,4,3,1,3,1,0,1,1,0,1
61,108.22,6633.87,3,3,0,0,3,2,2,0,1,0
35,63.39,1948.89,3,2,1,0,1,2,1,0,1,0
64,94.76,5740.02,5,2,0,0,2,3,1,1,0,0
25,119.98,2566.96,5,1,0,3,2,0,2,0,1,1
24,92.49,1960.58,5,3,1,2,2,3,2,0,1,1
12,31.42,412.29,4,2,0,0,2,0,0,0,1,0
18,71.83,1420.75,5,1,2,0,2,1,1,0,0,0
15,78.73,1288.0,2,1,0,0,2,3,1,1,0,0
27,37.42,1079.12,4,2,2,0,1,0,1,1,0,0
60,116.29,7591.31,4,5,0,0,2,0,0,0,0,1
46,37.56,1816.29,5,2,1,2,0,0,1,1,0,0
17,37.76,674.55,5,2,0,1,0,0,2,1,1,1
53,111.52,6207.14,4,2,0,1,0,2,0,1,0,0
8,66.52,534.41,3,5,1,0,1,3,2,0,0,1
27,26.32,681.48,3,0,0,3,3,0,0,1,0,0
46,79.82,3925.22,5,1,2,2,2,2,1,1,0,0
50,80.18,3766.96,3,1,0,2,3,3,1,1,0,1
71,26.45,1902.13,2,0,2,2,0,2,1,0,0,0
3,117.25,344.72,2,3,1,1,2,1,2,0,0,1
64,74.4,4442.69,2,1,1,3,1,3,2,1,1,0
44,75.98,3819.18,4,3,0,1,0,2,1,1,1,0
53,72.01,3540.39,4,1,0,2,2,3,1,0,1,1
24,81.07,1834.44,4,2,0,1,1,0,1,0,1,1
60,46.43,2502.97,4,1,1,1,1,1,0,1,1,0
3,48.72,160.34,4,5,1,0,1,1,0,0,1,1
20,71.13,1459.63,5,1,1,0,2,1,2,1,0,0
46,100.67,4787.79,3,5,2,0,2,2,1,0,1,0
15,24.99,410.84,5,0,0,2,1,2,1,0,0,0
25,80.34,1913.86,3,2,0,0,1,2,2,1,1,1
71,100.68,6491.14,5,1,0,2,0,1,0,0,0,0
17,35.69,551.86,2,2,2,0,0,3,1,0,1,0
9,21.5,207.03,1,1,0,2,3,3,2,0,1,0
38,51.27,2015.01,4,2,1,1,3,2,1,0,0,0
48,78.81,3449.81,1,2,0,3,3,3,1,0,1,0
60,33.83,1813.58,1,1,0,2,2,2,0,0,1,0
63,62.61,3495.7,2,2,1,1,3,3,2,0,0,0
2,75.23,156.23,1,5,0,0,2,3,0,0,1,1
11,79.89,746.99,1,6,0,1,3,1,1,1,0,1
64,47.44,2597.49,2,2,1,1,2,3,0,0,0,0
21,60.0,1218.31,3,3,0,3,1,1,1,0,1,1
18,97.83,1862.1,5,2,0,0,1,0,2,1,1,1
64,114.12,7731.13,1,4,1,2,2,3,1,1,1,1
38,106.19,3950.55,4,4,1,2,2,3,0,1,1,1
32,76.43,2585.9,2,2,0,2,2,1,1,0,0,0
11,61.03,675.57,1,1,1,0,2,1,2,0,1,1
45,53.3,2741.45,3,2,1,2,2,1,0,0,1,0
33,32.5,963.77,3,2,0,3,0,0,1,1,1,0
41,30.66,1294.82,4,1,1,1,1,0,2,0,1,0
8,88.84,708.82,1,4,1,0,3,0,2,1,1,1
11,45.98,459.41,4,2,0,2,2,1,2,0,0,1
51,45.47,2492.68,3,0,1,1,1,0,0,0,0,0
41,119.82,4581.75,3,3,1,1,3,3,1,1,1,0
17,38.79,636.07,5,1,2,3,1,3,0,0,0,1
46,34.81,1540.95,3,4,1,2,1,1,1,1,1,0
32,29.87,882.45,2,2,0,0,1,2,0,1,0,0
54,77.98,4123.41,5,4,0,1,3,3,0,0,1,1
20,82.79,1642.49,4,5,2,3,2,0,1,1,1,1
33,56.52,2001.91,3,2,2,1,1,2,2,1,0,0
40,73.54,3175.58,2,0,0,3,3,3,2,0,0,0
32,98.84,2838.89,5,4,0,3,3,3,0,1,0,0
2,101.81,209.29,2,1,1,1,2,3,1,1,0,1
33,115.79,4275.28,5,3,1,1,3,1,0,0,1,0
30,102.43,2712.17,5,3,0,2,2,2,1,0,0,1
33,76.48,2503.47,5,1,1,0,2,0,2,1,0,1
26,37.97,1061.25,4,4,0,3,1,3,2,0,1,1
22,29.98,681.54,5,3,0,3,1,0,2,1,0,1
66,25.45,1478.5,5,1,0,1,0,1,2,0,0,0
38,86.65,3190.66,2,1,1,1,2,0,1,1,1,0
46,100.75,4644.73,5,4,2,1,0,2,2,0,0,0
15,70.87,1221.15,4,0,0,0,1,2,2,0,0,1
44,25.47,1012.68,2,2,0,1,1,0,1,1,1,0
49,73.55,4125.37,5,1,2,3,1,0,2,1,1,0
61,113.57,6670.66,2,1,0,3,1,1,2,1,1,0
67,79.76,4863.56,4,3,1,3,2,2,2,1,1,0
6,100.94,590.05,2,4,1,0,3,3,1,1,0,1
9,100.02,930.92,4,1,0,0,3,0,1,0,0,1
6,113.21,620.89,3,2,0,0,2,2,2,1,1,1
32,97.02,2910.47,5,0,2,0,3,1,1,1,1,0
41,94.77,4298.86,4,2,1,2,1,3,2,0,0,0
8,43.41,399.27,5,2,0,2,2,2,2,0,0,1
50,25.99,1228.73,4,3,2,2,1,1,2,1,0,1
62,71.76,3980.43,1,1,0,1,3,3,0,1,1,0
62,32.44,2188.41,1,1,0,0,1,2,1,1,1,1
7,116.22,838.05,1,2,1,0,2,1,2,1,1,1
4,48.99,172.48,4,0,1,2,2,0,1,1,1,0
6,105.29,716.44,5,1,0,2,2,0,2,1,1,1
58,58.76,2976.79,1,5,0,0,0,1,2,1,1,0
22,52.32,1194.31,5,2,1,2,2,3,0,1,1,0
26,113.52,2884.06,4,3,1,1,2,2,0,0,1,1
3,56.33,171.87,5,3,2,1,1,3,2,0,1,0
41,59.03,2211.96,5,3,0,1,2,2,0,1,0,1
60,30.61,1940.19,1,2,1,3,3,2,1,1,0,0
14,87.04,1386.69,2,3,0,3,3,3,2,0,0,1
12,48.88,579.29,3,2,2,0,1,0,1,0,1,1
12,78.56,949.22,4,2,0,3,0,0,2,1,0,1
13,79.14,948.46,4,3,1,2,1,2,1,1,1,1
25,91.92,2568.15,4,0,2,1,2,0,1,0,1,0
45,94.52,4854.84,3,0,2,1,3,0,1,0,0,0
19,71.45,1474.05,2,3,1,3,3,0,0,1,0,1
55,53.1,2957.93,5,1,1,1,3,3,2,0,0,0
45,103.75,5308.3,4,2,2,1,2,1,0,0,0,0
8,50.99,365.53,5,2,2,1,2,1,0,0,1,0
53,70.75,3725.6,1,4,1,2,0,0,2,0,0,0
55,60.13,3344.2,1,2,1,3,1,0,2,1,1,0
32,105.51,3368.06,1,1,0,1,3,3,2,1,1,1
51,63.19,3515.17,4,1,0,1,2,0,0,0,1,0
44,58.61,2710.67,3,0,0,1,1,2,0,1,0,0
70,88.98,5531.13,4,0,0,0,0,1,1,0,1,0
18,80.24,1377.86,1,0,1,2,1,2,1,1,1,0
22,30.72,643.31,1,1,0,3,2,3,0,1,1,1
37,70.82,2671.82,4,0,0,1,3,0,0,1,1,0
56,93.55,4910.93,3,2,0,2,0,3,2,0,1,0
59,119.21,6225.7,3,1,0,1,1,3,2,0,1,0
3,82.91,260.21,5,2,0,3,2,0,0,0,1,1
28,57.03,1764.98,2,4,2,3,1,2,2,1,1,0
35,42.62,1684.66,1,1,1,0,1,3,1,1,1,0
61,107.28,7472.07,3,3,0,0,1,0,2,1,0,0
54,101.46,5940.69,1,2,0,0,1,1,2,1,0,1
63,43.39,2438.23,2,4,1,0,2,1,1,1,0,1
7,40.06,310.15,1,4,1,1,3,0,1,1,1,1
49,91.51,4349.59,3,4,0,2,2,1,1,0,1,0
31,51.5,1706.46,5,2,0,1,2,3,2,1,1,1
58,50.64,2964.66,4,3,0,0,1,0,0,1,0,1
61,35.23,2360.82,4,2,0,0,2,0,1,0,0,1
24,46.4,1088.66,3,0,0,1,2,3,1,0,0,1
20,62.75,1090.03,3,2,1,1,1,3,1,1,0,0
37,93.28,3510.34,2,2,2,2,2,0,2,1,1,1
4,53.63,193.37,1,4,0,2,1,1,2,0,1,1
20,52.86,1204.85,2,3,1,3,2,2,0,0,0,1
60,48.49,2933.01,4,0,2,2,2,1,1,0,1,0
24,67.83,1654.04,1,1,1,2,2,1,1,0,0,1
50,38.06,2135.71,2,2,1,0,3,2,2,1,1,1
49,68.56,3485.16,4,3,2,0,3,3,1,0,1,0
51,90.42,4338.39,1,3,0,3,2,1,2,1,0,1
36,22.98,776.64,5,2,0,3,3,0,1,1,1,0
66,20.98,1385.2,5,1,2,2,0,1,1,1,0,0
34,27.51,1038.3,2,1,0,2,1,3,2,0,0,0
36,73.57,2882.54,3,2,1,3,0,0,0,1,0,0
6,105.45,720.5,1,3,2,3,1,3,2,0,0,1
39,20.49,696.42,2,1,0,0,1,0,0,1,1,0
42,113.67,4442.18,3,1,1,3,3,3,2,0,1,1
58,30.63,1552.7,3,0,1,0,2,1,2,0,0,0
12,104.2,1344.56,1,2,0,0,2,3,2,1,1,1
3,68.29,182.78,1,5,0,3,1,2,1,1,1,0
18,85.94,1361.17,3,1,1,3,2,1,1,0,0,0
40,71.07,2895.33,4,2,0,2,2,3,1,1,0,1
21,67.7,1384.05,2,1,0,2,1,1,2,0,0,1
15,103.49,1652.52,1,1,0,0,3,3,0,1,1,1
26,95.59,2475.62,3,1,1,0,1,3,1,0,1,0
8,68.34,534.48,4,2,2,3,3,1,2,1,0,0
42,31.16,1279.62,5,2,1,1,0,0,1,0,0,0
44,31.54,1542.6,3,1,0,1,2,0,1,1,1,0
14,100.15,1358.08,4,0,2,3,3,3,1,0,0,1
2,72.94,138.59,5,0,0,0,2,2,2,0,0,1
37,68.16,2399.72,4,4,0,0,2,2,1,0,1,0
69,88.06,5522.88,1,3,0,1,2,3,2,1,1,0
38,105.88,4458.98,3,3,0,2,1,3,1,1,0,1
41,82.89,3038.12,5,2,0,0,0,1,2,0,0,0
62,96.28,6701.44,4,1,0,3,1,2,1,1,1,0
60,96.53,5415.4,5,3,0,0,1,1,0,1,0,0
14,55.63,872.08,2,2,1,0,3,0,2,1,0,0
2,47.41,103.09,3,2,0,2,3,1,1,0,0,1
70,100.12,7180.52,1,3,1,1,1,3,1,0,0,1
17,57.72,1031.09,5,2,1,2,2,1,1,0,0,1
28,110.33,2927.93,4,0,0,3,1,1,1,1,0,0
66,26.97,1819.6,5,3,2,3,1,1,1,1,1,0
35,25.82,847.48,4,3,0,2,2,3,1,1,0,0
5,112.7,546.98,5,2,0,3,1,3,1,1,1,1
65,84.85,5952.84,1,4,0,3,0,2,0,0,1,0
40,57.96,2140.3,1,0,1,0,2,1,1,1,0,0
56,95.51,5892.02,3,2,1,3,3,0,2,1,0,0
36,87.23,3023.44,1,2,1,0,2,1,2,0,1,1
45,73.12,3322.16,5,2,0,3,1,0,1,1,1,1
23,29.89,778.55,5,3,0,1,1,2,1,1,0,1
47,101.22,5015.93,1,0,1,2,2,1,0,1,0,0
31,106.6,3449.02,2,0,2,1,2,0,2,0,0,0
11,37.22,435.37,5,0,1,2,3,1,1,1,1,0
10,105.05,1182.28,3,2,0,0,3,1,1,0,0,1
67,107.78,6676.74,2,1,0,1,3,2,1,1,0,0
14,74.94,1084.84,1,1,0,2,2,0,2,0,0,1
10,85.62,830.59,4,2,1,0,1,0,1,0,1,0
1,58.22,49.7,5,5,0,3,2,3,0,0,1,1
5,48.18,213.82,4,4,0,3,2,0,1,0,1,1
20,92.2,1747.15,3,3,1,0,1,1,2,1,0,1
8,106.19,866.07,2,1,0,2,2,2,1,0,0,1
43,85.41,4092.83,4,1,1,0,1,3,1,1,0,0
1,71.16,77.37,3,1,1,2,3,3,1,0,1,1
57,35.89,2078.61,4,3,0,2,1,1,0,0,0,0
64,25.35,1414.76,4,1,2,2,2,2,1,0,1,0
28,64.57,1691.82,3,0,1,3,1,3,2,1,0,0
37,24.93,885.7,5,5,0,2,2,2,1,0,0,1
47,76.93,3747.91,4,1,2,0,1,0,2,0,0,0
37,58.27,1874.68,3,2,1,3,2,3,2,0,1,0
49,95.72,4732.71,4,1,1,2,1,3,1,1,0,0
44,50.56,2492.81,5,0,1,3,1,2,2,1,0,0
56,79.3,4714.38,3,0,0,3,0,3,2,0,1,0
28,73.77,2249.6,4,0,0,2,2,0,1,0,1,0
6,20.47,129.52,1,2,1,2,2,3,1,1,1,0
61,27.24,1515.32,5,2,0,0,2,1,1,0,1,0
20,49.04,866.13,4,2,2,3,0,3,2,0,1,1
2,108.22,237.84,2,2,0,1,1,1,2,1,0,1
37,34.7,1359.26,3,1,1,3,3,3,2,0,0,0
20,91.09,1862.81,4,3,0,2,2,3,0,1,0,1
26,117.34,2766.38,5,2,1,1,0,3,2,0,1,1
29,99.06,2961.71,5,4,1,1,1,2,1,1,1,1
1,44.29,38.07,2,3,1,2,2,3,0,1,1,0
35,110.84,3435.69,2,1,0,3,1,3,2,0,0,1
70,29.31,1935.96,4,1,0,1,2,0,2,0,1,0
59,66.81,3875.5,1,2,2,1,2,0,0,0,0,1
69,108.75,6649.85,5,3,2,3,1,1,0,1,1,0
33,84.13,2459.64,1,3,0,2,2,2,1,0,0,1
51,61.36,3341.67,1,2,0,3,2,0,2,1,0,1
12,49.28,603.74,4,0,0,3,1,0,2,1,1,1
20,57.51,1161.84,3,1,2,0,1,2,2,0,1,0
53,70.89,3703.77,3,3,0,1,2,1,1,0,1,0
43,51.9,2550.97,3,4,0,2,0,3,1,0,0,0
50,116.9,5055.44,2,2,0,2,2,3,1,0,1,0
29,113.31,2971.09,5,4,1,1,3,3,0,0,0,1
57,107.07,6372.89,2,3,2,1,3,0,2,0,1,0
39,62.18,2160.58,5,1,0,1,1,0,1,0,1,0
56,89.13,5125.13,5,2,0,2,2,2,1,0,0,1
43,110.28,4838.57,5,3,1,3,3,2,1,1,1,0
50,105.04,5994.28,4,2,0,3,1,3,1,1,0,1
23,61.43,1575.46,3,2,0,2,0,3,1,1,0,1
44,31.24,1558.22,2,2,2,3,1,3,0,0,1,0
38,27.56,925.98,2,1,2,0,3,0,2,1,0,0
23,77.71,1984.64,4,3,2,0,2,3,1,1,1,0
45,84.26,3369.9,5,4,0,2,2,0,1,0,1,1
52,104.98,5676.89,3,1,0,3,2,3,2,1,0,0
50,49.25,2625.16,1,1,1,0,2,2,2,1,0,0
8,36.75,264.07,1,1,0,3,0,2,1,1,0,1
1,57.9,60.2,4,2,0,1,2,0,0,0,0,0
8,55.36,383.4,3,3,0,3,2,3,2,0,0,1
29,33.25,904.36,1,2,2,0,2,3,0,0,1,0
5,87.23,491.25,1,4,1,0,2,2,2,0,0,0
47,70.87,3002.83,2,2,0,2,2,0,2,1,0,0
34,92.11,2723.37,3,1,0,2,3,2,1,1,0,1
65,55.27,3531.79,1,4,2,1,1,0,0,1,1,0
55,52.57,3195.49,2,1,2,0,2,0,1,1,1,0
43,67.26,2524.79,3,2,1,2,2,2,1,0,0,0
30,107.74,3092.14,5,5,0,2,2,1,1,1,0,1
17,24.03,457.47,3,0,0,2,2,3,1,1,0,1
26,100.48,2313.29,4,2,1,1,0,0,2,0,0,0
8,56.9,429.34,2,2,2,1,1,3,2,1,0,0
47,105.46,5370.72,5,1,0,0,0,3,1,1,1,0
46,100.22,4669.9,2,4,1,1,1,3,2,0,0,1
68,54.88,4103.61,2,7,0,0,2,3,0,0,1,1
33,89.39,2606.08,1,5,0,0,2,1,1,0,1,1
1,35.96,40.5,3,2,0,0,2,1,0,0,0,0
19,109.63,2354.7,2,4,2,2,0,3,2,0,1,1
31,60.45,1680.15,2,3,0,3,1,2,2,1,0,1
14,65.56,789.52,4,2,0,2,2,3,2,1,1,1
53,90.58,5505.97,4,2,0,2,2,0,1,0,1,0
48,102.08,4873.94,4,1,2,1,3,3,1,0,1,0
69,43.63,3075.87,2,2,1,2,3,1,1,0,0,0
62,86.14,5526.06,5,5,0,0,3,0,1,0,1,1
66,59.2,4246.72,3,0,0,3,1,0,0,0,0,0
64,56.87,3980.36,2,0,1,1,2,1,0,0,0,0
70,89.0,5658.11,1,3,0,3,1,1,1,0,1,1
63,58.72,3406.98,5,2,0,1,0,0,0,1,1,1
33,54.61,2005.89,5,2,1,2,0,1,0,1,1,0
41,103.59,4654.25,3,4,0,2,1,1,2,1,1,1
48,30.13,1497.15,5,2,2,2,0,3,1,1,1,0
13,87.59,1307.65,3,1,0,2,3,0,2,0,0,1
31,44.87,1489.19,5,4,0,1,1,1,1,1,1,1
68,21.55,1340.47,3,0,0,1,2,1,1,0,0,0
4,36.68,161.96,4,3,1,0,3,0,0,1,0,0
19,80.67,1493.45,4,1,0,1,3,3,0,1,0,0
70,90.91,5478.33,5,3,1,1,3,1,2,1,1,0
13,22.11,271.98,5,2,0,2,2,3,1,0,0,1
23,23.64,586.77,3,2,0,0,1,3,2,0,1,0
1,110.25,125.48,3,2,2,3,2,3,2,1,0,1
54,27.33,1376.73,2,2,2,1,2,2,2,0,1,0
71,109.42,7177.92,4,0,1,3,3,0,2,0,1,1
15,42.82,654.51,2,2,2,2,3,2,2,1,0,1
65,94.0,6681.44,2,2,0,2,2,0,1,0,0,0
71,50.97,3886.77,1,2,0,3,2,3,2,0,0,0
15,105.88,1616.69,3,0,0,3,3,3,1,0,1,1
21,90.05,1965.49,1,2,2,0,3,3,1,0,1,0
19,60.18,1054.98,1,3,1,1,1,3,1,1,1,1
60,27.63,1624.28,2,2,0,1,2,3,1,0,1,0
33,93.27,2852.02,1,1,0,1,2,2,0,1,1,1
49,81.69,4464.35,3,0,0,1,1,3,2,0,0,1
35,20.29,627.64,2,0,0,0,2,3,1,1,0,0
44,20.94,971.13,3,1,0,2,0,3,0,1,1,1
11,100.88,1029.87,5,2,0,3,1,2,1,0,0,1
66,45.94,3009.82,1,1,0,2,1,1,2,1,0,1
46,83.61,3614.76,2,0,0,0,2,0,1,1,1,1
9,65.42,557.57,4,1,1,1,0,0,1,0,1,0
3,106.34,296.1,3,3,1,2,0,1,1,0,1,1
26,111.7,3124.34,1,0,0,1,3,1,1,1,0,1
48,119.68,5513.25,3,1,1,3,1,2,2,1,1,1
66,35.37,2492.83,3,1,0,2,1,0,2,1,1,0
70,106.3,7342.69,5,2,0,1,2,1,2,1,0,0
28,46.6,1323.35,3,2,2,0,1,1,0,1,1,1
26,79.08,2082.82,5,1,0,3,2,2,0,1,0,1
25,70.58,2016.31,5,1,0,1,1,2,2,1,1,1
12,21.8,251.15,5,2,2,1,2,3,1,1,1,0
5,113.28,516.72,1,2,0,0,2,1,1,0,1,1
48,27.83,1501.01,3,0,0,3,3,2,2,0,1,1
37,88.82,2965.83,3,3,2,0,1,0,1,1,1,0
44,98.5,4768.85,5,3,0,3,1,2,1,0,1,1
15,99.53,1336.27,3,3,1,1,3,0,0,1,1,1
43,33.55,1511.32,3,1,0,1,2,3,0,1,0,1
48,64.76,2782.46,5,1,0,3,2,1,2,1,0,0
70,102.94,8120.63,4,1,1,1,1,1,0,0,0,1
46,50.27,2357.42,4,3,0,2,2,2,1,0,1,0
43,66.77,2724.26,5,0,1,1,1,3,2,0,0,0
21,47.28,885.73,1,1,2,3,1,1,2,1,0,1
23,66.36,1467.19,3,2,0,2,2,2,2,0,0,1
47,108.78,5427.31,3,4,2,3,3,2,2,1,0,0
15,65.51,948.77,4,4,0,2,1,2,1,0,0,1
25,75.59,1745.83,5,0,0,2,1,2,2,0,1,1
36,60.4,2224.81,1,9,2,0,1,0,2,1,0,1
51,66.01,3283.6,5,0,0,0,2,3,2,1,0,0
15,21.52,290.4,4,0,0,2,2,0,0,1,0,1
68,48.37,2948.01,4,0,1,2,1,1,0,0,1,0
21,63.66,1420.02,3,0,0,2,2,3,1,0,1,1
13,83.38,1238.29,2,0,0,0,1,2,2,0,0,1
19,65.01,1136.2,1,4,1,0,1,1,1,1,1,1
34,53.78,1978.42,1,1,2,0,0,2,2,1,1,1
68,58.81,3504.31,2,2,0,2,0,1,1,1,0,0
52,44.23,2218.22,4,2,0,2,0,3,0,0,1,0
27,112.45,3042.23,5,1,0,3,1,3,2,0,0,1
29,72.17,1947.85,1,3,0,1,2,0,1,0,1,1
28,21.34,602.85,2,1,2,1,0,3,1,1,1,0
35,21.94,856.22,3,0,2,0,1,1,2,1,1,0
8,117.3,1063.48,3,3,1,0,1,3,2,1,0,1
16,42.15,593.52,4,4,1,1,1,3,1,0,1,0
36,100.56,3372.4,1,1,2,0,1,3,2,0,1,0
30,25.83,886.2,5,2,0,2,1,2,1,0,1,1
18,112.12,1879.1,1,2,0,1,3,2,1,0,1,1
2,107.44,227.31,3,2,0,2,2,3,0,1,1,1
49,77.11,3498.89,1,0,2,1,2,1,1,1,0,0
4,20.9,80.0,3,2,0,1,2,3,1,0,1,1
7,45.78,290.79,2,0,1,0,2,1,1,1,1,1
39,60.68,2619.58,2,2,0,2,2,3,0,0,0,0
13,66.01,956.59,3,4,1,2,2,2,1,1,0,1
31,49.77,1448.81,5,1,2,3,2,1,1,0,0,0
71,23.29,1814.49,5,1,0,2,3,0,0,1,1,0
63,79.01,4766.11,1,1,1,2,1,2,0,1,0,0
56,72.42,3567.44,3,2,0,0,1,2,0,1,1,0
42,48.3,2185.66,4,3,1,3,0,3,0,0,1,1
61,23.8,1493.66,5,1,0,2,2,0,1,1,0,0
42,119.46,4677.7,5,3,0,0,1,1,0,0,0,1
56,68.2,3536.13,2,4,0,1,3,0,2,1,0,1
36,95.6,3932.69,5,1,0,2,1,3,0,1,1,1
68,65.23,4918.12,5,2,2,0,1,2,0,0,1,0
7,24.32,186.04,5,3,2,1,1,0,1,1,1,0
54,50.96,2444.75,3,3,0,2,2,1,0,0,1,0
1,52.01,55.99,3,0,0,2,2,1,0,1,0,1
44,103.84,4177.49,2,2,1,0,1,2,2,1,1,0
45,85.42,4394.56,1,3,0,1,2,3,1,1,1,0
47,47.54,1934.26,5,4,0,1,1,2,0,0,0,0
13,116.77,1450.72,1,2,0,1,2,0,1,0,0,1
22,52.15,1122.83,3,1,2,1,2,3,0,0,1,0
21,119.82,2761.03,5,3,1,2,3,1,1,1,1,1
9,119.62,1162.53,1,2,2,1,3,3,1,0,1,0
26,39.12,979.0,1,1,0,0,1,3,2,1,0,0
9,51.27,470.54,4,4,1,0,0,0,2,0,1,1
15,68.6,1132.67,3,5,1,2,2,2,2,0,1,0
10,86.41,739.2,2,2,0,0,0,0,0,1,0,1
42,72.8,3335.0,2,1,2,3,1,1,1,0,0,0
24,116.94,3182.95,4,3,2,2,0,2,0,0,0,0
49,92.4,3891.97,1,3,2,3,1,3,2,1,1,0
26,41.2,925.27,4,2,1,1,2,0,1,1,0,0
37,30.51,1076.2,4,3,1,3,1,3,0,1,0,0
68,88.84,5294.03,3,0,1,2,3,0,1,1,0,0
50,35.85,1781.12,5,4,2,1,2,1,1,0,1,0
24,98.77,2533.07,1,1,0,0,2,1,2,0,0,1
19,51.1,990.46,2,0,0,2,1,0,0,1,0,1
60,52.69,2873.45,2,2,1,1,0,1,1,1,0,0
39,21.08,860.3,4,2,2,2,2,3,2,1,1,0
18,90.1,1711.76,4,0,0,1,2,2,2,0,0,0
19,31.33,672.43,4,3,1,2,2,0,2,1,0,1
36,97.29,3131.26,1,4,0,2,1,3,0,0,1,1
55,69.19,4024.84,4,2,2,2,2,0,1,1,1,0
69,98.43,7629.8,4,0,1,2,2,2,1,0,0,0
47,78.39,3686.18,5,2,1,3,2,1,0,1,1,0
49,28.24,1326.55,1,3,1,1,2,2,2,0,0,0
33,96.57,2871.89,3,2,2,1,3,2,2,1,1,1
21,26.98,628.92,3,2,2,2,2,0,1,0,1,0
22,67.87,1445.77,5,3,2,2,0,2,1,1,1,0
48,37.23,2015.09,2,2,0,0,2,1,2,1,0,0
37,95.23,3891.25,3,1,0,1,2,0,1,0,1,1
15,111.16,1605.68,1,1,2,3,0,1,1,0,0,1
35,75.41,2697.97,2,3,2,1,1,2,2,0,1,0
71,72.71,4430.42,4,1,0,1,2,2,0,0,0,0
32,96.4,2865.57,1,4,0,1,2,1,2,0,1,0
11,20.51,239.82,2,1,0,0,3,0,2,0,0,1
10,111.78,1177.42,3,3,0,3,2,2,2,1,0,0
57,39.74,2165.8,4,2,1,2,0,3,0,1,0,0
25,118.41,3234.37,4,3,0,3,2,2,2,0,0,1
2,93.63,172.41,1,1,0,2,2,2,0,0,0,1
64,97.43,6162.76,4,1,2,2,1,3,1,1,1,0
35,85.62,2972.02,2,4,0,3,1,0,0,0,0,1
7,67.17,447.71,5,1,1,0,1,0,0,1,1,1
18,77.16,1578.38,3,1,0,0,1,2,2,1,1,1
67,24.64,1748.31,1,3,1,2,2,3,2,1,1,0
42,82.4,3501.33,5,0,0,0,0,0,1,0,1,0
39,82.61,3231.95,5,2,0,0,1,3,0,1,1,0
41,109.12,4016.64,1,1,0,0,1,3,1,0,0,1
24,70.57,1628.64,2,3,2,0,2,3,1,0,1,0
60,27.71,1749.06,3,1,1,2,1,3,1,0,0,0
46,50.62,2625.08,1,1,0,0,0,1,1,1,0,1
19,85.56,1780.04,5,3,2,3,1,2,2,1,1,0
68,43.93,2808.09,5,1,0,3,1,1,1,1,0,0
42,48.05,1978.23,1,3,2,2,1,3,1,0,1,0
32,102.05,2856.91,5,3,0,1,2,0,2,1,0,1
39,78.43,2693.78,1,4,0,0,0,0,0,1,0,1
36,70.85,2527.92,1,3,0,3,0,1,2,1,1,1
36,51.85,1883.35,3,3,1,1,1,3,2,1,0,0
3,93.09,259.51,1,0,0,3,3,3,1,1,0,1
8,48.77,406.89,5,3,0,3,1,0,0,0,0,1
70,93.71,6959.66,4,2,0,1,3,2,1,0,1,0
41,27.01,1040.68,3,4,2,0,2,1,0,0,1,0
68,106.45,7800.09,5,1,2,2,1,1,2,0,0,0
13,69.96,829.12,5,1,1,2,2,2,1,0,0,1
49,63.85,3170.22,3,0,1,2,2,3,1,1,1,0
60,81.1,5310.34,3,2,1,0,2,0,2,0,0,0
2,82.42,166.67,5,0,0,0,2,1,1,1,1,1
60,33.2,2236.04,4,2,2,3,2,1,2,1,1,0
5,95.62,414.79,2,2,0,2,0,3,1,1,0,1
44,47.59,2149.57,5,1,1,2,2,2,1,1,1,0
27,110.5,3038.67,3,0,1,3,2,0,0,0,1,1
32,101.79,3413.81,1,4,1,3,1,3,2,1,0,1
21,54.63,1261.9,1,3,2,1,3,1,2,1,1,0
8,100.77,860.82,3,2,0,1,0,0,0,0,0,1
50,55.64,3024.22,3,0,1,0,3,3,1,1,0,0
67,30.09,1888.6,2,1,1,2,2,1,2,1,1,1
44,116.19,4939.76,3,0,0,3,2,0,2,1,1,1
58,85.26,5133.17,1,3,0,2,3,3,2,0,0,1
3,65.61,199.99,4,2,2,0,2,1,2,1,1,1
70,59.78,4763.25,3,0,0,2,1,0,2,1,0,0
2,52.47,95.08,2,1,0,3,2,0,1,0,0,0
44,118.14,4966.44,4,3,0,3,0,1,0,0,0,1
