tenure,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,region,internet_service,online_backup,tech_support,churn
71,85.79,5583.41,2,3,0,1,1,0,1,1,0,0
28,92.75,2474.52,2,2,0,3,2,3,0,0,0,1
52,98.65,5550.44,4,4,1,0,1,2,0,0,0,0
16,44.37,724.94,1,3,0,3,2,1,1,0,0,1
69,50.59,3063.86,4,3,0,0,2,3,1,1,1,0
12,68.31,802.59,2,2,2,0,1,3,2,1,1,1
25,26.32,675.06,2,4,1,3,1,3,2,1,1,0
52,81.11,4736.13,5,4,0,3,0,0,2,0,1,0
53,118.37,5687.49,5,2,0,3,0,0,1,1,1,0
23,56.08,1408.24,5,2,2,2,1,3,1,0,1,1
16,95.28,1355.62,4,0,2,2,2,0,1,0,1,1
57,70.0,3681.63,1,1,0,3,2,3,2,1,1,0
39,32.78,1180.03,5,2,0,2,2,0,1,0,1,1
53,78.22,4615.35,3,1,0,2,0,3,1,1,0,0
42,49.99,1909.9,5,4,0,0,1,2,1,1,0,1
58,23.44,1476.58,4,0,0,1,2,0,1,1,1,1
39,83.49,3218.92,1,2,1,1,1,3,0,1,1,0
14,105.89,1704.48,5,2,0,2,1,1,2,1,1,0
5,54.48,300.09,1,4,0,0,1,2,1,1,1,1
35,59.03,2214.6,3,1,1,3,1,0,2,1,0,1
18,109.1,2182.25,2,4,2,0,0,3,0,0,0,1
9,101.36,948.93,1,2,0,0,2,1,1,0,1,1
58,91.5,5853.83,5,3,1,1,1,1,2,0,0,0
17,44.88,708.28,4,2,0,3,3,1,1,0,0,1
7,111.02,683.36,4,1,0,1,3,2,1,0,0,1
46,35.44,1687.01,4,1,2,2,2,2,1,0,0,1
13,82.68,1053.74,4,4,0,1,1,1,1,1,1,1
40,22.88,895.01,1,2,1,0,1,2,1,1,0,0
42,84.37,3572.06,4,1,0,3,1,3,1,1,1,1
9,47.71,411.57,2,3,0,3,1,0,2,0,0,1
50,64.97,3371.23,3,3,1,3,3,0,1,1,0,1
27,54.53,1264.88,1,0,0,1,0,0,0,1,0,1
66,37.28,2807.0,1,5,0,1,2,2,2,0,1,1
5,82.2,463.36,4,0,1,1,2,3,1,0,0,0
29,108.2,3547.46,4,5,0,2,2,3,1,1,1,1
37,115.91,4114.93,1,1,0,1,2,2,0,1,0,0
38,39.23,1505.18,4,2,1,2,2,2,2,0,1,0
8,91.74,833.88,4,4,0,1,3,3,2,1,1,0
65,86.43,6296.34,4,1,1,2,0,3,1,1,1,1
17,54.34,1004.18,4,1,2,0,0,1,0,0,1,0
71,21.91,1512.36,4,2,0,0,1,0,2,0,0,0
45,88.98,4081.35,5,5,0,3,1,1,1,0,1,1
4,114.55,498.46,5,3,1,0,1,3,2,0,0,1
36,83.21,2791.64,5,4,0,3,0,1,2,0,0,0
70,63.53,4615.75,1,1,1,2,0,0,1,0,1,0
31,72.52,2469.13,3,1,0,3,2,2,2,1,1,1
19,39.96,806.55,1,6,0,0,1,1,1,1,1,1
61,95.05,5762.63,5,1,0,2,2,1,2,1,1,0
54,94.64,5240.39,1,1,1,3,1,2,1,1,0,0
