age,income,monthly_expense,credit_score,loan_amount,loan_tenure_months,num_existing_loans,num_late_payments,employment_type,education,years_employed,num_dependents,loan_default
58.0,61167.0,29868.905378650816,332,79248,24,4,6,salaried,bachelors,22.0,3,1
45.0,123937.0,74431.85241602114,676,78757,48,1,8,salaried,bachelors,1.0,0,0
50.0,91291.0,31974.150884811876,513,36346,48,2,3,salaried,phd,18.0,2,0
52.0,85303.0,61090.22132967422,739,47220,60,4,6,salaried,masters,28.0,3,1
56.0,96361.0,59776.5145442182,791,22942,12,2,4,self_employed,phd,7.0,3,0
54.0,108229.0,43575.65277696733,692,54167,48,2,4,unemployed,masters,22.0,4,1
42.0,24117.0,9731.87777900654,788,41373,48,4,2,contract,masters,19.0,1,1
53.0,110265.0,44253.39766111351,328,72143,60,4,8,contract,high_school,3.0,4,1
44.0,148938.0,49350.80187846547,338,7016,36,1,9,salaried,masters,24.0,4,1
54.0,117718.0,73372.3518247248,472,74110,60,3,4,salaried,bachelors,15.0,2,1
24.0,80710.0,61516.47577724267,316,51309,24,0,5,salaried,bachelors,14.0,1,1
39.0,114426.0,35429.037848546504,355,12274,24,4,2,self_employed,high_school,4.0,4,1
46.0,114876.0,37559.00167764601,525,20748,48,4,9,salaried,bachelors,29.0,4,1
63.0,87054.0,53540.269016687955,366,25175,48,2,6,self_employed,bachelors,28.0,3,1
52.0,50949.0,38248.56712110369,496,16826,60,3,8,salaried,bachelors,26.0,2,0
24.0,42547.0,20410.06776736301,322,39129,60,4,8,salaried,bachelors,4.0,4,1
,101882.0,50155.277798630595,536,75009,12,3,9,unemployed,phd,14.0,1,1
45.0,88136.0,55348.57719685671,437,28490,24,0,9,self_employed,masters,22.0,0,1
53.0,131541.0,59300.930706553685,772,46435,60,2,4,contract,bachelors,16.0,0,0
43.0,136883.0,43068.128135596395,528,13520,36,1,6,self_employed,bachelors,2.0,2,1
44.0,84619.0,59603.56608528143,616,66877,12,0,2,contract,bachelors,17.0,0,0
23.0,81842.0,52715.04209622492,500,24798,60,3,5,self_employed,bachelors,10.0,3,1
48.0,114803.0,71110.79202777277,557,59638,48,3,7,contract,high_school,,3,1
63.0,121858.0,86266.47952487707,779,74072,60,0,7,salaried,phd,5.0,1,1
23.0,46990.0,31548.00338137208,477,72309,48,3,1,self_employed,bachelors,26.0,2,1
47.0,36193.0,14956.217738975887,422,34894,48,1,5,self_employed,high_school,11.0,2,1
38.0,50109.0,24747.060029706412,641,67963,24,1,6,salaried,bachelors,21.0,0,0
61.0,39233.0,14491.12355366262,470,59567,24,3,6,contract,bachelors,25.0,4,1
54.0,133557.0,49605.922227578565,358,40326,60,3,2,unemployed,bachelors,16.0,4,1
30.0,101730.0,68353.1663022679,764,60059,60,1,8,salaried,high_school,29.0,4,1
64.0,148133.0,114392.75530620114,559,10079,36,3,1,salaried,phd,13.0,1,1
60.0,,49770.17526741759,672,30838,12,4,2,salaried,bachelors,,2,0
50.0,21306.0,13754.960027579655,394,52109,12,2,1,contract,high_school,9.0,0,1
63.0,23849.0,9569.547853459504,424,30594,60,4,8,self_employed,high_school,15.0,1,1
47.0,32360.0,11588.364848300069,340,47749,24,3,3,salaried,bachelors,17.0,3,1
56.0,131072.0,97919.70139769625,553,41292,36,3,1,salaried,high_school,26.0,3,0
46.0,,37098.963719879976,306,79534,12,2,2,salaried,high_school,19.0,3,1
45.0,114767.0,73457.39435367487,770,56818,60,3,3,self_employed,bachelors,5.0,2,0
34.0,65800.0,48021.11299203293,810,18429,24,2,9,salaried,bachelors,18.0,3,0
28.0,148442.0,101950.33303148331,368,62748,24,1,5,salaried,high_school,2.0,4,1
57.0,56963.0,43232.18500159301,380,53807,24,2,4,self_employed,bachelors,11.0,3,0
41.0,74330.0,24597.108776058023,841,12140,48,2,2,salaried,bachelors,15.0,1,0
22.0,71707.0,50993.45426454989,561,68226,24,4,9,salaried,high_school,2.0,3,1
29.0,38689.0,29711.953280419002,388,19901,60,3,7,salaried,bachelors,15.0,4,1
37.0,49084.0,22449.75883321315,507,33525,36,1,7,salaried,high_school,3.0,3,1
35.0,60387.0,39387.17924404681,512,25491,60,0,6,salaried,high_school,24.0,0,1
33.0,94816.0,44827.97463462149,565,73816,24,2,2,unemployed,bachelors,19.0,4,1
44.0,22642.0,18722.30948801265,592,39980,36,0,0,contract,bachelors,12.0,2,1
36.0,62137.0,19783.362286233692,506,13078,12,3,4,contract,high_school,3.0,3,1
49.0,99832.0,61784.63355204237,632,53704,12,2,0,contract,bachelors,3.0,1,0
55.0,75561.0,29587.945985234626,376,21997,60,0,5,salaried,phd,6.0,3,1
23.0,82260.0,56900.97874283019,587,5868,36,4,6,salaried,masters,20.0,1,0
53.0,35438.0,14059.659925084801,346,31398,60,0,4,salaried,masters,11.0,0,1
44.0,68442.0,29393.155665966064,499,26246,36,4,3,contract,masters,1.0,2,0
43.0,123061.0,70379.07150795612,726,25561,36,1,1,self_employed,phd,15.0,4,0
46.0,22994.0,18467.843162125522,509,21254,60,3,4,salaried,masters,6.0,4,1
43.0,143439.0,59734.153804593036,719,39512,36,0,8,salaried,bachelors,18.0,2,0
43.0,145844.0,55323.29790197178,453,62865,24,2,3,salaried,bachelors,10.0,0,1
63.0,133530.0,95799.3969966078,821,28580,36,3,1,salaried,high_school,0.0,0,0
27.0,119575.0,68796.36931835639,714,75959,36,0,5,contract,bachelors,8.0,3,1
36.0,21813.0,17482.72276101097,652,77144,60,2,7,salaried,phd,4.0,0,1
64.0,113027.0,43022.37195365802,456,47485,12,2,1,contract,bachelors,25.0,3,0
58.0,143489.0,94022.6510930906,560,55621,48,2,8,salaried,masters,16.0,1,1
54.0,104381.0,44683.78698495994,376,55665,36,2,6,self_employed,bachelors,26.0,2,1
29.0,138808.0,53610.18086915222,787,75412,48,0,1,contract,bachelors,0.0,1,0
26.0,75276.0,50878.00796045828,430,55603,36,1,4,contract,bachelors,16.0,1,1
60.0,61243.0,38370.36494738881,754,26038,60,4,4,salaried,bachelors,11.0,1,0
25.0,82912.0,59294.93982525568,462,19325,60,4,6,salaried,bachelors,24.0,1,0
27.0,80272.0,37744.24896506837,314,40892,36,4,4,salaried,masters,12.0,4,1
53.0,122700.0,67041.36723095209,531,6753,60,1,5,salaried,masters,23.0,0,1
51.0,62051.0,32453.25764338834,494,22996,60,2,8,self_employed,masters,10.0,2,1
56.0,98854.0,83160.84892902018,841,73811,36,2,2,contract,bachelors,12.0,2,0
61.0,102736.0,47334.26885076777,658,79283,12,3,2,salaried,masters,12.0,1,1
37.0,141992.0,65621.52911903377,630,50211,36,4,7,salaried,bachelors,5.0,2,0
34.0,142019.0,70299.6201382965,726,67820,12,4,9,salaried,bachelors,25.0,3,0
63.0,85618.0,52272.07882855311,796,5824,60,2,5,contract,masters,21.0,2,0
51.0,21920.0,9618.003004843713,785,18880,12,4,9,unemployed,bachelors,5.0,1,1
40.0,126121.0,101326.80541381594,748,71617,60,2,2,salaried,high_school,19.0,2,0
38.0,97219.0,43372.0267119033,712,16517,12,2,1,salaried,bachelors,20.0,0,0
40.0,96872.0,76790.30385123455,629,26683,12,2,1,self_employed,masters,9.0,1,0
49.0,101132.0,36095.15207518852,446,21876,36,0,1,self_employed,bachelors,18.0,4,1
47.0,22093.0,14605.891881263537,558,61354,12,0,4,salaried,bachelors,2.0,0,1
58.0,32905.0,26285.897166315728,591,78802,60,0,4,contract,bachelors,25.0,2,1
47.0,141759.0,55684.66340084204,442,14982,36,0,0,unemployed,masters,6.0,4,0
44.0,,49954.78968327541,664,79504,12,1,1,self_employed,masters,4.0,0,0
30.0,50981.0,27992.94562853876,389,31598,36,3,1,self_employed,bachelors,7.0,3,1
33.0,93903.0,77013.91720536564,463,19639,48,3,3,salaried,high_school,4.0,0,0
22.0,90821.0,61054.51025038847,780,75210,36,2,6,self_employed,bachelors,11.0,4,1
22.0,129200.0,60190.76297321458,383,74852,48,4,2,salaried,bachelors,3.0,3,1
55.0,123241.0,49735.92531032001,376,14695,48,0,4,salaried,masters,29.0,2,0
53.0,102289.0,47774.514778825556,816,53582,36,3,8,salaried,high_school,18.0,1,0
46.0,136506.0,47935.38895784589,784,36094,60,3,4,salaried,bachelors,27.0,2,1
61.0,104021.0,39437.20934984973,403,65635,60,0,8,salaried,masters,17.0,1,1
22.0,98513.0,35224.627677919096,751,27187,60,1,0,salaried,bachelors,2.0,1,0
37.0,39874.0,21237.647974732983,786,6214,24,1,8,self_employed,masters,6.0,4,1
60.0,70931.0,52316.44339347978,638,28940,48,3,4,self_employed,masters,7.0,3,0
,27674.0,10454.15666366065,777,49406,36,1,7,salaried,masters,14.0,3,1
43.0,70516.0,26209.121616069242,522,48481,60,0,4,salaried,bachelors,20.0,0,1
50.0,141982.0,92840.03101070331,308,20977,60,3,5,contract,bachelors,26.0,2,1
24.0,148408.0,60617.34259335423,352,49839,36,0,7,salaried,phd,16.0,4,1
33.0,114574.0,40523.164878464784,376,62874,48,1,1,unemployed,bachelors,18.0,2,1
47.0,80686.0,31610.089409602384,802,63414,36,0,2,salaried,bachelors,3.0,0,0
37.0,114851.0,92805.61100131398,615,30538,24,1,8,self_employed,bachelors,15.0,0,0
58.0,89212.0,67070.40137146825,464,61241,24,1,4,salaried,bachelors,25.0,4,1
43.0,22426.0,11094.938531456437,578,78501,36,0,4,self_employed,phd,12.0,0,1
50.0,142952.0,94448.58968204199,326,65481,48,1,8,contract,high_school,28.0,4,1
35.0,110009.0,65510.53777150096,369,32740,60,2,9,contract,high_school,11.0,0,0
49.0,88498.0,59507.67868832397,517,68328,24,0,2,unemployed,masters,3.0,3,1
26.0,49943.0,33734.954952096174,664,77105,24,2,3,salaried,phd,11.0,4,0
51.0,86395.0,55794.21137710945,605,55643,48,0,6,self_employed,bachelors,16.0,3,0
26.0,64816.0,28930.994466712807,423,16881,24,1,1,salaried,bachelors,25.0,3,0
33.0,24138.0,7759.245341405097,318,41996,24,1,7,self_employed,bachelors,8.0,4,1
37.0,120728.0,66468.21655085601,556,37177,48,3,4,salaried,bachelors,11.0,2,1
47.0,111176.0,87833.00193240552,595,42177,36,3,0,contract,masters,25.0,1,0
47.0,95945.0,58835.727957710624,321,71126,60,2,2,contract,high_school,14.0,0,1
42.0,24017.0,18200.444606705096,749,61531,60,1,8,salaried,high_school,19.0,0,1
60.0,30451.0,25743.074077131798,849,31119,24,3,4,salaried,bachelors,1.0,2,1
57.0,82956.0,32351.920206772164,347,32915,60,1,7,salaried,bachelors,28.0,1,1
54.0,113863.0,77481.23252909294,482,7708,36,0,0,self_employed,high_school,8.0,2,0
51.0,30278.0,20312.34345346914,734,43749,24,3,6,salaried,high_school,13.0,1,1
58.0,110480.0,92690.01280327844,406,49989,60,2,6,contract,masters,3.0,4,0
44.0,63764.0,53694.4148598715,487,27106,12,3,7,self_employed,high_school,3.0,4,1
31.0,143030.0,96927.60300919622,385,22131,12,1,2,self_employed,phd,26.0,3,1
26.0,21134.0,9171.905257563432,755,51553,12,4,0,self_employed,bachelors,5.0,3,1
57.0,82943.0,61311.939285136454,436,63144,12,4,8,salaried,bachelors,23.0,4,1
55.0,115667.0,41508.956376733484,635,11553,12,1,0,contract,bachelors,4.0,3,0
52.0,74318.0,54206.40598808491,768,22881,24,0,5,self_employed,bachelors,27.0,4,0
31.0,123423.0,98813.42492667097,702,6379,48,3,8,unemployed,bachelors,23.0,2,1
40.0,123998.0,63308.21640647303,839,74306,48,4,1,salaried,bachelors,16.0,0,0
53.0,80128.0,51830.749704022346,371,24726,24,0,3,self_employed,masters,12.0,4,0
22.0,108056.0,57980.52668270007,323,14088,24,1,1,salaried,masters,19.0,4,0
26.0,41869.0,22641.531798013875,784,39314,36,0,3,self_employed,bachelors,16.0,4,0
25.0,122468.0,57646.17612601128,355,60041,48,1,1,self_employed,bachelors,18.0,3,0
37.0,137034.0,98550.9187248344,522,21350,12,3,0,self_employed,masters,26.0,3,0
45.0,25039.0,20404.20874459082,478,22769,24,0,2,self_employed,bachelors,22.0,3,1
37.0,41281.0,33743.624921031784,733,52249,12,3,7,salaried,phd,0.0,3,1
23.0,132935.0,52659.50255766713,749,51365,48,0,4,unemployed,masters,20.0,2,1
49.0,30442.0,23778.520400564852,791,55185,60,1,3,unemployed,high_school,16.0,4,1
53.0,93788.0,66175.6210157118,488,7786,60,1,4,salaried,bachelors,21.0,2,0
48.0,139729.0,61349.49443857938,719,6620,24,0,5,contract,bachelors,24.0,3,0
41.0,47586.0,16036.793074765754,548,41303,36,1,5,salaried,masters,2.0,2,1
45.0,73053.0,32683.802385737454,463,24589,12,2,4,self_employed,bachelors,26.0,4,0
33.0,70489.0,56512.055521371134,554,7882,24,2,5,salaried,masters,26.0,4,1
56.0,103104.0,66836.98975304954,775,67248,36,3,8,unemployed,bachelors,13.0,3,1
54.0,106346.0,74078.5034323148,716,54322,12,2,4,salaried,high_school,11.0,4,0
54.0,87087.0,38443.14474057081,469,29524,48,2,5,salaried,high_school,14.0,2,1
64.0,32625.0,22696.021216595684,616,14745,60,4,3,salaried,bachelors,5.0,1,1
58.0,54397.0,17160.44906735012,473,20861,36,4,2,salaried,bachelors,19.0,4,0
33.0,78671.0,39841.09807631983,769,59261,12,4,5,self_employed,bachelors,21.0,2,1
24.0,136214.0,87819.1193400898,644,7837,24,4,4,salaried,bachelors,1.0,2,0
22.0,111785.0,42517.77251847006,744,79135,12,1,3,self_employed,high_school,3.0,2,0
54.0,86897.0,65403.197884793415,317,59380,24,3,4,unemployed,high_school,12.0,4,1
61.0,46149.0,19810.25267487918,369,54831,60,3,6,contract,masters,12.0,1,1
31.0,80030.0,52720.13160237315,637,43255,60,2,0,contract,bachelors,22.0,3,0
64.0,89906.0,47008.10986520767,826,34520,12,3,0,salaried,bachelors,26.0,3,0
50.0,25283.0,15873.273623453744,755,34541,12,2,0,salaried,masters,21.0,4,0
34.0,27610.0,9914.690366946284,568,70772,24,3,1,salaried,masters,24.0,4,1
33.0,63326.0,19586.860982309634,487,32350,24,0,8,salaried,high_school,26.0,0,1
52.0,34924.0,27948.295434006304,828,49397,36,0,4,contract,bachelors,22.0,1,1
23.0,133143.0,59687.54154150896,733,68865,36,3,8,salaried,masters,16.0,2,1
56.0,130253.0,97796.86375373972,587,60956,36,1,4,contract,masters,5.0,2,1
44.0,96162.0,81703.33797670425,798,32453,12,2,6,salaried,masters,10.0,3,0
38.0,120297.0,50078.100323922255,740,67345,36,3,5,contract,bachelors,18.0,4,1
47.0,20869.0,9304.316508765496,602,17906,12,2,1,salaried,high_school,15.0,1,1
29.0,117088.0,77813.50974801226,386,19988,60,4,2,salaried,bachelors,7.0,3,1
50.0,21014.0,17462.5656841236,737,32723,48,3,4,self_employed,masters,28.0,1,1
47.0,30103.0,24193.71762797228,840,38800,60,1,3,salaried,bachelors,0.0,4,0
31.0,102522.0,59112.29223749015,321,44107,12,4,5,self_employed,high_school,9.0,2,1
47.0,130317.0,96084.11267841936,816,32430,12,3,7,self_employed,masters,1.0,0,1
55.0,116007.0,43463.20804930812,802,37535,48,0,7,salaried,bachelors,18.0,1,0
62.0,53458.0,44775.93974814795,766,73476,24,3,2,contract,high_school,13.0,2,0
28.0,110605.0,91845.75919780266,400,57284,24,0,3,salaried,high_school,2.0,1,1
25.0,102409.0,39944.72536609641,440,61232,24,0,0,self_employed,bachelors,22.0,1,1
32.0,43248.0,20096.598215816615,437,49420,36,3,1,salaried,bachelors,28.0,1,1
50.0,109160.0,38761.10574031127,527,42710,24,3,8,self_employed,bachelors,23.0,4,1
57.0,63516.0,28546.92825638923,580,77497,36,0,9,salaried,high_school,8.0,3,1
46.0,49061.0,36735.6838414747,730,45498,36,2,9,salaried,high_school,22.0,1,1
42.0,44170.0,22441.61020266923,339,36283,24,4,1,salaried,bachelors,7.0,4,1
57.0,28024.0,9769.680134026417,818,71169,24,1,5,salaried,bachelors,10.0,0,0
31.0,102214.0,49903.33188436302,510,77358,48,3,6,salaried,high_school,14.0,3,1
,123792.0,103955.6731418181,601,67457,48,4,5,self_employed,bachelors,5.0,4,0
30.0,105947.0,68476.29832680972,385,30968,36,4,7,self_employed,high_school,1.0,0,1
45.0,63803.0,33744.67427495364,696,67508,48,2,8,salaried,bachelors,0.0,3,0
56.0,39296.0,15388.163584513795,552,68220,36,4,7,salaried,high_school,2.0,4,1
56.0,111829.0,94204.44078489106,832,10738,12,3,4,salaried,high_school,24.0,0,1
57.0,112708.0,84696.3375748158,680,8098,36,4,7,salaried,bachelors,28.0,4,0
39.0,106664.0,48512.12224374368,743,78633,36,3,9,salaried,bachelors,22.0,0,1
60.0,38257.0,12951.43995071305,332,43244,48,3,9,salaried,masters,17.0,1,1
53.0,32855.0,10879.737978201816,559,13253,12,0,8,unemployed,high_school,13.0,1,1
45.0,105178.0,38517.02315478117,533,59333,60,2,7,self_employed,high_school,16.0,3,1
44.0,149876.0,92836.59973078729,814,55969,60,1,1,salaried,bachelors,1.0,0,0
53.0,121121.0,98207.31488690674,607,75423,60,0,1,salaried,masters,18.0,1,0
58.0,143324.0,82154.59029154135,369,49411,12,1,2,self_employed,bachelors,29.0,3,0
33.0,40025.0,30563.891114420112,753,40421,24,3,6,salaried,bachelors,21.0,2,1
34.0,24458.0,13335.422221692148,738,6454,12,0,8,self_employed,bachelors,27.0,1,0
44.0,83610.0,57667.56864390632,663,22522,48,4,7,contract,high_school,8.0,1,0
46.0,90843.0,63819.93329032468,780,43575,36,4,8,self_employed,phd,7.0,4,0
56.0,127237.0,50345.14102641271,443,8192,36,1,5,salaried,bachelors,9.0,2,0
62.0,103961.0,51842.1104889514,323,60268,48,3,0,self_employed,masters,8.0,0,1
51.0,69831.0,45426.195791263715,724,15402,48,1,3,unemployed,bachelors,26.0,3,0
38.0,63427.0,21494.340572020385,474,41527,36,2,5,self_employed,bachelors,26.0,2,1
41.0,113809.0,56773.28997601288,624,57181,24,4,5,self_employed,high_school,,0,1
46.0,58506.0,34760.737665836095,647,32002,24,0,7,salaried,bachelors,6.0,1,1
43.0,25668.0,21764.499658108383,317,17460,24,0,0,salaried,high_school,21.0,3,1
34.0,111470.0,62533.94092403792,343,35482,48,0,1,self_employed,bachelors,23.0,3,1
40.0,67195.0,50317.713586863334,454,21447,36,4,1,contract,bachelors,5.0,2,0
57.0,93233.0,50125.51105373878,676,53228,36,3,5,self_employed,masters,1.0,4,1
33.0,44417.0,32780.40769962979,701,55126,36,4,6,self_employed,bachelors,28.0,0,1
62.0,101982.0,63991.47576435205,524,25545,12,4,1,salaried,bachelors,8.0,2,0
40.0,126133.0,99345.81855266211,516,60114,12,0,4,salaried,high_school,8.0,4,1
33.0,30751.0,16175.591935025028,330,62801,60,4,5,salaried,bachelors,18.0,4,1
30.0,,37942.04585410881,358,18890,12,0,3,salaried,high_school,8.0,4,0
28.0,146649.0,94810.08522173873,652,57482,24,3,0,self_employed,masters,1.0,3,0
49.0,27352.0,14484.5420232696,744,68397,24,2,2,salaried,phd,27.0,0,1
35.0,99052.0,37577.51810323283,534,6740,24,0,9,self_employed,bachelors,29.0,0,1
52.0,108835.0,38250.89592821722,406,35121,24,1,8,contract,high_school,,2,1
40.0,117493.0,36325.23477203148,490,16218,60,2,5,salaried,bachelors,15.0,1,0
37.0,48927.0,38184.77602069909,829,76591,24,3,1,salaried,masters,29.0,2,0
26.0,61094.0,26274.159058570945,544,39722,48,2,8,self_employed,bachelors,21.0,0,1
56.0,121948.0,50770.45378377718,375,54431,48,0,3,unemployed,high_school,13.0,3,1
,74122.0,52242.62877270945,846,56543,48,3,7,self_employed,phd,19.0,2,1
46.0,49493.0,23559.106616768855,566,47000,12,1,9,salaried,masters,23.0,1,0
42.0,112247.0,64915.19922403328,616,76975,36,0,6,salaried,high_school,0.0,2,0
57.0,93539.0,36422.31739527232,420,35921,60,0,2,salaried,phd,12.0,4,0
44.0,,49671.608808244986,324,35614,48,3,7,salaried,bachelors,21.0,1,1
37.0,88814.0,68241.992753622,731,66189,48,3,3,contract,bachelors,1.0,4,0
60.0,27296.0,21156.700851649002,459,22601,24,2,1,contract,bachelors,21.0,3,1
63.0,45398.0,23776.09305071954,413,76543,48,1,4,salaried,masters,13.0,0,1
60.0,55842.0,40167.07619270977,801,25514,24,2,0,salaried,bachelors,0.0,2,1
35.0,33261.0,12610.305642430712,465,72612,24,2,7,salaried,high_school,14.0,2,1
52.0,,18284.427085528747,474,21292,36,0,7,contract,phd,17.0,4,0
26.0,115985.0,36069.60832178443,300,36510,12,3,2,salaried,high_school,8.0,4,1
56.0,126616.0,78835.04107076871,385,33000,24,0,0,self_employed,masters,21.0,0,1
44.0,76704.0,42223.035946675926,619,35383,24,1,3,salaried,bachelors,7.0,2,0
50.0,87173.0,50988.22360572132,700,16785,36,2,8,self_employed,high_school,6.0,0,0
64.0,51781.0,15746.846880669222,681,45910,24,1,8,salaried,high_school,8.0,4,0
32.0,33652.0,17918.937568591427,617,44028,60,3,0,salaried,masters,8.0,4,1
39.0,25103.0,17445.015777843866,549,29855,12,3,6,self_employed,bachelors,10.0,1,1
33.0,45500.0,24728.409891735082,824,29281,60,4,5,self_employed,bachelors,3.0,4,0
30.0,135332.0,95100.5792957551,555,9841,48,1,6,salaried,bachelors,6.0,4,1
31.0,120336.0,51523.11355481163,606,65155,12,0,6,salaried,masters,20.0,0,0
38.0,55529.0,41492.82930177615,443,31918,48,1,7,salaried,bachelors,6.0,1,1
59.0,133499.0,83254.94019311249,690,61313,24,2,7,salaried,bachelors,3.0,1,0
28.0,38452.0,15992.944484603317,468,22443,36,3,9,self_employed,bachelors,11.0,2,1
34.0,69393.0,29852.609189508767,597,37250,60,3,1,contract,masters,25.0,3,0
61.0,51174.0,33028.55704663482,532,6922,48,1,3,salaried,bachelors,26.0,2,1
63.0,84450.0,63883.619255734964,570,36976,24,1,3,salaried,bachelors,26.0,2,1
30.0,55436.0,29303.20794851254,359,16991,60,1,9,salaried,phd,16.0,2,0
48.0,67406.0,29797.849299175963,595,58744,60,2,7,salaried,masters,19.0,1,1
,83059.0,64524.91438211316,766,27733,48,2,2,salaried,high_school,28.0,0,0
,35954.0,24020.779688885235,534,7473,24,0,2,self_employed,phd,25.0,4,0
50.0,102722.0,56132.1305835807,533,13108,36,1,1,salaried,bachelors,2.0,1,0
58.0,139747.0,79424.52372433314,667,33715,48,0,0,self_employed,high_school,8.0,4,0
59.0,32356.0,13341.707252102524,531,37210,60,4,7,contract,bachelors,4.0,4,1
40.0,148128.0,95504.26099243487,790,42317,60,2,8,contract,bachelors,19.0,3,0
29.0,118499.0,58930.545816251964,802,70516,12,3,8,unemployed,masters,15.0,2,1
22.0,22187.0,18805.808744180584,680,38362,24,4,7,self_employed,bachelors,7.0,3,1
43.0,97243.0,54854.867066036466,727,59604,12,3,4,contract,bachelors,20.0,2,1
38.0,55098.0,31253.62882140942,663,9889,36,4,0,salaried,bachelors,15.0,1,0
28.0,112471.0,68744.35401002613,501,78748,48,0,8,salaried,bachelors,18.0,4,1
46.0,41225.0,33153.796425713685,445,36971,60,0,5,salaried,high_school,15.0,3,1
25.0,23606.0,17479.061635909096,756,55551,24,2,6,self_employed,high_school,17.0,1,1
57.0,148664.0,81485.94038303447,434,8201,60,3,7,contract,bachelors,,1,1
27.0,77620.0,53967.99036364463,563,42958,12,4,4,salaried,masters,23.0,2,1
52.0,52828.0,32881.706911274545,363,10681,12,1,5,self_employed,bachelors,27.0,4,1
40.0,146270.0,83491.19051744242,790,51870,48,1,6,self_employed,bachelors,17.0,2,0
60.0,46489.0,18864.01237853442,340,72203,24,2,6,contract,bachelors,13.0,2,1
48.0,34387.0,19090.456960282838,595,33152,24,3,1,self_employed,bachelors,23.0,1,1
31.0,89463.0,38934.317537940326,302,55061,48,1,0,unemployed,phd,15.0,2,1
47.0,91832.0,73756.08136784742,409,62619,12,2,7,salaried,masters,4.0,0,1
,115980.0,56189.26522611848,520,63235,12,2,4,salaried,bachelors,7.0,4,1
60.0,131926.0,108673.41030973132,669,78740,12,3,9,salaried,bachelors,15.0,2,1
24.0,132429.0,78554.28845657388,667,42890,60,1,1,salaried,bachelors,20.0,2,0
34.0,22591.0,14624.270482270227,735,66401,36,1,2,salaried,bachelors,0.0,3,1
49.0,143446.0,85869.24925011885,303,16217,12,1,5,self_employed,bachelors,27.0,4,0
41.0,130431.0,48410.68378837107,543,53351,36,0,9,self_employed,masters,28.0,4,1
49.0,68516.0,34717.171652851444,465,38741,36,1,5,self_employed,masters,10.0,2,1
29.0,111683.0,39595.01439162603,325,25654,24,4,7,salaried,bachelors,29.0,0,1
62.0,82061.0,52734.42750085288,694,66314,48,0,4,salaried,masters,10.0,3,1
60.0,124425.0,67908.77695579805,773,6408,60,0,4,salaried,masters,1.0,0,0
22.0,86736.0,63134.41747179723,316,47903,36,0,6,salaried,masters,29.0,2,1
24.0,101257.0,42655.398722004255,391,6218,60,0,9,self_employed,phd,21.0,4,0
34.0,81753.0,31925.47293612538,782,55572,24,2,4,salaried,bachelors,18.0,4,1
49.0,104774.0,54847.379241848794,842,63798,12,4,8,salaried,bachelors,23.0,0,1
46.0,31087.0,25168.7178944604,504,35105,36,3,5,self_employed,masters,4.0,1,1
54.0,50816.0,35100.237223418895,801,74634,48,1,6,salaried,masters,,2,0
59.0,43408.0,23023.950187756058,699,70063,24,0,7,unemployed,phd,27.0,4,1
27.0,144116.0,84235.75780897173,506,12619,60,3,4,salaried,high_school,25.0,1,1
53.0,125276.0,43385.228053522194,445,16939,12,2,3,unemployed,bachelors,,4,1
42.0,20136.0,16944.781137186175,400,23226,60,3,7,salaried,high_school,29.0,4,1
37.0,37413.0,24936.66306980305,540,30322,48,0,9,self_employed,bachelors,7.0,1,1
42.0,133650.0,61074.33956257503,462,63215,36,4,8,salaried,high_school,3.0,0,1
32.0,79500.0,49464.47203706156,472,21878,48,3,0,contract,high_school,28.0,2,1
,104514.0,37647.542004034156,801,11560,60,0,2,salaried,high_school,12.0,1,0
57.0,76358.0,63469.54599624521,846,43278,60,0,3,salaried,bachelors,26.0,1,0
56.0,86197.0,34145.36788032037,583,41212,48,1,6,contract,bachelors,24.0,4,0
40.0,120776.0,79279.3803313901,658,78079,48,1,5,salaried,high_school,21.0,1,0
41.0,112789.0,49063.20985641688,680,28946,48,4,9,salaried,bachelors,13.0,2,1
39.0,112420.0,78093.53785054162,832,36740,12,1,9,salaried,high_school,0.0,0,0
62.0,52854.0,38438.1640992648,462,12253,60,4,0,self_employed,phd,4.0,0,1
35.0,96240.0,64517.45309073995,606,37813,24,2,3,salaried,bachelors,20.0,0,0
36.0,124523.0,79442.52395914655,638,69331,12,2,5,salaried,bachelors,6.0,2,1
52.0,149494.0,118228.52610219413,354,32632,12,1,2,salaried,masters,22.0,4,0
22.0,110063.0,37778.54043041616,632,53365,12,2,1,self_employed,bachelors,5.0,2,0
24.0,36322.0,17507.317367467538,426,72593,24,3,1,self_employed,masters,14.0,1,1
37.0,133053.0,58085.36671502762,542,38431,48,3,9,salaried,bachelors,14.0,3,1
44.0,26968.0,22745.01829093916,708,42436,60,3,3,salaried,phd,7.0,3,1
32.0,47518.0,24432.062952615775,802,23413,36,2,0,salaried,bachelors,1.0,3,0
33.0,71925.0,50558.742616076124,602,43485,36,3,9,salaried,phd,13.0,0,1
31.0,79848.0,54025.06418706375,763,73232,60,4,1,salaried,masters,28.0,2,0
53.0,131900.0,54955.43337279637,534,21101,24,0,9,salaried,bachelors,15.0,2,1
37.0,,25886.923446981196,337,13831,36,1,1,salaried,bachelors,28.0,0,0
29.0,21700.0,9867.131266005461,438,56897,12,4,3,contract,bachelors,22.0,1,1
59.0,113782.0,59862.98618619978,494,10004,36,3,3,salaried,high_school,9.0,3,0
33.0,121004.0,51896.04863418699,826,50924,60,0,0,self_employed,bachelors,14.0,3,0
