age,income,credit_limit,transaction_amount,num_transactions_30d,account_age_months,num_prev_disputes,merchant_category,country_match,time_of_day_hour,is_weekend,card_present,distance_from_home_km,is_fraud
49,95831,16767,3226,62,26,4,electronics,1,10,1,1,201,1
62,137217,60824,3146,30,27,4,online,1,23,1,1,21,0
46,66873,28596,3328,22,190,1,electronics,1,13,0,0,23,1
55,119661,37850,2792,75,83,1,online,1,11,0,1,47,0
70,131532,50521,1000,29,128,1,online,1,15,1,1,16,0
45,34903,7879,4930,41,178,1,online,1,5,0,1,59,0
44,28020,8082,2163,42,170,0,travel,1,19,1,1,8,0
33,66755,28614,235,65,157,4,food,1,0,0,1,5,0
27,110956,31478,786,31,167,0,travel,1,11,0,1,38,0
56,111988,27226,2847,30,188,3,online,1,6,0,0,40,0
65,70648,21030,697,18,169,3,food,1,7,0,1,5,0
40,128537,55437,539,17,33,4,food,1,8,0,1,166,0
21,34516,8079,3452,38,211,3,online,1,1,0,1,42,1
28,137863,23368,2163,14,229,1,food,1,16,1,1,8,0
66,140005,53874,1304,79,211,0,food,1,19,1,1,18,0
36,27396,11790,1536,56,97,1,travel,1,12,0,1,80,0
34,109082,15299,4784,22,111,3,food,1,4,1,1,37,1
32,44129,8647,2906,67,16,0,online,1,9,1,1,10,0
71,26591,4169,3113,56,23,1,retail,1,11,1,1,5,0
43,36303,8682,2450,19,135,4,retail,1,16,0,0,28,0
35,55561,15564,4145,57,26,1,retail,1,20,1,1,20,0
48,96719,38642,3812,44,96,3,online,1,5,0,1,53,1
54,143618,51768,854,35,12,0,retail,1,2,0,1,129,0
22,117108,40797,456,1,72,4,travel,1,14,1,1,14,0
52,124616,30026,3925,52,133,0,online,1,6,0,1,96,0
43,149165,65122,3119,70,106,4,online,1,5,0,1,126,1
42,111231,32091,1244,37,220,0,online,1,3,1,1,116,0
71,32314,15886,236,65,117,3,food,1,18,0,1,151,0
45,142071,50244,4153,51,197,4,food,1,4,1,1,92,1
42,44623,6716,2969,1,177,2,food,1,2,1,1,45,0
42,92675,34333,1840,21,26,0,electronics,1,8,0,1,26,0
69,137992,31743,3789,53,133,0,travel,1,5,0,0,33,0
72,121826,45627,196,16,22,1,online,1,12,1,1,103,0
62,90082,11517,2887,61,207,4,online,1,21,0,0,17,1
26,108624,18460,2545,54,13,2,food,1,19,1,0,8,0
35,130228,57599,1942,40,156,3,online,1,3,1,0,7,1
74,58130,11095,2934,26,161,1,online,0,1,0,1,87,1
63,76756,33374,858,65,107,2,retail,1,3,0,0,71,0
57,122624,25960,2042,74,23,4,online,1,7,1,1,34,0
53,51292,18319,1262,64,97,2,electronics,1,12,0,1,16,0
28,136785,51658,1891,43,235,0,food,1,9,0,1,56,0
73,111206,33924,279,17,18,0,travel,1,17,1,1,1,0
64,94274,20940,1640,59,117,1,travel,1,8,1,1,41,0
64,27469,5083,4415,23,30,4,retail,1,0,0,1,25,1
25,78947,8942,3213,7,26,4,travel,1,12,0,1,190,1
59,47534,10532,1584,44,144,2,travel,1,17,0,1,35,0
24,88620,32015,2902,53,205,1,food,0,14,0,1,40,1
26,73874,35113,1705,71,39,4,food,1,1,1,1,62,1
65,74708,33505,3268,79,161,0,electronics,1,10,1,0,33,0
52,99553,40460,3272,34,154,2,retail,1,13,0,1,12,0
72,93344,38773,1455,46,176,3,travel,1,21,1,1,38,0
50,74138,27134,229,68,193,0,electronics,1,14,1,0,144,0
67,79302,16186,62,78,166,1,retail,1,13,0,1,26,0
55,72638,33622,1767,78,130,4,travel,1,15,0,1,56,0
60,103249,38025,1676,16,113,0,travel,0,22,1,0,190,0
72,130865,42423,2795,71,134,3,food,1,14,0,0,88,1
36,27719,4002,729,19,46,3,online,1,18,0,1,53,0
33,47890,13352,415,2,50,1,retail,0,8,0,1,66,0
70,102236,29049,2304,10,166,0,travel,1,4,0,0,137,0
62,61509,27422,81,50,106,2,retail,1,4,0,1,160,0
50,67534,21520,2063,12,216,0,electronics,1,10,0,1,173,0
39,127302,32100,1239,70,146,3,electronics,1,19,1,1,49,0
37,117241,57532,1577,22,155,1,online,0,23,0,1,24,0
39,43787,6317,3692,32,169,1,travel,1,3,1,0,7,0
48,73845,19865,2963,1,72,2,food,1,19,0,0,24,0
46,82932,9687,4492,54,220,1,travel,1,17,1,1,143,0
57,117124,46376,708,58,74,1,retail,1,2,1,1,110,0
46,116659,54506,836,70,17,1,electronics,1,3,0,1,37,0
73,58062,12310,358,18,190,1,retail,1,13,0,1,38,0
43,100713,44649,3918,6,157,1,online,0,6,0,1,18,1
29,112263,24348,317,45,186,3,electronics,1,7,1,0,30,0
32,120756,56067,3426,23,70,0,food,1,23,0,0,62,0
73,85461,34319,2344,23,206,4,electronics,1,15,1,1,25,0
21,100418,42372,4871,26,150,1,travel,1,19,0,1,10,0
21,91672,9827,4830,77,6,4,travel,1,14,0,1,38,0
67,59832,29025,2819,7,26,4,electronics,1,6,1,0,12,1
54,56966,22254,3568,79,167,3,online,1,16,0,1,183,1
52,97545,21645,4488,44,140,1,travel,1,21,0,0,24,0
74,37987,16401,3487,27,99,4,travel,1,21,1,1,120,0
68,62311,13247,4630,26,142,1,food,1,21,1,1,12,0
45,56575,25407,2696,79,22,2,electronics,1,11,0,1,10,0
60,88852,12886,2995,36,51,2,travel,1,17,0,1,47,0
65,26007,9921,285,55,151,2,online,1,23,0,0,75,1
73,95981,30356,2557,64,176,4,retail,1,13,1,1,41,1
21,101242,14033,2774,57,199,2,electronics,1,14,0,1,13,0
36,72517,14268,346,69,104,3,food,1,14,0,1,1,0
59,135022,14172,1983,61,178,3,travel,1,4,0,1,48,1
25,54257,15599,2989,2,89,4,online,1,15,1,1,7,0
42,112272,24756,4586,55,141,1,electronics,1,4,0,1,21,0
49,67207,22806,3978,38,213,0,online,1,1,1,1,56,0
23,38281,8379,920,78,233,1,online,1,19,0,1,5,0
32,86246,18971,2006,29,138,1,food,1,8,1,1,6,0
46,26435,10502,3139,26,183,1,electronics,1,21,0,1,3,0
36,123875,14772,4214,35,9,1,travel,1,8,0,1,277,0
71,125686,57961,3767,79,79,0,food,1,3,1,1,24,0
57,116357,51302,337,67,52,2,travel,1,14,0,1,118,0
42,51660,18965,1809,29,130,1,retail,0,10,0,1,17,1
49,30084,10146,324,34,153,3,online,1,0,1,1,69,0
34,107197,48980,3555,41,13,4,retail,1,17,0,1,12,1
48,38507,6705,1144,41,226,4,online,1,0,0,1,34,0
25,97595,12842,2756,23,51,3,food,1,7,0,1,87,0
67,108807,21304,4886,71,186,1,travel,0,15,0,1,84,1
69,70539,29473,1530,3,34,0,travel,1,21,1,0,79,0
50,140953,16050,165,58,35,2,food,1,17,0,1,86,0
66,32491,10823,1734,32,230,4,electronics,0,21,1,1,11,1
72,137831,68663,3353,31,131,2,retail,1,8,0,1,32,0
25,75192,33255,896,43,234,0,retail,1,11,0,1,33,0
32,105395,32522,3083,7,120,4,travel,1,18,0,1,110,0
36,148797,18667,2815,1,187,2,travel,1,17,1,0,17,0
46,88888,38448,731,61,70,0,travel,1,4,0,1,134,1
46,98609,33486,922,14,176,2,food,1,1,1,1,29,0
68,34077,4974,3367,52,192,1,electronics,1,6,0,1,55,0
41,142440,19591,880,6,147,0,retail,1,9,1,1,15,0
59,147901,68603,4118,10,67,2,online,1,14,1,1,26,1
56,45953,16896,507,71,210,1,food,1,6,1,0,61,0
53,101919,43999,1766,30,103,1,retail,1,4,1,0,35,0
50,139682,63079,1127,21,73,0,electronics,1,14,0,0,133,0
57,146041,48004,3419,60,116,3,food,1,19,1,0,66,0
43,92889,28514,2838,74,204,4,retail,1,19,0,1,41,1
30,48821,13287,1657,63,133,0,food,1,14,0,1,108,0
74,62567,14188,2993,42,67,1,retail,1,9,0,1,54,1
25,140374,38439,152,51,139,1,retail,1,23,0,1,52,0
56,49860,20420,2771,64,121,0,electronics,1,13,0,0,14,0
54,46195,15741,3445,76,94,3,online,1,9,0,0,25,1
72,102475,46832,4670,56,196,4,electronics,1,16,0,0,57,0
51,115874,32137,2441,41,197,2,retail,1,20,0,1,111,0
30,112266,38488,4522,32,129,0,food,1,13,0,1,18,0
39,46427,16366,1858,15,91,4,electronics,1,1,1,1,12,1
52,125732,42331,2706,62,92,4,online,1,15,1,1,45,1
21,52083,19846,1727,27,63,1,retail,1,12,1,1,3,0
25,112046,21845,3082,28,29,2,electronics,1,8,0,1,62,0
65,82372,25118,1077,64,210,0,electronics,1,6,0,0,60,0
24,148786,21081,2796,59,12,1,electronics,1,15,1,0,21,0
36,69064,17528,3801,58,77,1,electronics,1,9,1,1,111,0
44,32813,9682,1298,2,41,3,food,1,23,1,1,34,0
36,56598,20425,3881,36,130,4,online,1,21,0,1,51,0
22,137718,66133,1816,71,37,0,online,1,8,0,1,11,0
69,118106,40186,1514,13,173,0,retail,1,21,1,0,27,0
48,52082,20699,3318,15,208,0,travel,1,22,0,1,99,1
52,54241,16408,2961,60,176,1,food,1,6,0,1,11,0
47,121214,42866,81,22,24,3,retail,1,15,1,1,24,0
40,69569,8930,1700,63,99,2,retail,1,8,0,1,19,0
44,36745,7413,1354,75,150,1,electronics,1,23,0,0,8,0
32,51029,12488,3313,74,100,2,travel,1,16,0,1,17,0
70,38025,10989,3123,25,139,3,travel,1,19,1,0,13,0
55,126660,14978,892,48,58,4,food,1,6,0,1,128,0
53,148395,23151,4244,43,174,0,travel,1,10,1,1,67,0
53,39288,8278,2672,38,29,2,retail,1,7,1,1,18,0
71,114186,55792,1514,41,163,1,travel,1,6,0,1,72,0
63,31540,7334,2473,45,143,2,travel,1,18,1,1,1,1
57,122768,35948,2563,40,60,4,online,1,19,0,1,37,1
32,106958,19085,742,17,95,0,retail,1,11,0,0,14,0
23,93878,32323,1758,57,42,2,travel,1,6,0,1,6,0
21,66846,14189,3934,2,233,4,travel,1,7,0,0,107,1
53,126148,23059,433,62,43,1,electronics,1,6,0,1,11,0
60,100932,30948,3488,9,208,3,travel,1,5,0,0,86,1
30,42482,4341,1601,68,74,1,travel,0,8,1,1,26,0
63,48411,4989,4495,17,177,0,online,1,12,0,0,0,0
64,75975,14255,4447,50,192,1,retail,1,6,0,0,65,1
49,85545,9811,4719,40,160,1,food,1,7,0,1,45,0
33,137302,19663,502,58,64,1,retail,0,21,0,1,21,1
32,103797,24448,201,75,2,1,electronics,1,16,0,1,16,0
51,77307,32548,508,21,152,0,retail,1,16,0,1,3,0
66,28093,9237,4927,18,215,4,travel,1,15,0,1,141,0
22,102258,31195,1266,55,66,2,electronics,1,21,1,1,34,0
71,47042,10226,1978,29,166,3,retail,1,1,1,0,4,0
70,77930,36837,4332,24,31,2,electronics,1,7,1,0,101,1
55,142584,36901,2196,74,115,2,food,1,16,0,1,16,0
43,69413,9359,826,17,232,3,retail,1,12,0,1,11,0
37,138387,47996,3230,18,26,0,travel,1,17,0,1,16,0
46,118623,17263,1483,42,29,3,electronics,1,23,0,1,41,0
28,122883,29257,1096,45,195,0,online,1,21,0,1,3,0
49,58756,17800,4209,17,78,2,electronics,1,9,0,1,32,0
46,78268,35196,1884,73,25,0,online,1,1,1,0,113,0
30,64214,19098,880,14,48,4,travel,1,1,0,1,10,1
46,106871,40707,4773,49,65,3,food,1,13,0,1,20,0
54,53602,26646,2052,29,181,4,online,1,15,0,1,25,1
71,78331,11952,282,4,67,2,food,1,6,0,1,44,0
61,73901,15511,1039,20,90,3,electronics,1,20,1,1,125,0
27,124986,32225,3228,47,146,2,travel,1,20,0,1,25,0
24,88416,23760,4079,9,137,4,online,1,23,0,1,3,0
73,57196,15123,1061,77,38,2,electronics,1,11,0,1,21,1
70,30626,14181,4043,79,87,3,retail,1,22,0,1,10,1
65,32424,12503,1583,27,149,3,electronics,1,13,0,1,52,0
31,37857,12991,3200,15,65,2,food,1,3,1,1,1,0
49,135459,30308,4398,19,149,3,travel,1,3,1,1,17,1
56,140621,60398,3807,52,27,3,travel,1,17,1,1,39,1
45,44982,21682,3299,26,106,2,electronics,1,2,0,0,16,1
41,101961,43688,3757,26,123,4,retail,1,0,0,1,40,1
56,26980,2714,2115,26,198,3,food,1,16,0,0,6,1
30,73290,25985,317,46,44,3,electronics,1,6,1,1,143,0
57,51431,6195,3369,49,100,3,electronics,1,15,1,0,17,1
29,109976,22329,3186,53,28,3,travel,1,4,1,1,128,1
44,132288,16378,1261,3,173,2,food,1,18,0,1,19,0
55,107711,36785,2757,66,17,4,retail,1,6,0,1,76,0
69,139187,52144,1527,42,127,4,travel,1,13,0,1,14,0
55,51385,7491,1388,19,123,0,electronics,1,1,0,1,55,0
68,63158,16012,4901,17,168,3,travel,1,2,0,1,19,0
56,48019,13565,1971,33,131,3,travel,1,16,0,1,35,0
38,43639,10805,4315,76,76,0,online,1,15,1,1,56,0
69,110530,16403,2873,49,231,4,travel,1,7,0,1,44,0
59,124911,33423,2666,56,204,1,travel,1,17,0,1,42,0
52,46563,18647,2504,63,194,1,food,0,14,0,1,3,1
44,64341,8261,4577,3,46,4,travel,1,6,0,1,14,1
43,140672,18578,4015,49,214,3,retail,0,8,1,1,42,1
52,30776,7444,3573,55,215,1,electronics,1,5,0,1,0,0
57,61444,29289,932,26,158,2,food,1,17,0,1,14,0
32,93916,34507,4242,72,69,2,travel,1,17,1,1,13,0
69,33711,12522,4472,52,137,0,retail,1,23,0,1,14,0
33,99318,24309,2969,7,85,4,electronics,0,13,0,1,38,1
43,107970,36436,193,46,11,4,food,1,13,1,1,43,0
45,137301,14286,3368,46,69,1,retail,1,13,1,0,119,0
55,110553,39184,1408,16,99,3,travel,0,3,0,1,24,1
61,55707,25921,2806,24,91,4,online,1,3,0,1,130,1
50,64110,22119,546,61,194,1,online,1,14,0,1,52,0
37,86788,39009,1283,54,216,1,food,1,14,1,1,121,0
69,107879,42028,2977,62,159,4,retail,1,17,0,1,89,0
40,63827,9460,3059,1,161,1,electronics,1,13,0,1,58,0
68,132188,60936,1106,49,167,0,retail,1,0,1,1,22,0
45,30655,3880,1315,25,94,0,online,1,9,1,1,13,0
42,69859,21906,925,10,174,4,food,1,19,0,1,12,1
33,78625,12332,3091,16,165,3,travel,1,9,0,1,152,1
39,77098,8070,4257,58,115,0,retail,0,9,0,1,159,0
69,40251,10820,1038,72,220,0,online,1,23,1,1,64,0
56,147413,32138,1987,29,188,4,electronics,1,1,0,1,107,1
32,25526,7514,3364,6,31,2,food,1,7,0,1,125,1
61,93760,31023,2521,16,11,1,travel,1,0,0,0,35,1
39,72837,8558,280,20,87,0,retail,1,0,0,1,49,0
32,36536,5451,1196,71,121,2,electronics,1,3,0,0,27,0
29,53541,17318,4565,78,130,3,travel,1,6,0,1,27,0
27,104083,24695,4210,43,232,2,online,1,8,0,1,1,0
48,76027,29777,3774,26,105,4,online,1,15,0,1,28,0
34,59531,21485,2408,78,27,3,electronics,1,4,0,1,55,1
51,33712,14774,4539,71,227,3,online,1,1,1,1,27,1
72,129101,48670,4245,33,2,2,food,1,22,1,1,102,0
39,90455,24601,4192,26,103,4,electronics,1,10,0,1,20,0
67,99744,36824,1721,45,101,0,online,1,17,0,1,7,0
36,146787,30847,2240,63,21,2,retail,0,18,0,1,83,1
73,30109,6700,138,67,58,0,online,1,12,0,1,56,0
25,146332,60814,1279,52,133,2,food,1,23,0,1,13,0
55,74268,20688,3682,68,180,0,travel,1,10,0,1,38,0
32,125737,52728,1611,26,173,2,travel,1,19,0,1,25,0
45,79615,34152,4775,75,85,3,online,1,18,0,1,139,1
72,107503,47626,3980,2,93,1,travel,1,16,1,1,46,0
41,148274,69192,4254,14,20,3,online,1,4,1,1,8,0
56,54759,14916,4957,30,61,0,food,1,12,0,1,34,0
73,110708,25191,637,49,38,4,travel,1,19,0,1,99,0
43,85112,28332,3807,12,148,3,retail,1,0,0,1,55,1
36,127471,31672,2054,44,25,1,online,1,9,0,1,92,0
59,148153,50435,3562,33,130,0,travel,1,7,0,1,14,0
65,51589,19719,4989,13,121,3,food,1,23,0,1,109,1
73,55015,20650,2351,78,160,2,food,1,7,1,0,70,1
62,54009,13492,3224,26,26,4,retail,1,18,0,1,65,0
59,108309,18059,259,21,198,0,food,1,5,1,1,21,0
34,87046,23694,2935,28,169,3,food,1,11,0,1,109,1
51,131661,20675,984,48,67,0,travel,1,6,0,1,50,0
25,51143,23323,1335,40,225,2,online,1,15,0,0,95,0
55,31154,7425,993,66,1,1,electronics,1,8,0,1,22,0
43,46804,7572,898,73,51,3,food,1,20,1,1,7,0
49,66688,7347,2947,79,5,0,food,1,21,0,0,20,0
63,89288,31994,2127,77,13,0,electronics,1,9,0,1,30,0
31,76195,27031,2682,23,147,0,food,1,9,0,0,38,0
38,45581,10768,4980,48,140,1,travel,1,9,0,0,35,0
67,77648,9992,1336,2,48,0,travel,1,19,0,1,39,1
32,55087,14534,480,20,153,4,electronics,1,15,0,1,92,0
29,74930,16820,1997,59,57,4,food,1,0,1,1,9,0
30,57981,21502,100,46,115,0,food,1,16,1,1,18,0
64,94298,32279,539,3,35,4,online,1,20,0,1,109,0
37,71167,17495,4766,55,76,3,food,1,13,0,1,41,1
58,100304,18772,4069,12,94,4,travel,1,18,0,0,43,1
27,68408,33876,4844,40,5,0,retail,1,20,0,1,32,0
66,64499,18162,2783,66,226,2,retail,1,20,1,1,39,0
33,77269,28999,4977,78,22,3,retail,1,16,0,1,11,1
60,63559,9929,1696,16,103,1,retail,1,13,0,0,39,0
62,139126,40935,201,34,205,0,food,1,7,0,1,293,0
29,99319,11025,1996,44,185,1,food,1,20,1,1,41,0
70,136925,41376,3633,6,175,2,online,1,20,1,0,2,0
47,120317,58426,2195,77,182,1,food,1,8,0,0,79,1
22,121347,30783,4450,64,131,0,retail,1,7,0,0,25,0
25,73787,8529,1018,22,124,0,electronics,1,12,0,1,8,0
49,60488,6797,3793,18,53,2,electronics,0,16,1,1,99,1
57,99441,25376,4308,12,212,0,travel,0,18,0,1,11,0
58,99663,16345,4678,52,159,2,travel,1,6,1,1,126,0
39,47431,5186,4297,51,69,2,food,0,16,0,1,29,1
28,86681,34887,2062,71,216,0,electronics,1,0,0,1,67,0
68,88483,25076,3318,48,104,4,retail,1,4,0,1,39,1
65,147720,31862,1726,19,161,2,retail,1,5,1,0,14,0
21,74153,34112,320,6,200,0,retail,1,1,0,1,55,0
42,31368,4594,4548,27,216,4,food,1,15,1,1,158,1
72,52424,25287,1270,53,178,2,food,0,21,0,1,73,0
37,137360,30986,4975,48,212,4,online,1,4,1,0,46,1
27,70004,31877,3942,7,16,3,retail,1,4,1,1,233,1
45,108869,37143,3278,59,116,3,retail,1,11,0,1,15,1
65,113652,48947,594,69,76,4,food,1,2,1,1,3,0
24,137755,67996,2809,11,205,2,food,1,15,0,1,1,0
56,81985,17656,369,15,109,0,online,1,5,0,1,62,0
26,75069,36367,2876,64,234,1,online,1,14,0,0,88,0
51,77326,19779,2021,3,39,0,travel,1,14,1,0,50,1
39,133737,33996,4949,69,89,1,electronics,1,15,1,0,117,0
64,106061,25046,4016,23,174,1,retail,1,19,0,1,59,0
74,48398,15321,1635,53,224,2,retail,0,12,0,0,23,1
59,123393,19947,2774,37,216,4,online,1,11,0,0,9,1
47,75861,24388,900,9,112,0,online,1,9,1,0,129,0
30,100897,31952,741,15,47,4,travel,1,13,0,1,5,0
46,106905,43270,3971,3,172,3,electronics,1,1,0,1,39,0
39,93577,40561,4711,70,137,2,travel,0,2,0,1,18,1
59,90641,25032,2514,17,232,2,electronics,1,8,0,0,15,0
23,34078,7528,624,26,215,3,retail,1,10,0,1,51,0
65,50003,10187,3816,21,128,0,travel,1,10,0,1,13,0
33,87768,15609,1729,72,178,3,online,0,21,0,0,124,0
70,76047,9358,4779,21,77,0,travel,1,9,1,1,26,1
48,96626,22898,1597,11,188,1,travel,1,13,0,1,56,0
40,82660,17201,1621,38,224,2,retail,1,8,1,0,65,0
48,129386,62954,906,72,15,0,online,1,19,0,0,57,0
28,74786,24162,287,35,36,4,online,1,20,0,1,116,0
61,26925,6432,4657,14,63,4,food,1,9,0,0,13,1
59,108976,36200,1646,14,69,2,food,1,21,1,1,4,0
21,130221,20272,2168,10,214,3,food,1,8,1,1,2,1
23,142832,39652,2442,12,208,3,retail,1,4,0,1,105,1
33,51015,17880,3914,38,169,0,travel,1,7,0,1,181,0
48,58320,17237,4866,34,74,3,online,1,10,0,1,18,1
69,89881,23433,3272,41,24,2,online,1,0,0,1,59,1
45,115827,57628,1459,10,210,0,travel,1,20,1,0,0,0
53,145071,65590,4510,17,49,1,online,1,9,0,1,10,0
58,127215,44444,1242,17,146,3,travel,1,0,0,0,58,1
73,51289,16810,4127,67,7,3,retail,1,21,1,1,3,0
26,28389,9886,687,62,4,0,retail,1,6,1,1,31,0
64,50683,9149,2668,1,90,4,retail,1,13,0,0,54,1
65,38629,9968,2038,12,197,3,travel,1,4,0,0,72,1
52,86550,10021,3768,4,60,2,travel,1,16,0,1,30,0
65,49826,14460,4634,42,55,3,electronics,1,21,0,1,49,1
67,125734,39884,2047,13,16,1,online,1,20,0,1,38,0
41,51630,9866,2659,4,227,3,online,0,5,1,1,2,1
36,123762,60100,666,69,218,4,electronics,1,15,1,0,67,0
74,71163,33004,175,19,210,3,electronics,1,10,0,1,9,0
41,123511,48028,4954,2,29,0,retail,1,9,0,1,1,1
31,91435,28651,4601,12,151,3,electronics,1,14,0,1,29,1
57,36653,16420,599,74,14,4,travel,1,6,0,1,100,1
56,52961,8063,4534,6,79,0,food,1,22,0,1,8,0
55,106941,44509,2831,8,177,2,travel,1,1,0,1,0,1
39,99137,14863,4268,51,33,0,electronics,1,11,0,1,5,0
40,58662,24502,1272,11,153,1,online,1,18,0,1,22,0
38,123818,26039,81,63,21,0,travel,1,11,0,1,43,1
67,81446,36718,3526,57,145,2,online,1,15,0,1,10,0
61,46288,22107,4760,12,23,3,travel,1,5,0,0,80,1
69,147555,23537,3590,73,57,0,online,1,2,0,0,69,0
34,120081,34231,278,2,235,0,travel,1,1,0,1,59,0
35,61877,30467,1786,8,209,0,online,1,19,0,1,33,0
51,136562,40062,2472,11,186,0,food,1,4,0,0,22,1
21,40313,17956,1278,53,142,2,retail,1,10,1,1,23,0
73,105885,35523,1025,10,93,4,travel,1,2,0,1,34,0
74,97715,24441,2732,8,20,4,food,1,2,0,1,4,0
74,35326,7570,1093,36,158,0,retail,1,21,0,1,57,0
23,135091,24490,4111,76,19,2,travel,1,4,0,1,21,1
36,26560,10749,416,14,181,2,food,1,21,1,1,12,0
43,104148,26517,3086,54,103,0,food,1,22,1,1,16,0
31,108186,32943,995,21,184,1,food,1,10,0,1,9,0
32,51745,15364,3613,50,77,0,electronics,1,2,0,0,115,1
30,56890,18825,4495,39,210,1,online,0,12,0,1,9,1
52,45022,20090,719,20,151,0,retail,1,20,0,1,107,0
36,148629,73169,2628,7,190,1,online,1,7,0,0,42,0
28,77579,20405,4859,9,238,1,online,1,19,0,1,101,1
58,95316,41081,1421,1,33,0,online,1,9,0,1,32,0
32,108847,44171,4631,26,231,1,food,1,1,0,0,131,0
44,53380,17583,1495,38,232,3,online,1,3,1,1,11,1
48,135198,65222,2960,38,18,4,electronics,1,17,0,1,40,1
73,27356,4929,4661,61,73,2,travel,1,18,0,0,6,0
28,95326,13698,2944,44,161,1,food,1,3,0,1,29,0
48,117447,51862,4124,44,160,1,retail,1,19,0,1,42,0
56,139994,38590,4680,74,189,2,travel,1,8,1,0,46,0
46,114899,50416,1013,62,182,1,travel,1,15,0,0,22,0
28,45049,20598,2476,6,17,2,travel,1,5,1,0,3,0
70,100717,12587,2476,17,19,0,online,1,3,0,1,53,0
48,130361,59103,1948,51,219,3,online,1,8,1,1,33,0
48,41082,11475,1949,38,70,3,food,1,12,1,1,7,0
57,25661,7805,1645,24,227,4,online,1,8,0,1,137,0
61,62412,21883,1708,51,120,1,online,1,5,0,1,155,0
56,139015,65413,4537,10,101,4,online,1,20,1,1,97,0
47,148191,15952,2101,72,34,0,food,1,18,0,1,92,0
74,27920,8117,1905,21,84,3,food,1,13,0,1,5,1
37,116194,43583,4250,70,153,0,electronics,1,20,0,1,251,1
29,139306,54201,3408,57,196,0,electronics,1,14,0,1,25,0
53,85315,32164,1083,39,74,1,electronics,1,2,0,0,8,0
73,104561,16078,2412,33,202,0,electronics,1,4,0,1,83,0
40,33946,7459,4905,59,88,3,travel,1,20,0,1,12,1
33,119242,29033,3222,18,85,4,travel,1,17,0,0,37,1
48,70500,29735,4047,56,11,3,electronics,1,13,1,1,6,1
68,129540,27398,1161,57,91,1,electronics,1,15,0,1,32,0
49,41309,7612,2455,76,144,3,retail,1,13,1,1,40,1
33,80230,38749,1966,48,218,2,travel,1,8,1,0,29,0
66,136822,14167,4568,42,189,4,retail,1,14,1,1,3,1
55,123656,61720,3917,27,222,2,retail,1,6,1,1,33,0
26,148782,55157,817,74,127,2,online,0,13,0,0,31,0
38,55027,23737,196,52,113,1,food,1,5,1,0,15,0
71,97541,21249,4837,42,80,0,travel,1,20,0,1,127,0
25,137340,14520,4534,32,7,2,electronics,1,14,0,0,27,1
67,139846,55259,1317,26,16,3,electronics,1,19,1,0,99,0
45,84321,36566,2294,25,227,0,food,0,7,0,1,5,1
22,25956,10283,4876,75,16,3,travel,1,1,1,1,19,1
30,125375,19701,767,23,168,3,electronics,1,7,1,1,9,0
50,99131,39788,4241,57,12,0,electronics,1,0,0,1,26,0
70,72908,29715,4897,52,35,0,online,1,16,1,0,5,1
65,103339,37555,3864,31,21,3,retail,1,18,0,1,29,1
25,50963,20713,4276,64,178,1,electronics,1,4,0,0,21,1
53,126757,55566,2216,71,171,4,travel,1,21,0,0,12,1
74,64443,22261,3568,33,228,4,food,1,19,0,1,51,1
21,124259,16829,1590,2,17,1,online,1,15,0,1,150,0
38,64063,18901,971,18,32,0,travel,0,6,0,1,11,0
52,139225,18246,3857,47,41,3,online,0,6,0,0,62,1
67,141400,37190,3585,33,134,4,retail,1,17,1,1,67,1
69,105818,27813,885,35,216,3,electronics,1,17,0,1,34,0
31,29703,3754,2428,51,27,1,travel,1,1,0,1,113,0
41,90128,21588,4208,18,148,3,food,1,14,0,0,169,1
46,97099,14021,1011,72,153,1,retail,1,13,1,0,22,0
45,50849,21524,3394,30,66,0,retail,1,17,1,1,52,0
42,56860,27240,4076,44,137,1,online,1,8,0,1,54,0
47,56585,7295,2855,53,92,1,retail,1,13,0,1,25,0
69,47015,22663,1491,10,181,4,travel,1,4,1,1,19,0
33,102539,31687,3311,52,61,3,online,1,10,0,1,135,0
53,68585,15076,667,49,166,4,retail,1,7,0,1,78,0
54,51958,6793,2790,11,3,2,food,1,4,0,1,6,0
61,51017,15317,432,66,212,1,travel,1,10,0,1,6,0
55,101707,42493,3691,58,198,2,food,1,4,1,1,127,0
21,149677,57301,4276,36,103,4,food,1,16,0,1,4,0
41,70350,8448,2720,33,225,3,online,1,21,0,1,58,0
68,37201,4804,462,47,55,4,electronics,1,3,0,1,12,0
26,54426,14213,2407,13,1,3,online,0,14,1,1,1,1
48,42778,9330,1985,40,101,3,travel,1,18,1,1,3,0
37,70241,13553,1667,68,198,0,travel,1,21,1,1,23,0
25,67229,14279,2551,42,45,1,online,1,1,0,0,4,0
51,111652,47049,3085,19,226,4,electronics,0,23,0,1,45,1
25,143402,67641,3174,19,175,3,online,1,16,1,0,52,1
58,73364,19224,2976,58,207,4,travel,1,11,0,1,23,0
23,123833,57265,2063,23,237,4,electronics,0,23,1,1,67,1
73,109878,25117,297,54,26,3,travel,1,16,0,1,33,0
43,82056,23843,3227,65,121,2,electronics,1,9,0,1,28,0
57,52490,9994,3864,12,142,1,electronics,1,17,0,1,26,0
73,44975,16019,1457,24,182,1,online,0,18,1,1,28,0
57,51723,25426,617,34,199,0,online,1,17,1,1,171,0
30,48279,16482,4562,53,46,0,online,1,12,0,0,57,1
