credit_score,monthly_income,loan_amount,debt_to_income_ratio,employment_stability,late_payment_rate,total_debt_burden,default
603,1937.09,39629,0.7908,0,0.0478,1531.85,0
592,1954.53,46819,0.064,4,0.0296,125.01,0
599,1926.62,17632,0.256,7,0.0624,493.27,0
342,1545.59,28144,0.5913,9,0.1364,913.94,1
642,4681.91,13321,0.3914,7,0.0381,1832.42,0
625,16006.52,38091,0.3695,1,0.0945,5914.34,0
797,3809.89,30256,0.4764,0,0.0572,1815.07,0
663,4612.71,24485,0.8577,1,0.0715,3956.14,0
726,15264.3,3860,0.3294,5,0.2878,5027.89,0
320,2678.46,15919,0.155,4,0.1253,415.25,1
706,9320.98,34337,0.1024,3,0.0094,954.69,0
635,4662.07,9411,0.3535,7,0.0582,1647.91,0
416,4871.01,10586,0.1245,4,0.0034,606.27,0
423,3181.34,25312,0.1103,3,0.2568,350.83,1
698,4798.35,24055,0.1939,7,0.0023,930.62,0
350,1803.82,35890,0.175,0,0.0171,315.6,1
623,7286.62,29807,0.2357,8,0.1784,1717.21,0
440,2840.14,21384,0.131,1,0.0719,372.05,0
769,10243.06,48177,0.5352,7,0.0453,5482.51,0
633,3334.52,29925,0.4483,8,0.1049,1494.7,0
672,2116.45,4089,0.3591,9,0.0243,759.98,0
793,6261.35,15242,0.6034,7,0.1037,3778.04,0
838,2219.27,40978,0.3741,8,0.1243,830.33,0
455,7104.5,17433,0.7843,3,0.0642,5571.88,1
590,15282.13,34282,0.3779,1,0.0031,5775.01,0
443,7548.39,11983,0.3173,2,0.0002,2394.85,1
405,1590.82,44738,0.061,7,0.3098,96.96,1
719,5164.02,44578,0.5226,4,0.1062,2698.93,0
301,6255.16,43797,0.1989,3,0.0268,1244.2,0
389,8482.37,5671,0.4502,2,0.0229,3818.53,1
644,1730.53,25133,0.1703,2,0.1369,294.68,0
649,4116.54,44209,0.1596,9,0.0394,656.85,0
758,4566.06,1414,0.2642,9,0.1464,1206.43,0
562,2241.1,48861,0.2393,6,0.0106,536.4,0
650,3057.09,22242,0.1681,7,0.0741,513.94,0
407,3820.86,36184,0.1485,4,0.0727,567.36,1
338,8664.07,39379,0.5452,7,0.6124,4723.41,1
458,12103.33,16231,0.2244,8,0.1958,2715.95,0
611,5459.99,22849,0.7786,3,0.1358,4251.37,1
540,3509.74,42163,0.4991,1,0.1277,1751.62,0
744,2672.29,32676,0.1929,4,0.008,515.58,0
597,17599.69,23056,0.2852,1,0.1765,5019.6,0
335,17802.88,42028,0.4903,9,0.0236,8728.2,0
383,11859.84,20947,0.095,1,0.1153,1126.92,1
751,7660.94,46416,0.2284,5,0.184,1750.07,0
684,3076.79,27040,0.2631,9,0.0201,809.36,0
471,8293.09,47110,0.1822,9,0.1082,1511.16,0
675,3602.36,47978,0.0723,0,0.077,260.56,0
661,3082.69,26282,0.6559,1,0.0849,2021.85,0
440,6963.86,27201,0.3471,4,0.2448,2417.25,1
417,1832.02,7833,0.1834,9,0.0327,336.07,0
576,1699.13,5752,0.22,4,0.0428,373.77,0
519,3876.49,25507,0.6323,9,0.0498,2450.92,0
325,3859.76,21169,0.3261,2,0.0562,1258.56,1
820,10539.79,45746,0.3648,4,0.0965,3844.91,0
309,2039.4,42495,0.3673,8,0.0922,749.1,1
677,2026.29,25930,0.235,1,0.0813,476.2,1
451,2138.11,6023,0.3314,5,0.0182,708.54,0
348,1620.75,1982,0.1275,7,0.1026,206.71,0
453,1797.74,15305,0.1418,2,0.0098,255.0,0
592,5813.71,17146,0.4447,1,0.061,2585.11,0
349,3759.61,12201,0.7204,0,0.6221,2708.4,1
830,7268.97,17910,0.2338,0,0.0705,1699.35,0
359,21123.87,24031,0.2961,3,0.0041,6255.16,0
466,5803.9,24636,0.225,5,0.109,1305.6,1
501,1707.09,18314,0.2307,6,0.0542,393.76,0
445,1941.77,28332,0.6407,7,0.0518,1244.15,0
738,10014.66,19330,0.56,7,0.1486,5608.33,0
541,4498.84,16365,0.4497,9,0.0485,2022.97,0
782,8468.16,44501,0.1902,0,0.0573,1610.42,0
407,9268.81,11108,0.4528,7,0.2206,4196.87,0
525,12006.32,4360,0.3063,9,0.0719,3677.49,0
731,13469.29,43553,0.167,0,0.0456,2249.07,0
718,4737.16,41880,0.3432,2,0.0159,1625.93,0
754,3168.25,49784,0.4475,4,0.3188,1417.87,1
459,14566.48,4625,0.53,9,0.0076,7720.07,0
822,4671.04,39237,0.476,9,0.1129,2223.34,0
376,1765.64,2223,0.5595,7,0.2671,987.81,0
808,5617.58,40878,0.1861,7,0.0131,1045.2,0
740,5043.87,10157,0.272,5,0.0279,1371.87,0
553,10545.5,47019,0.6912,3,0.0838,7289.38,0
619,5735.88,38760,0.0343,3,0.1064,196.82,0
562,3217.3,14646,0.3,7,0.2066,965.07,0
673,15052.22,45638,0.3256,2,0.1063,4900.36,1
466,7970.27,30024,0.5047,7,0.0975,4022.72,0
758,5481.53,5787,0.3867,3,0.1534,2119.94,0
579,2886.48,24202,0.0937,9,0.2121,270.44,0
601,3370.68,44908,0.546,8,0.1508,1840.53,0
830,5934.29,37067,0.7937,1,0.2358,4709.87,0
517,1798.81,10360,0.3014,9,0.1208,542.22,0
401,2686.52,33692,0.4604,0,0.1047,1236.95,1
587,6505.67,40219,0.4225,3,0.0705,2748.56,0
466,4115.85,13941,0.2388,8,0.12,983.05,0
335,3559.29,16993,0.1301,6,0.0276,463.13,0
652,2156.94,15620,0.1608,8,0.2158,346.79,0
372,3832.5,21193,0.1859,8,0.1269,712.48,1
652,7390.76,22248,0.1766,9,0.1673,1305.45,0
369,2726.17,46852,0.512,8,0.1054,1395.87,1
724,1521.65,6027,0.0143,8,0.059,21.8,0
816,5916.57,5260,0.55,6,0.077,3254.03,0
727,15892.73,38596,0.4095,7,0.0592,6507.92,0
838,5234.02,42540,0.3972,1,0.0526,2079.12,0
459,2010.98,10012,0.0915,8,0.117,184.08,0
448,3046.96,26823,0.141,1,0.3097,429.5,1
529,9588.97,9315,0.3362,7,0.2058,3223.55,0
366,2558.82,48027,0.2958,1,0.315,756.94,1
680,5242.87,13631,0.1686,7,0.1981,883.77,0
357,3561.15,19258,0.1974,2,0.1956,703.07,0
558,2431.99,26099,0.1878,1,0.0156,456.84,0
641,8215.3,36891,0.1373,5,0.0191,1127.57,0
429,6932.09,37992,0.3637,5,0.2137,2521.51,1
471,5834.0,32376,0.0938,0,0.063,547.5,0
508,2578.51,11977,0.4172,6,0.0516,1075.78,0
653,1911.93,27694,0.5029,0,0.121,961.56,0
770,4933.59,48376,0.548,3,0.093,2703.67,0
415,4726.86,34978,0.3762,5,0.1791,1778.17,1
563,2334.92,10218,0.1532,7,0.1079,357.72,0
741,1731.56,22788,0.5189,7,0.0235,898.42,0
847,1836.61,21501,0.8033,9,0.0433,1475.38,0
752,21218.61,13453,0.0746,6,0.164,1581.86,0
776,7622.21,39197,0.8141,4,0.1073,6204.97,0
586,11703.54,16210,0.1669,5,0.0142,1953.76,0
602,2367.92,9689,0.1606,7,0.0558,380.35,0
610,14432.76,46489,0.3786,2,0.0632,5463.68,0
507,2115.66,28381,0.3256,5,0.1231,688.91,0
745,4345.91,30508,0.0297,3,0.1748,129.21,0
354,8580.67,43653,0.053,2,0.1919,454.52,0
311,3221.92,22142,0.1869,2,0.0994,602.04,0
699,3712.35,41950,0.3034,3,0.0472,1126.2,0
814,2048.71,9916,0.5588,5,0.0657,1144.72,0
841,2024.64,1375,0.1615,0,0.0622,326.94,0
536,5365.79,32449,0.5542,1,0.1762,2973.85,1
578,6002.28,24797,0.5678,3,0.3127,3408.2,0
647,7508.3,21782,0.256,9,0.1734,1921.83,0
403,4753.87,28028,0.3672,8,0.1073,1745.6,1
816,5651.11,21243,0.338,7,0.0557,1910.27,0
547,1554.44,30379,0.3386,9,0.0754,526.34,0
663,2207.76,38780,0.2425,7,0.0648,535.34,0
620,18276.16,31740,0.132,6,0.3858,2411.79,0
585,1816.14,20984,0.4365,5,0.2513,792.66,1
448,6042.62,1050,0.555,6,0.2598,3353.47,1
383,2274.74,7590,0.3629,5,0.0023,825.45,0
705,6545.26,41205,0.4208,2,0.1131,2753.92,0
755,6396.57,16162,0.527,5,0.0691,3370.78,0
460,2567.33,14105,0.2119,6,0.143,544.14,0
759,2756.84,38499,0.5434,5,0.027,1498.06,0
849,5754.19,37641,0.0732,1,0.0366,421.0,0
799,3477.75,12628,0.4268,5,0.1892,1484.4,0
808,2365.41,43032,0.4139,1,0.3402,979.11,0
780,6762.29,39516,0.1612,0,0.2861,1090.41,0
413,2169.64,22621,0.6993,9,0.0528,1517.25,0
660,9241.88,2476,0.2055,9,0.1007,1899.59,0
640,4391.7,41800,0.5777,9,0.0267,2537.1,0
748,1946.86,36788,0.348,4,0.0727,677.44,0
479,6237.63,25437,0.0972,3,0.2662,606.15,0
706,4428.91,27240,0.5543,8,0.0911,2454.82,0
495,2915.62,46452,0.2774,8,0.0371,808.9,0
765,3696.46,11922,0.2046,8,0.0556,756.34,0
610,2917.21,49154,0.5362,2,0.2307,1564.27,0
561,2720.81,9066,0.2276,9,0.0644,619.14,0
718,2214.63,13089,0.2835,2,0.1932,627.93,0
705,3302.48,33600,0.3398,2,0.0737,1122.09,0
442,2656.0,47176,0.3279,9,0.289,870.89,1
641,6100.9,9167,0.4986,4,0.1155,3041.69,0
615,6106.49,13816,0.1146,5,0.0497,699.79,0
400,4287.34,22164,0.309,5,0.0013,1324.92,0
543,7519.31,21429,0.1518,2,0.0692,1141.09,0
789,8863.96,36001,0.2076,1,0.009,1840.06,0
311,4967.78,32415,0.4889,5,0.2074,2428.98,1
538,5359.14,9117,0.4294,3,0.125,2301.29,0
341,2830.08,48318,0.1339,8,0.0539,378.83,1
728,10510.2,7359,0.1299,1,0.2716,1364.92,0
457,1598.02,15364,0.5153,3,0.0483,823.43,0
515,3214.54,37965,0.3538,1,0.0612,1137.2,1
761,6617.67,29794,0.682,4,0.0468,4513.01,0
433,1833.92,11293,0.4604,2,0.1152,844.31,1
366,2309.29,10332,0.44,3,0.0178,1016.14,1
306,5059.43,1615,0.2287,8,0.1645,1157.25,1
825,4783.86,46612,0.352,9,0.0059,1684.13,0
372,6871.84,13401,0.3394,4,0.031,2332.21,0
698,8198.31,42936,0.3586,8,0.0086,2939.7,0
704,2050.52,30372,0.2942,4,0.2611,603.18,0
429,1574.21,43276,0.3262,9,0.2096,513.46,1
765,6180.07,49322,0.201,8,0.0525,1242.34,0
505,2934.66,3339,0.2557,7,0.0985,750.52,0
565,5433.83,17246,0.1838,0,0.0211,998.7,1
836,2152.64,9109,0.3023,2,0.0992,650.67,0
552,4032.27,24758,0.4409,4,0.0187,1777.68,1
588,4308.14,24091,0.7003,2,0.1048,3017.2,1
463,5018.66,44056,0.0904,9,0.0084,453.72,0
394,4379.36,14317,0.1752,0,0.0028,767.44,0
409,4238.26,17762,0.2455,1,0.1092,1040.45,0
635,3118.27,4465,0.625,1,0.1855,1948.76,1
537,1795.36,26622,0.2576,3,0.1143,462.54,0
680,1875.13,7800,0.1546,5,0.0844,289.94,0
735,3775.08,36539,0.4715,1,0.052,1779.95,0
782,3258.94,37651,0.4507,5,0.0825,1468.94,0
324,4403.8,3600,0.5591,0,0.1682,2462.03,1
416,2954.44,6518,0.6972,7,0.2449,2059.69,1
781,6157.86,20627,0.0819,2,0.1388,504.31,0
691,9479.07,30369,0.3759,7,0.1425,3563.35,1
836,2920.21,32445,0.5067,2,0.0255,1479.57,0
378,2357.65,17689,0.383,0,0.0555,903.07,1
472,1994.01,16923,0.1759,3,0.1165,350.7,0
311,5331.1,39469,0.1436,2,0.1337,765.46,1
427,3846.91,31403,0.282,7,0.1528,1084.97,1
391,2333.1,1958,0.527,0,0.0501,1229.54,1
842,5735.3,41363,0.6043,8,0.0283,3465.57,0
831,2142.94,4538,0.5457,8,0.1789,1169.38,0
746,4732.44,24404,0.0572,5,0.0698,270.51,0
689,4495.89,10983,0.2778,4,0.2067,1248.85,0
342,6800.46,36371,0.4382,4,0.2586,2979.89,1
553,1726.75,25642,0.3504,5,0.0783,604.98,0
429,10252.49,14467,0.475,6,0.2047,4870.36,1
359,6355.98,1205,0.2285,7,0.0285,1452.33,0
766,2474.03,28409,0.1423,2,0.1197,352.07,0
586,2310.45,13442,0.6406,9,0.1112,1480.01,0
816,3760.14,27290,0.1596,0,0.0665,600.13,0
766,8305.45,27108,0.2168,4,0.3342,1800.98,0
644,8904.76,6691,0.3043,0,0.0437,2709.6,0
681,4439.68,39909,0.105,1,0.0928,466.28,0
552,9387.69,20504,0.4128,7,0.0725,3875.26,0
355,1521.83,31162,0.1198,2,0.0754,182.39,1
762,1643.23,40496,0.992,9,0.0636,1630.02,0
756,11213.57,39798,0.1892,3,0.0023,2122.11,0
382,7472.52,22551,0.396,5,0.0208,2959.44,0
398,3896.49,14383,0.3564,7,0.0042,1388.71,1
448,7103.36,17496,0.536,0,0.0229,3807.47,0
628,13961.62,42716,0.2446,1,0.0025,3414.88,0
455,7415.21,10088,0.3753,5,0.0666,2782.98,0
489,8890.05,47982,0.1295,7,0.2671,1151.58,0
793,7218.59,28444,0.0811,7,0.0488,585.61,0
562,2236.71,25734,0.472,2,0.0501,1055.62,0
379,8672.82,42745,0.4392,3,0.0149,3808.86,0
699,2368.19,35571,0.5837,9,0.0076,1382.35,0
559,10425.2,27415,0.5355,3,0.2401,5582.46,0
400,3954.76,16389,0.0677,3,0.1799,267.75,0
658,6020.12,28744,0.2149,1,0.3684,1293.67,1
679,4250.58,19682,0.2285,5,0.0001,971.4,0
520,1894.82,46038,0.5438,7,0.2065,1030.4,1
719,2874.03,35310,0.3248,8,0.0268,933.47,0
423,17974.19,8259,0.434,0,0.0778,7801.47,1
721,14447.62,46168,0.285,0,0.1003,4117.41,0
530,3045.52,13546,0.723,8,0.0904,2202.05,0
362,23894.24,3154,0.508,3,0.1992,12137.8,1
784,8971.57,9766,0.1914,6,0.0829,1717.16,0
782,5276.29,49517,0.255,1,0.0307,1345.6,0
818,1663.81,12230,0.3672,9,0.0102,610.88,0
454,10768.64,18765,0.5908,0,0.1857,6362.12,1
391,4760.62,6902,0.3355,6,0.3139,1597.17,1
825,9614.27,2222,0.2402,5,0.0308,2309.33,0
754,8693.42,28050,0.2523,2,0.0727,2193.56,0
809,8659.19,35269,0.4002,9,0.1099,3465.52,0
482,6291.62,10050,0.8336,3,0.0204,5244.78,0
685,2877.94,49976,0.3781,0,0.0073,1088.1,0
704,3138.86,4574,0.4959,6,0.1154,1556.46,1
545,2975.39,37497,0.2478,8,0.1313,737.42,0
770,1581.0,12157,0.091,0,0.172,143.85,0
722,4994.54,20575,0.4814,1,0.0071,2404.26,0
364,6300.37,41244,0.4261,1,0.1011,2684.62,1
312,9192.92,18945,0.3221,5,0.1576,2961.23,1
512,2104.06,15962,0.8585,4,0.199,1806.4,1
541,4642.66,36290,0.0894,5,0.1986,415.14,1
792,1532.16,36159,0.304,0,0.0598,465.74,0
512,1899.7,25852,0.2693,5,0.0314,511.55,0
637,1722.95,31684,0.3106,5,0.1187,535.18,0
472,6670.9,45842,0.2095,6,0.3902,1397.55,0
463,1838.14,12796,0.2533,1,0.2797,465.63,1
764,6541.51,25450,0.5412,5,0.226,3540.03,1
796,2648.73,35846,0.1432,8,0.0246,379.36,0
694,9905.54,46037,0.3766,8,0.0576,3730.47,0
607,8209.8,48130,0.6822,1,0.1139,5601.0,1
482,14164.21,18504,0.2812,4,0.0071,3983.18,0
809,10108.46,46728,0.082,6,0.2143,829.32,0
845,12331.97,31041,0.2674,4,0.0109,3297.67,0
526,9328.68,11715,0.2545,2,0.0027,2374.33,0
735,6228.61,22803,0.5726,0,0.0793,3566.8,0
721,2246.57,4370,0.1575,6,0.0024,353.85,0
320,2768.21,2908,0.0474,7,0.0579,131.21,1
696,2456.72,38075,0.1866,5,0.0889,458.5,0
404,5201.18,22134,0.3732,6,0.095,1941.16,0
491,4301.65,45065,0.1548,8,0.0004,666.05,0
316,9572.03,4587,0.3695,1,0.3834,3536.5,1
419,13702.69,31023,0.3672,4,0.1941,5032.21,0
692,3575.83,46153,0.2844,2,0.0451,1016.96,0
724,4323.72,3413,0.2882,1,0.0221,1246.03,0
428,15733.7,26038,0.4423,2,0.0016,6958.63,0
429,2793.18,23555,0.4808,3,0.0421,1342.89,1
328,7788.39,11952,0.4275,1,0.2141,3329.74,1
396,2520.81,4457,0.3721,1,0.2527,937.98,1
309,6076.03,9464,0.2496,7,0.0122,1516.73,1
541,2670.06,2150,0.1883,2,0.1853,502.89,0
531,10107.48,48305,0.1457,2,0.1013,1473.04,0
583,4797.38,33264,0.4115,3,0.1811,1974.25,0
499,2322.85,41222,0.2113,4,0.1541,490.71,0
378,2516.31,48553,0.1693,2,0.0294,425.92,1
472,4223.68,45349,0.5886,5,0.0265,2486.01,0
766,14539.0,33786,0.3749,9,0.2231,5450.77,0
715,7372.49,10808,0.1596,2,0.0778,1176.67,0
748,4180.14,39345,0.3997,7,0.0729,1670.96,0
386,3148.26,5081,0.4355,3,0.0521,1370.93,0
400,4687.53,40222,0.6128,4,0.1478,2872.51,1
307,7019.04,9933,0.1037,2,0.0133,727.75,1
499,7628.59,3671,0.4177,4,0.0453,3186.33,0
804,3069.85,44739,0.5654,6,0.0249,1735.65,0
386,6608.46,48738,0.181,2,0.2456,1195.9,1
342,5789.31,32217,0.0641,2,0.163,370.91,1
684,14287.7,40155,0.2842,0,0.0142,4060.29,0
734,12199.83,40601,0.0639,1,0.2229,779.92,0
707,7730.79,20008,0.3321,3,0.0993,2567.67,0
782,6640.65,22883,0.2876,8,0.1188,1909.94,0
316,2781.05,34282,0.0592,2,0.0204,164.51,1
447,8982.31,33974,0.2189,9,0.1458,1966.48,1
576,3731.01,34715,0.5767,4,0.0008,2151.83,0
531,2771.14,44401,0.3636,8,0.0837,1007.49,0
665,3439.08,16380,0.4103,3,0.2267,1410.92,1
527,8729.98,19212,0.4166,3,0.3411,3637.34,0
735,2143.65,29174,0.6105,5,0.1133,1308.78,0
698,3936.39,7861,0.4761,6,0.1166,1874.22,0
510,4211.91,7094,0.1021,5,0.0904,429.92,0
690,1649.27,40113,0.4849,3,0.3248,799.72,0
798,2371.36,47728,0.6636,6,0.2429,1573.65,0
839,8511.9,25363,0.242,9,0.0016,2059.65,0
790,8605.92,23310,0.2883,2,0.1084,2481.26,0
741,2883.59,40300,0.3297,2,0.1445,950.79,0
560,9814.48,6943,0.4845,6,0.0146,4754.79,0
649,7409.83,15569,0.3371,5,0.206,2497.6,0
651,3664.5,43616,0.3304,1,0.0034,1210.83,0
819,7019.76,9793,0.4212,0,0.1167,2956.64,0
619,14511.24,39207,0.1542,5,0.3527,2238.32,0
437,3957.12,26287,0.0507,8,0.0497,200.81,0
849,2589.48,34971,0.1597,2,0.0242,413.64,0
667,12876.61,43351,0.4541,8,0.0598,5847.17,0
519,5202.78,48179,0.1345,5,0.2097,699.86,1
636,1944.91,32369,0.237,3,0.125,460.96,0
522,4900.91,24023,0.1471,9,0.1203,720.77,0
659,4277.24,46885,0.3419,9,0.0654,1462.23,0
628,9240.36,24897,0.4902,9,0.1185,4529.71,0
762,4526.01,24010,0.1945,1,0.2517,880.49,0
681,2678.73,41154,0.1387,8,0.2272,371.58,0
468,6003.66,36899,0.4295,4,0.0183,2578.74,1
516,4628.57,21114,0.5492,4,0.1898,2541.91,0
677,2561.31,20050,0.3223,1,0.0895,825.49,0
418,4909.77,22125,0.3665,4,0.2556,1799.37,1
489,8393.46,29558,0.0493,5,0.0582,413.58,0
669,1615.95,45846,0.125,1,0.0041,202.04,0
448,5486.22,21396,0.6643,0,0.0781,3644.56,0
787,3220.58,28125,0.6572,5,0.1723,2116.61,1
673,2885.04,23580,0.4017,8,0.3089,1159.06,1
459,3494.19,39973,0.1893,8,0.2588,661.37,0
650,3174.34,24574,0.2419,8,0.1081,767.84,0
587,8640.86,25619,0.5616,4,0.051,4852.38,0
587,2785.22,14869,0.5213,9,0.0809,1451.97,0
525,6784.32,1658,0.3054,0,0.144,2071.97,0
822,1895.13,48150,0.1413,2,0.0623,267.83,0
821,13596.23,13122,0.4451,7,0.0277,6051.06,0
572,5394.8,44827,0.0825,8,0.0142,444.9,0
701,6406.49,14335,0.8438,3,0.0161,5405.52,0
482,2915.51,22677,0.3823,2,0.2067,1114.71,1
787,3624.77,29223,0.454,1,0.0356,1645.81,0
423,2513.27,30814,0.7369,4,0.1566,1851.93,1
713,12284.65,19075,0.1502,1,0.0509,1845.33,0
471,4178.54,44185,0.0957,8,0.0393,400.01,0
587,5481.86,12258,0.1762,9,0.0058,965.69,0
734,6801.13,31527,0.1316,8,0.2457,894.92,0
412,3355.17,11139,0.4569,2,0.1298,1532.96,1
421,6593.32,43325,0.4166,3,0.1206,2746.74,1
843,6007.95,41503,0.1605,8,0.2708,964.3,0
521,6392.07,20514,0.0908,0,0.0543,580.09,0
338,4187.34,21917,0.1437,6,0.0263,601.54,1
796,3431.14,30097,0.3405,1,0.2796,1168.23,0
532,2504.54,18788,0.2841,8,0.036,711.46,0
829,8463.35,26061,0.117,2,0.0784,989.88,0
448,5249.55,10947,0.2572,5,0.0044,1349.94,0
696,3850.48,16544,0.2212,4,0.1211,851.85,0
601,13029.32,21014,0.1525,1,0.1095,1986.39,0
659,1696.08,15795,0.2457,8,0.0057,416.68,0
537,9093.07,33632,0.211,2,0.0945,1918.24,0
535,25600.24,20352,0.4126,5,0.1247,10562.58,0
502,10219.42,24653,0.4463,8,0.126,4560.94,0
555,8152.13,2579,0.3414,7,0.0499,2783.44,0
534,3375.58,32758,0.3955,9,0.0344,1335.19,0
644,2552.29,44755,0.1436,4,0.1135,366.6,0
833,6809.85,39760,0.1618,5,0.0251,1101.52,0
765,2952.93,33818,0.4935,2,0.1018,1457.18,0
840,2274.53,7452,0.2501,4,0.3985,568.81,0
512,7676.96,38921,0.6152,5,0.1396,4722.6,0
762,2999.03,16340,0.5346,2,0.0319,1603.33,0
735,11334.23,47668,0.386,9,0.1238,4375.41,0
582,8846.17,48738,0.201,1,0.3365,1777.81,0
762,9026.05,3787,0.0224,9,0.0951,202.61,0
706,7406.1,47149,0.2307,8,0.308,1708.39,0
387,10010.54,49357,0.2986,6,0.1208,2989.57,1
343,8054.37,16839,0.1406,3,0.4184,1132.44,1
760,5190.36,3155,0.1204,2,0.0397,624.96,0
577,2902.9,8019,0.5278,3,0.0507,1532.09,0
720,10264.5,21614,0.1937,8,0.3326,1988.56,0
652,8845.44,27190,0.2327,8,0.1378,2058.57,0
814,4061.3,41375,0.4796,5,0.0441,1947.99,0
318,1659.45,11928,0.5018,8,0.0787,832.78,0
322,5570.46,49425,0.6521,8,0.0726,3632.39,1
712,1707.69,9598,0.7055,5,0.2471,1204.79,1
329,11929.92,45339,0.3982,4,0.0228,4750.12,1
407,14542.05,21581,0.3433,2,0.1228,4991.7,1
666,2340.37,49974,0.5547,0,0.0824,1298.09,1
580,6012.86,45655,0.3244,3,0.1344,1950.69,0
427,1887.23,48796,0.1907,0,0.1018,359.85,1
528,6730.18,49743,0.7012,0,0.0367,4719.47,1
410,3206.48,47607,0.3141,5,0.0891,1007.23,0
435,6070.89,14919,0.2029,4,0.0942,1231.48,0
661,3366.45,39180,0.2054,6,0.1208,691.39,0
485,2129.27,5499,0.5956,0,0.0124,1268.18,1
428,3584.24,38677,0.2194,0,0.0805,786.32,0
560,1978.17,49246,0.4654,7,0.2897,920.56,1
814,4940.43,44862,0.4485,5,0.1118,2215.72,0
748,1667.25,26602,0.2581,7,0.0016,430.32,0
403,4497.34,30692,0.7323,5,0.0647,3293.24,1
782,10199.18,41422,0.515,5,0.0883,5252.11,0
523,8777.51,49750,0.0816,9,0.1219,716.42,0
790,10074.87,22760,0.592,6,0.1361,5964.03,0
772,11706.69,3920,0.2511,1,0.0532,2939.22,0
309,1941.62,25085,0.1561,2,0.0978,303.14,1
704,2051.29,23925,0.2078,3,0.0219,426.29,0
601,4756.8,6615,0.4476,0,0.02,2129.25,0
530,10476.23,38083,0.0685,8,0.1738,717.9,0
365,16152.76,46228,0.4176,8,0.0024,6744.86,0
411,1689.46,3783,0.3722,3,0.155,628.89,0
312,3258.82,10605,0.4434,0,0.1019,1444.81,1
692,2457.57,46557,0.3191,0,0.204,784.18,1
799,7141.79,45608,0.2231,5,0.0677,1593.27,0
533,5588.76,20192,0.2146,1,0.0389,1199.08,0
613,2010.82,4331,0.61,0,0.0102,1226.67,1
311,4142.89,32856,0.2986,9,0.1067,1237.09,1
508,6126.33,3846,0.2079,1,0.0071,1273.42,0
313,7538.47,34697,0.1887,6,0.1791,1422.84,1
717,1581.03,38586,0.0789,3,0.0112,124.77,0
736,10346.21,36030,0.3018,6,0.0882,3122.18,0
676,4869.2,13775,0.2188,6,0.1333,1065.47,0
319,8183.32,8549,0.5049,3,0.0109,4131.4,0
369,8099.75,23437,0.3077,1,0.2321,2492.34,1
510,2342.16,24958,0.3915,8,0.1724,916.96,0
400,1966.91,25243,0.1828,9,0.1042,359.5,0
431,6610.29,43177,0.2894,9,0.0774,1913.21,0
680,2180.43,43424,0.2213,2,0.0234,482.61,0
431,9086.81,29984,0.6255,0,0.0424,5684.16,0
319,6681.28,37942,0.5091,7,0.1542,3401.21,1
835,8876.22,38538,0.5602,3,0.3177,4972.05,0
526,2921.06,6833,0.1604,8,0.0041,468.59,0
453,3022.69,24386,0.6552,7,0.0031,1980.32,0
768,5949.48,35813,0.38,6,0.2088,2261.09,0
704,1627.8,34805,0.1872,8,0.1151,304.67,0
501,6685.77,7242,0.3087,1,0.1028,2063.86,1
337,8726.27,29704,0.0275,3,0.151,239.88,0
487,3645.69,43419,0.3202,4,0.0524,1167.43,0
356,7290.62,25832,0.0686,4,0.0526,500.44,1
319,2267.6,13321,0.5045,0,0.0455,1143.91,1
572,3055.97,39930,0.6681,8,0.0461,2041.57,0
418,16145.83,33407,0.1483,8,0.1305,2394.1,0
815,18669.67,5073,0.0991,4,0.0198,1850.18,0
520,4374.72,18667,0.3183,9,0.261,1392.58,0
825,12388.79,17035,0.6855,2,0.3391,8492.98,0
814,4458.7,7732,0.1774,7,0.1235,790.84,0
635,2878.92,4487,0.064,6,0.0889,184.29,0
354,2741.89,35952,0.1408,4,0.0519,385.97,1
799,12108.89,30425,0.2398,0,0.093,2903.57,0
835,2257.13,47658,0.1373,6,0.025,309.84,0
461,4966.5,20571,0.0888,0,0.0171,441.12,0
458,4743.45,30075,0.6645,0,0.0365,3152.21,1
487,6882.48,43185,0.1212,8,0.0026,834.2,0
359,4266.54,6495,0.125,5,0.0524,533.33,0
618,2771.39,19681,0.2052,6,0.175,568.62,0
510,2242.41,15781,0.2066,1,0.0361,463.35,0
705,5378.96,40865,0.3917,7,0.151,2107.18,1
408,6577.47,9469,0.5437,6,0.2397,3576.36,1
375,4871.43,46167,0.0825,4,0.1429,401.83,1
841,6863.01,17202,0.3244,7,0.3532,2226.5,0
613,2110.37,20928,0.3346,1,0.133,706.06,0
416,10064.25,11985,0.2069,5,0.0876,2082.47,1
318,4992.88,40599,0.1754,3,0.1604,875.66,1
731,2042.56,17775,0.453,6,0.1436,925.24,0
649,3979.03,1968,0.3733,5,0.0952,1485.43,0
482,8951.95,11382,0.4248,5,0.3735,3802.67,1
412,10614.0,6151,0.1823,4,0.1067,1935.45,0
482,2729.63,27804,0.5207,4,0.0391,1421.27,1
780,6469.0,44586,0.4924,1,0.1449,3185.04,0
445,1921.38,33259,0.6676,6,0.0402,1282.71,1
412,1636.49,21748,0.3864,6,0.4785,632.41,1
775,4787.55,20691,0.1999,7,0.0056,957.27,0
602,6247.51,33020,0.326,3,0.0368,2036.61,0
417,7854.36,44560,0.7389,8,0.1294,5803.26,1
460,3163.37,28256,0.3446,9,0.0048,1090.09,0
