student_id,job_id,student_name,job_title,match_score,n_matched,n_missing,matched_skills,missing_skills,guardrail_status,allow_payment
27,26,Student_027,Data Engineer,22.2,2,7,"git, mongodb","aws, docker, linux, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
27,27,Student_027,ML Engineer,25.0,2,6,"machine learning, statistics","deep learning, docker, python, scikit-learn, sql, tensorflow",LOW_MATCH,False
27,28,Student_027,BI Developer,25.0,2,6,"power bi, statistics","data visualization, excel, postgresql, python, sql, tableau",LOW_MATCH,False
27,29,Student_027,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
27,30,Student_027,ML Engineer,40.0,2,3,"machine learning, statistics","python, scikit-learn, sql",LOW_MATCH,False
27,31,Student_027,ML Engineer,33.3,2,4,"machine learning, statistics","docker, python, scikit-learn, sql",LOW_MATCH,False
27,32,Student_027,Backend Developer,25.0,2,6,"git, mongodb","aws, docker, flask, postgresql, python, rest api",LOW_MATCH,False
27,33,Student_027,ML Engineer,22.2,2,7,"machine learning, statistics","aws, deep learning, docker, python, scikit-learn, sql, tensorflow",VERY_LOW_MATCH,False
27,34,Student_027,Data Engineer,12.5,1,7,mongodb,"aws, docker, linux, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
27,35,Student_027,Backend Developer,33.3,2,4,"git, mongodb","docker, postgresql, python, rest api",LOW_MATCH,False
27,36,Student_027,ML Engineer,25.0,2,6,"machine learning, statistics","deep learning, docker, python, scikit-learn, sql, tensorflow",LOW_MATCH,False
27,37,Student_027,Data Analyst,28.6,2,5,"power bi, statistics","data visualization, excel, pandas, python, sql",LOW_MATCH,False
27,38,Student_027,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
27,39,Student_027,BI Developer,28.6,2,5,"power bi, statistics","data visualization, excel, python, sql, tableau",LOW_MATCH,False
27,40,Student_027,NLP Engineer,20.0,1,4,machine learning,"deep learning, nlp, python, tensorflow",VERY_LOW_MATCH,False
28,1,Student_028,Research Analyst,42.9,3,4,"data visualization, r, statistics","excel, machine learning, python, sql",LOW_MATCH,False
28,2,Student_028,BI Developer,33.3,2,4,"data visualization, statistics","excel, power bi, sql, tableau",LOW_MATCH,False
28,3,Student_028,Data Analyst,28.6,2,5,"data visualization, statistics","excel, power bi, python, sql, tableau",LOW_MATCH,False
28,4,Student_028,Data Scientist,20.0,1,4,statistics,"machine learning, pandas, python, sql",VERY_LOW_MATCH,False
28,5,Student_028,Data Engineer,0.0,0,6,,"aws, docker, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
28,6,Student_028,Backend Developer,22.2,2,7,"fastapi, git","aws, docker, flask, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
28,7,Student_028,Backend Developer,20.0,1,4,git,"docker, postgresql, python, rest api",VERY_LOW_MATCH,False
28,8,Student_028,Data Scientist,16.7,1,5,statistics,"machine learning, pandas, python, sql, tableau",VERY_LOW_MATCH,False
28,9,Student_028,Backend Developer,20.0,1,4,git,"docker, postgresql, python, rest api",VERY_LOW_MATCH,False
28,10,Student_028,BI Developer,20.0,1,4,data visualization,"excel, power bi, sql, tableau",VERY_LOW_MATCH,False
28,11,Student_028,BI Developer,25.0,2,6,"data visualization, statistics","excel, postgresql, power bi, python, sql, tableau",LOW_MATCH,False
28,12,Student_028,Data Analyst,28.6,2,5,"data visualization, statistics","excel, pandas, power bi, python, sql",LOW_MATCH,False
28,13,Student_028,Research Analyst,42.9,3,4,"data visualization, r, statistics","excel, pandas, python, sql",LOW_MATCH,False
28,14,Student_028,Data Analyst,28.6,2,5,"data visualization, statistics","excel, power bi, python, sql, tableau",LOW_MATCH,False
28,15,Student_028,Data Scientist,25.0,2,6,"r, statistics","machine learning, nlp, pandas, python, sql, tableau",LOW_MATCH,False
28,16,Student_028,Data Scientist,25.0,2,6,"r, statistics","deep learning, machine learning, nlp, pandas, python, sql",LOW_MATCH,False
28,17,Student_028,Data Analyst,28.6,2,5,"data visualization, statistics","excel, power bi, python, sql, tableau",LOW_MATCH,False
28,18,Student_028,Backend Developer,20.0,1,4,git,"docker, postgresql, python, rest api",VERY_LOW_MATCH,False
28,19,Student_028,Backend Developer,20.0,1,4,git,"docker, postgresql, python, rest api",VERY_LOW_MATCH,False
28,20,Student_028,ML Engineer,12.5,1,7,statistics,"aws, deep learning, docker, machine learning, python, scikit-learn, sql",VERY_LOW_MATCH,False
28,21,Student_028,Data Analyst,40.0,2,3,"data visualization, statistics","excel, power bi, sql",LOW_MATCH,False
28,22,Student_028,Data Scientist,22.2,2,7,"r, statistics","deep learning, machine learning, nlp, pandas, python, sql, tableau",VERY_LOW_MATCH,False
28,23,Student_028,Backend Developer,33.3,2,4,"fastapi, git","docker, postgresql, python, rest api",LOW_MATCH,False
28,24,Student_028,Data Scientist,22.2,2,7,"r, statistics","deep learning, machine learning, nlp, pandas, python, sql, tableau",VERY_LOW_MATCH,False
28,25,Student_028,NLP Engineer,11.1,1,8,keras,"deep learning, machine learning, nlp, numpy, pandas, python, rest api, tensorflow",VERY_LOW_MATCH,False
28,26,Student_028,Data Engineer,22.2,2,7,"git, linux","aws, docker, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
28,27,Student_028,ML Engineer,12.5,1,7,statistics,"deep learning, docker, machine learning, python, scikit-learn, sql, tensorflow",VERY_LOW_MATCH,False
28,28,Student_028,BI Developer,25.0,2,6,"data visualization, statistics","excel, postgresql, power bi, python, sql, tableau",LOW_MATCH,False
28,29,Student_028,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
28,30,Student_028,ML Engineer,20.0,1,4,statistics,"machine learning, python, scikit-learn, sql",VERY_LOW_MATCH,False
28,31,Student_028,ML Engineer,16.7,1,5,statistics,"docker, machine learning, python, scikit-learn, sql",VERY_LOW_MATCH,False
28,32,Student_028,Backend Developer,12.5,1,7,git,"aws, docker, flask, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
28,33,Student_028,ML Engineer,11.1,1,8,statistics,"aws, deep learning, docker, machine learning, python, scikit-learn, sql, tensorflow",VERY_LOW_MATCH,False
28,34,Student_028,Data Engineer,12.5,1,7,linux,"aws, docker, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
28,35,Student_028,Backend Developer,16.7,1,5,git,"docker, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
28,36,Student_028,ML Engineer,12.5,1,7,statistics,"deep learning, docker, machine learning, python, scikit-learn, sql, tensorflow",VERY_LOW_MATCH,False
28,37,Student_028,Data Analyst,28.6,2,5,"data visualization, statistics","excel, pandas, power bi, python, sql",LOW_MATCH,False
28,38,Student_028,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
28,39,Student_028,BI Developer,28.6,2,5,"data visualization, statistics","excel, power bi, python, sql, tableau",LOW_MATCH,False
28,40,Student_028,NLP Engineer,0.0,0,5,,"deep learning, machine learning, nlp, python, tensorflow",VERY_LOW_MATCH,False
29,1,Student_029,Research Analyst,0.0,0,7,,"data visualization, excel, machine learning, python, r, sql, statistics",VERY_LOW_MATCH,False
29,2,Student_029,BI Developer,16.7,1,5,tableau,"data visualization, excel, power bi, sql, statistics",VERY_LOW_MATCH,False
29,3,Student_029,Data Analyst,14.3,1,6,tableau,"data visualization, excel, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,4,Student_029,Data Scientist,0.0,0,5,,"machine learning, pandas, python, sql, statistics",VERY_LOW_MATCH,False
29,5,Student_029,Data Engineer,0.0,0,6,,"aws, docker, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
29,6,Student_029,Backend Developer,0.0,0,9,,"aws, docker, fastapi, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
29,7,Student_029,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
29,8,Student_029,Data Scientist,16.7,1,5,tableau,"machine learning, pandas, python, sql, statistics",VERY_LOW_MATCH,False
29,9,Student_029,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
29,10,Student_029,BI Developer,20.0,1,4,tableau,"data visualization, excel, power bi, sql",VERY_LOW_MATCH,False
29,11,Student_029,BI Developer,12.5,1,7,tableau,"data visualization, excel, postgresql, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,12,Student_029,Data Analyst,0.0,0,7,,"data visualization, excel, pandas, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,13,Student_029,Research Analyst,0.0,0,7,,"data visualization, excel, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
29,14,Student_029,Data Analyst,14.3,1,6,tableau,"data visualization, excel, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,15,Student_029,Data Scientist,25.0,2,6,"nlp, tableau","machine learning, pandas, python, r, sql, statistics",LOW_MATCH,False
29,16,Student_029,Data Scientist,12.5,1,7,nlp,"deep learning, machine learning, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
29,17,Student_029,Data Analyst,14.3,1,6,tableau,"data visualization, excel, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,18,Student_029,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
29,19,Student_029,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
29,20,Student_029,ML Engineer,0.0,0,8,,"aws, deep learning, docker, machine learning, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
29,21,Student_029,Data Analyst,0.0,0,5,,"data visualization, excel, power bi, sql, statistics",VERY_LOW_MATCH,False
29,22,Student_029,Data Scientist,22.2,2,7,"nlp, tableau","deep learning, machine learning, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
29,23,Student_029,Backend Developer,0.0,0,6,,"docker, fastapi, git, postgresql, python, rest api",VERY_LOW_MATCH,False
29,24,Student_029,Data Scientist,22.2,2,7,"nlp, tableau","deep learning, machine learning, pandas, python, r, sql, statistics",VERY_LOW_MATCH,False
29,25,Student_029,NLP Engineer,11.1,1,8,nlp,"deep learning, keras, machine learning, numpy, pandas, python, rest api, tensorflow",VERY_LOW_MATCH,False
29,26,Student_029,Data Engineer,0.0,0,9,,"aws, docker, git, linux, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
29,27,Student_029,ML Engineer,0.0,0,8,,"deep learning, docker, machine learning, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
29,28,Student_029,BI Developer,12.5,1,7,tableau,"data visualization, excel, postgresql, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,29,Student_029,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
29,30,Student_029,ML Engineer,0.0,0,5,,"machine learning, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
29,31,Student_029,ML Engineer,0.0,0,6,,"docker, machine learning, python, scikit-learn, sql, statistics",VERY_LOW_MATCH,False
29,32,Student_029,Backend Developer,0.0,0,8,,"aws, docker, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
29,33,Student_029,ML Engineer,0.0,0,9,,"aws, deep learning, docker, machine learning, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
29,34,Student_029,Data Engineer,0.0,0,8,,"aws, docker, linux, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
29,35,Student_029,Backend Developer,0.0,0,6,,"docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
29,36,Student_029,ML Engineer,0.0,0,8,,"deep learning, docker, machine learning, python, scikit-learn, sql, statistics, tensorflow",VERY_LOW_MATCH,False
29,37,Student_029,Data Analyst,0.0,0,7,,"data visualization, excel, pandas, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,38,Student_029,Data Engineer,0.0,0,5,,"aws, docker, postgresql, python, sql",VERY_LOW_MATCH,False
29,39,Student_029,BI Developer,14.3,1,6,tableau,"data visualization, excel, power bi, python, sql, statistics",VERY_LOW_MATCH,False
29,40,Student_029,NLP Engineer,20.0,1,4,nlp,"deep learning, machine learning, python, tensorflow",VERY_LOW_MATCH,False
30,1,Student_030,Research Analyst,42.9,3,4,"data visualization, r, statistics","excel, machine learning, python, sql",LOW_MATCH,False
30,2,Student_030,BI Developer,50.0,3,3,"data visualization, power bi, statistics","excel, sql, tableau",MODERATE_MATCH,True
30,3,Student_030,Data Analyst,42.9,3,4,"data visualization, power bi, statistics","excel, python, sql, tableau",LOW_MATCH,False
30,4,Student_030,Data Scientist,20.0,1,4,statistics,"machine learning, pandas, python, sql",VERY_LOW_MATCH,False
30,5,Student_030,Data Engineer,16.7,1,5,docker,"aws, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
30,6,Student_030,Backend Developer,11.1,1,8,docker,"aws, fastapi, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
30,7,Student_030,Backend Developer,20.0,1,4,docker,"git, postgresql, python, rest api",VERY_LOW_MATCH,False
30,8,Student_030,Data Scientist,16.7,1,5,statistics,"machine learning, pandas, python, sql, tableau",VERY_LOW_MATCH,False
30,9,Student_030,Backend Developer,20.0,1,4,docker,"git, postgresql, python, rest api",VERY_LOW_MATCH,False
30,10,Student_030,BI Developer,40.0,2,3,"data visualization, power bi","excel, sql, tableau",LOW_MATCH,False
30,11,Student_030,BI Developer,37.5,3,5,"data visualization, power bi, statistics","excel, postgresql, python, sql, tableau",LOW_MATCH,False
30,12,Student_030,Data Analyst,42.9,3,4,"data visualization, power bi, statistics","excel, pandas, python, sql",LOW_MATCH,False
30,13,Student_030,Research Analyst,42.9,3,4,"data visualization, r, statistics","excel, pandas, python, sql",LOW_MATCH,False
30,14,Student_030,Data Analyst,42.9,3,4,"data visualization, power bi, statistics","excel, python, sql, tableau",LOW_MATCH,False
30,15,Student_030,Data Scientist,37.5,3,5,"nlp, r, statistics","machine learning, pandas, python, sql, tableau",LOW_MATCH,False
30,16,Student_030,Data Scientist,37.5,3,5,"nlp, r, statistics","deep learning, machine learning, pandas, python, sql",LOW_MATCH,False
30,17,Student_030,Data Analyst,42.9,3,4,"data visualization, power bi, statistics","excel, python, sql, tableau",LOW_MATCH,False
30,18,Student_030,Backend Developer,20.0,1,4,docker,"git, postgresql, python, rest api",VERY_LOW_MATCH,False
30,19,Student_030,Backend Developer,20.0,1,4,docker,"git, postgresql, python, rest api",VERY_LOW_MATCH,False
30,20,Student_030,ML Engineer,25.0,2,6,"docker, statistics","aws, deep learning, machine learning, python, scikit-learn, sql",LOW_MATCH,False
30,21,Student_030,Data Analyst,60.0,3,2,"data visualization, power bi, statistics","excel, sql",MODERATE_MATCH,True
30,22,Student_030,Data Scientist,33.3,3,6,"nlp, r, statistics","deep learning, machine learning, pandas, python, sql, tableau",LOW_MATCH,False
30,23,Student_030,Backend Developer,16.7,1,5,docker,"fastapi, git, postgresql, python, rest api",VERY_LOW_MATCH,False
30,24,Student_030,Data Scientist,33.3,3,6,"nlp, r, statistics","deep learning, machine learning, pandas, python, sql, tableau",LOW_MATCH,False
30,25,Student_030,NLP Engineer,22.2,2,7,"nlp, numpy","deep learning, keras, machine learning, pandas, python, rest api, tensorflow",VERY_LOW_MATCH,False
30,26,Student_030,Data Engineer,11.1,1,8,docker,"aws, git, linux, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
30,27,Student_030,ML Engineer,25.0,2,6,"docker, statistics","deep learning, machine learning, python, scikit-learn, sql, tensorflow",LOW_MATCH,False
30,28,Student_030,BI Developer,37.5,3,5,"data visualization, power bi, statistics","excel, postgresql, python, sql, tableau",LOW_MATCH,False
30,29,Student_030,Data Engineer,20.0,1,4,docker,"aws, postgresql, python, sql",VERY_LOW_MATCH,False
30,30,Student_030,ML Engineer,20.0,1,4,statistics,"machine learning, python, scikit-learn, sql",VERY_LOW_MATCH,False
30,31,Student_030,ML Engineer,33.3,2,4,"docker, statistics","machine learning, python, scikit-learn, sql",LOW_MATCH,False
30,32,Student_030,Backend Developer,12.5,1,7,docker,"aws, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
30,33,Student_030,ML Engineer,22.2,2,7,"docker, statistics","aws, deep learning, machine learning, python, scikit-learn, sql, tensorflow",VERY_LOW_MATCH,False
30,34,Student_030,Data Engineer,12.5,1,7,docker,"aws, linux, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
30,35,Student_030,Backend Developer,16.7,1,5,docker,"git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
30,36,Student_030,ML Engineer,25.0,2,6,"docker, statistics","deep learning, machine learning, python, scikit-learn, sql, tensorflow",LOW_MATCH,False
30,37,Student_030,Data Analyst,42.9,3,4,"data visualization, power bi, statistics","excel, pandas, python, sql",LOW_MATCH,False
30,38,Student_030,Data Engineer,20.0,1,4,docker,"aws, postgresql, python, sql",VERY_LOW_MATCH,False
30,39,Student_030,BI Developer,42.9,3,4,"data visualization, power bi, statistics","excel, python, sql, tableau",LOW_MATCH,False
30,40,Student_030,NLP Engineer,20.0,1,4,nlp,"deep learning, machine learning, python, tensorflow",VERY_LOW_MATCH,False
31,1,Student_031,Research Analyst,28.6,2,5,"python, statistics","data visualization, excel, machine learning, r, sql",LOW_MATCH,False
31,2,Student_031,BI Developer,16.7,1,5,statistics,"data visualization, excel, power bi, sql, tableau",VERY_LOW_MATCH,False
31,3,Student_031,Data Analyst,28.6,2,5,"python, statistics","data visualization, excel, power bi, sql, tableau",LOW_MATCH,False
31,4,Student_031,Data Scientist,40.0,2,3,"python, statistics","machine learning, pandas, sql",LOW_MATCH,False
31,5,Student_031,Data Engineer,50.0,3,3,"aws, postgresql, python","docker, pandas, sql",MODERATE_MATCH,True
31,6,Student_031,Backend Developer,55.6,5,4,"aws, fastapi, postgresql, python, rest api","docker, flask, git, mongodb",MODERATE_MATCH,True
31,7,Student_031,Backend Developer,60.0,3,2,"postgresql, python, rest api","docker, git",MODERATE_MATCH,True
31,8,Student_031,Data Scientist,33.3,2,4,"python, statistics","machine learning, pandas, sql, tableau",LOW_MATCH,False
31,9,Student_031,Backend Developer,60.0,3,2,"postgresql, python, rest api","docker, git",MODERATE_MATCH,True
31,10,Student_031,BI Developer,0.0,0,5,,"data visualization, excel, power bi, sql, tableau",VERY_LOW_MATCH,False
31,11,Student_031,BI Developer,37.5,3,5,"postgresql, python, statistics","data visualization, excel, power bi, sql, tableau",LOW_MATCH,False
31,12,Student_031,Data Analyst,28.6,2,5,"python, statistics","data visualization, excel, pandas, power bi, sql",LOW_MATCH,False
31,13,Student_031,Research Analyst,28.6,2,5,"python, statistics","data visualization, excel, pandas, r, sql",LOW_MATCH,False
31,14,Student_031,Data Analyst,28.6,2,5,"python, statistics","data visualization, excel, power bi, sql, tableau",LOW_MATCH,False
31,15,Student_031,Data Scientist,37.5,3,5,"nlp, python, statistics","machine learning, pandas, r, sql, tableau",LOW_MATCH,False
31,16,Student_031,Data Scientist,50.0,4,4,"deep learning, nlp, python, statistics","machine learning, pandas, r, sql",MODERATE_MATCH,True
31,17,Student_031,Data Analyst,28.6,2,5,"python, statistics","data visualization, excel, power bi, sql, tableau",LOW_MATCH,False
31,18,Student_031,Backend Developer,60.0,3,2,"postgresql, python, rest api","docker, git",MODERATE_MATCH,True
31,19,Student_031,Backend Developer,60.0,3,2,"postgresql, python, rest api","docker, git",MODERATE_MATCH,True
31,20,Student_031,ML Engineer,50.0,4,4,"aws, deep learning, python, statistics","docker, machine learning, scikit-learn, sql",MODERATE_MATCH,True
31,21,Student_031,Data Analyst,20.0,1,4,statistics,"data visualization, excel, power bi, sql",VERY_LOW_MATCH,False
31,22,Student_031,Data Scientist,44.4,4,5,"deep learning, nlp, python, statistics","machine learning, pandas, r, sql, tableau",LOW_MATCH,False
31,23,Student_031,Backend Developer,66.7,4,2,"fastapi, postgresql, python, rest api","docker, git",MODERATE_MATCH,True
31,24,Student_031,Data Scientist,44.4,4,5,"deep learning, nlp, python, statistics","machine learning, pandas, r, sql, tableau",LOW_MATCH,False
31,25,Student_031,NLP Engineer,44.4,4,5,"deep learning, nlp, python, rest api","keras, machine learning, numpy, pandas, tensorflow",LOW_MATCH,False
31,26,Student_031,Data Engineer,44.4,4,5,"aws, linux, postgresql, python","docker, git, mongodb, pandas, sql",LOW_MATCH,False
31,27,Student_031,ML Engineer,37.5,3,5,"deep learning, python, statistics","docker, machine learning, scikit-learn, sql, tensorflow",LOW_MATCH,False
31,28,Student_031,BI Developer,37.5,3,5,"postgresql, python, statistics","data visualization, excel, power bi, sql, tableau",LOW_MATCH,False
31,29,Student_031,Data Engineer,60.0,3,2,"aws, postgresql, python","docker, sql",MODERATE_MATCH,True
31,30,Student_031,ML Engineer,40.0,2,3,"python, statistics","machine learning, scikit-learn, sql",LOW_MATCH,False
31,31,Student_031,ML Engineer,33.3,2,4,"python, statistics","docker, machine learning, scikit-learn, sql",LOW_MATCH,False
31,32,Student_031,Backend Developer,50.0,4,4,"aws, postgresql, python, rest api","docker, flask, git, mongodb",MODERATE_MATCH,True
31,33,Student_031,ML Engineer,44.4,4,5,"aws, deep learning, python, statistics","docker, machine learning, scikit-learn, sql, tensorflow",LOW_MATCH,False
31,34,Student_031,Data Engineer,50.0,4,4,"aws, linux, postgresql, python","docker, mongodb, pandas, sql",MODERATE_MATCH,True
31,35,Student_031,Backend Developer,50.0,3,3,"postgresql, python, rest api","docker, git, mongodb",MODERATE_MATCH,True
31,36,Student_031,ML Engineer,37.5,3,5,"deep learning, python, statistics","docker, machine learning, scikit-learn, sql, tensorflow",LOW_MATCH,False
31,37,Student_031,Data Analyst,28.6,2,5,"python, statistics","data visualization, excel, pandas, power bi, sql",LOW_MATCH,False
31,38,Student_031,Data Engineer,60.0,3,2,"aws, postgresql, python","docker, sql",MODERATE_MATCH,True
31,39,Student_031,BI Developer,28.6,2,5,"python, statistics","data visualization, excel, power bi, sql, tableau",LOW_MATCH,False
31,40,Student_031,NLP Engineer,60.0,3,2,"deep learning, nlp, python","machine learning, tensorflow",MODERATE_MATCH,True
32,1,Student_032,Research Analyst,14.3,1,6,statistics,"data visualization, excel, machine learning, python, r, sql",VERY_LOW_MATCH,False
32,2,Student_032,BI Developer,16.7,1,5,statistics,"data visualization, excel, power bi, sql, tableau",VERY_LOW_MATCH,False
32,3,Student_032,Data Analyst,14.3,1,6,statistics,"data visualization, excel, power bi, python, sql, tableau",VERY_LOW_MATCH,False
32,4,Student_032,Data Scientist,20.0,1,4,statistics,"machine learning, pandas, python, sql",VERY_LOW_MATCH,False
32,5,Student_032,Data Engineer,16.7,1,5,aws,"docker, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
32,6,Student_032,Backend Developer,11.1,1,8,aws,"docker, fastapi, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
32,7,Student_032,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
32,8,Student_032,Data Scientist,16.7,1,5,statistics,"machine learning, pandas, python, sql, tableau",VERY_LOW_MATCH,False
32,9,Student_032,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
32,10,Student_032,BI Developer,0.0,0,5,,"data visualization, excel, power bi, sql, tableau",VERY_LOW_MATCH,False
32,11,Student_032,BI Developer,12.5,1,7,statistics,"data visualization, excel, postgresql, power bi, python, sql, tableau",VERY_LOW_MATCH,False
32,12,Student_032,Data Analyst,14.3,1,6,statistics,"data visualization, excel, pandas, power bi, python, sql",VERY_LOW_MATCH,False
32,13,Student_032,Research Analyst,14.3,1,6,statistics,"data visualization, excel, pandas, python, r, sql",VERY_LOW_MATCH,False
32,14,Student_032,Data Analyst,14.3,1,6,statistics,"data visualization, excel, power bi, python, sql, tableau",VERY_LOW_MATCH,False
32,15,Student_032,Data Scientist,12.5,1,7,statistics,"machine learning, nlp, pandas, python, r, sql, tableau",VERY_LOW_MATCH,False
32,16,Student_032,Data Scientist,12.5,1,7,statistics,"deep learning, machine learning, nlp, pandas, python, r, sql",VERY_LOW_MATCH,False
32,17,Student_032,Data Analyst,14.3,1,6,statistics,"data visualization, excel, power bi, python, sql, tableau",VERY_LOW_MATCH,False
32,18,Student_032,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
32,19,Student_032,Backend Developer,0.0,0,5,,"docker, git, postgresql, python, rest api",VERY_LOW_MATCH,False
32,20,Student_032,ML Engineer,25.0,2,6,"aws, statistics","deep learning, docker, machine learning, python, scikit-learn, sql",LOW_MATCH,False
32,21,Student_032,Data Analyst,20.0,1,4,statistics,"data visualization, excel, power bi, sql",VERY_LOW_MATCH,False
32,22,Student_032,Data Scientist,11.1,1,8,statistics,"deep learning, machine learning, nlp, pandas, python, r, sql, tableau",VERY_LOW_MATCH,False
32,23,Student_032,Backend Developer,0.0,0,6,,"docker, fastapi, git, postgresql, python, rest api",VERY_LOW_MATCH,False
32,24,Student_032,Data Scientist,11.1,1,8,statistics,"deep learning, machine learning, nlp, pandas, python, r, sql, tableau",VERY_LOW_MATCH,False
32,25,Student_032,NLP Engineer,11.1,1,8,tensorflow,"deep learning, keras, machine learning, nlp, numpy, pandas, python, rest api",VERY_LOW_MATCH,False
32,26,Student_032,Data Engineer,22.2,2,7,"aws, linux","docker, git, mongodb, pandas, postgresql, python, sql",VERY_LOW_MATCH,False
32,27,Student_032,ML Engineer,25.0,2,6,"statistics, tensorflow","deep learning, docker, machine learning, python, scikit-learn, sql",LOW_MATCH,False
32,28,Student_032,BI Developer,12.5,1,7,statistics,"data visualization, excel, postgresql, power bi, python, sql, tableau",VERY_LOW_MATCH,False
32,29,Student_032,Data Engineer,20.0,1,4,aws,"docker, postgresql, python, sql",VERY_LOW_MATCH,False
32,30,Student_032,ML Engineer,20.0,1,4,statistics,"machine learning, python, scikit-learn, sql",VERY_LOW_MATCH,False
32,31,Student_032,ML Engineer,16.7,1,5,statistics,"docker, machine learning, python, scikit-learn, sql",VERY_LOW_MATCH,False
32,32,Student_032,Backend Developer,12.5,1,7,aws,"docker, flask, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
32,33,Student_032,ML Engineer,33.3,3,6,"aws, statistics, tensorflow","deep learning, docker, machine learning, python, scikit-learn, sql",LOW_MATCH,False
32,34,Student_032,Data Engineer,25.0,2,6,"aws, linux","docker, mongodb, pandas, postgresql, python, sql",LOW_MATCH,False
32,35,Student_032,Backend Developer,0.0,0,6,,"docker, git, mongodb, postgresql, python, rest api",VERY_LOW_MATCH,False
32,36,Student_032,ML Engineer,25.0,2,6,"statistics, tensorflow","deep learning, docker, machine learning, python, scikit-learn, sql",LOW_MATCH,False
32,37,Student_032,Data Analyst,14.3,1,6,statistics,"data visualization, excel, pandas, power bi, python, sql",VERY_LOW_MATCH,False
32,38,Student_032,Data Engineer,20.0,1,4,aws,"docker, postgresql, python, sql",VERY_LOW_MATCH,False
32,39,Student_032,BI Developer,14.3,1,6,statistics,"data visualization, excel, power bi, python, sql, tableau",VERY_LOW_MATCH,False
32,40,Student_032,NLP Engineer,20.0,1,4,tensorflow,"deep learning, machine learning, nlp, python",VERY_LOW_MATCH,False
33,1,Student_033,Research Analyst,28.6,2,5,"machine learning, python","data visualization, excel, r, sql, statistics",LOW_MATCH,False
33,2,Student_033,BI Developer,0.0,0,6,,"data visualization, excel, power bi, sql, statistics, tableau",VERY_LOW_MATCH,False
33,3,Student_033,Data Analyst,14.3,1,6,python,"data visualization, excel, power bi, sql, statistics, tableau",VERY_LOW_MATCH,False
33,4,Student_033,Data Scientist,40.0,2,3,"machine learning, python","pandas, sql, statistics",LOW_MATCH,False
