tenure,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,region,internet_service,online_backup,tech_support,churn,charges_per_tenure,high_support,churn_score,score_band,prediction,prediction_label,model_version,model_hash,scored_at
59,49.8,2500.36,2,2,2,2,2,3,2,1,1,0,0.83,0,0.095231,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
32,65.51,2367.37,1,1,2,2,1,1,1,0,1,0,1.9851515151515153,0,0.220771,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
52,36.36,1811.9,1,5,1,3,0,0,1,1,1,0,0.6860377358490566,1,0.223133,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
62,50.41,3028.92,3,1,0,0,1,3,0,0,1,0,0.8001587301587301,0,0.210583,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
58,82.11,4296.81,2,1,2,2,3,0,2,1,1,0,1.3916949152542373,0,0.095231,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
52,50.18,2513.98,4,2,2,3,1,3,1,0,0,0,0.9467924528301886,0,0.242562,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
12,109.97,1440.03,1,0,2,3,1,2,1,1,1,1,8.45923076923077,0,0.745977,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
39,82.84,3521.55,1,1,1,2,1,3,2,1,1,1,2.071,0,0.35137,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
2,63.86,144.43,1,3,0,1,1,0,0,0,0,0,21.286666666666665,0,0.799543,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
3,23.88,69.55,4,0,0,1,1,3,1,1,1,0,5.97,0,0.623115,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
56,69.95,4162.77,2,4,2,3,1,0,1,0,0,0,1.2271929824561405,1,0.266568,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
59,96.48,5704.54,4,1,2,2,3,2,0,1,1,0,1.608,0,0.103283,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
2,46.56,101.6,4,0,0,0,2,0,0,0,1,0,15.520000000000001,0,0.650165,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
2,100.68,214.19,3,4,0,0,2,1,1,0,0,1,33.56,1,0.955808,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
54,45.18,2343.07,1,3,1,3,2,3,1,1,0,0,0.8214545454545454,0,0.193135,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
1,102.37,97.36,2,1,2,0,1,0,1,1,1,1,51.185,0,0.680125,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
19,28.53,501.76,3,3,1,2,3,0,2,1,0,0,1.4265,0,0.338578,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
2,106.62,218.13,3,2,1,0,0,0,1,1,1,1,35.54,0,0.809728,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
53,69.92,4221.35,5,3,0,0,1,1,1,1,1,1,1.2948148148148149,0,0.369159,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
44,49.65,1988.18,1,1,0,2,1,2,0,0,0,1,1.1033333333333333,0,0.483504,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
32,46.51,1307.64,2,1,1,1,2,1,0,1,0,0,1.4093939393939394,0,0.210583,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
70,63.2,3918.93,2,2,2,1,1,2,1,1,0,0,0.8901408450704226,0,0.005263,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
32,119.9,4162.83,2,1,0,3,2,1,1,0,1,1,3.6333333333333333,0,0.830312,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
68,42.03,2729.7,1,6,0,2,3,0,2,0,1,1,0.6091304347826088,1,0.477704,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
55,30.32,1529.79,2,3,1,1,2,1,1,1,0,0,0.5414285714285715,0,0.102812,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
56,78.5,4202.12,4,5,0,0,1,3,1,0,0,1,1.3771929824561404,1,0.693321,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
17,68.85,1221.56,4,1,1,3,2,2,1,0,1,0,3.8249999999999997,0,0.535893,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
38,72.42,2790.57,1,1,1,2,3,0,1,0,0,0,1.856923076923077,0,0.35137,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
24,86.69,2232.69,2,3,1,2,1,2,1,1,1,1,3.4676,0,0.700608,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
69,46.71,3067.68,5,0,2,3,0,0,2,1,1,0,0.6672857142857143,0,0.0,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
70,111.07,7662.77,5,1,0,1,0,0,1,1,0,0,1.5643661971830984,0,0.350868,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
11,63.57,615.74,5,0,1,3,1,3,1,1,1,1,5.2975,0,0.689942,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
16,32.91,459.1,4,2,0,3,2,1,2,0,0,1,1.9358823529411762,0,0.736695,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
59,94.23,5496.61,5,2,2,2,2,3,2,0,1,1,1.5705,0,0.210583,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
70,84.31,5550.45,2,2,2,2,1,2,2,0,0,0,1.1874647887323944,0,0.037608,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
3,51.57,159.96,2,1,0,0,2,1,1,0,1,1,12.8925,0,0.750575,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
20,82.15,1417.78,5,1,0,3,2,2,1,1,0,1,3.911904761904762,0,0.716939,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
59,41.99,2196.1,3,1,0,2,2,1,2,1,0,0,0.6998333333333334,0,0.290415,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
36,64.48,2575.75,5,1,1,2,1,3,2,0,1,0,1.7427027027027029,0,0.284593,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
19,109.94,2130.44,3,1,0,2,1,0,1,0,0,1,5.497,0,0.806757,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
67,33.35,2376.84,1,0,1,2,1,2,2,1,0,0,0.49044117647058827,0,0.092651,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
19,58.67,1229.08,1,2,1,3,2,2,0,0,1,1,2.9335,0,0.620132,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
20,102.11,2020.13,2,3,1,3,2,3,0,0,0,1,4.862380952380953,0,0.809728,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
71,116.95,8953.69,4,2,2,1,1,3,2,0,0,0,1.6243055555555557,0,0.099474,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
52,65.39,3425.5,2,6,0,3,0,1,2,0,1,0,1.2337735849056604,1,0.663917,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,70.7,2139.04,2,2,2,2,2,2,2,0,0,0,2.0794117647058825,0,0.306022,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
40,77.22,2938.26,4,7,0,0,1,3,1,1,1,0,1.8834146341463414,1,0.601428,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
39,113.23,4403.37,2,0,0,3,1,1,0,1,0,0,2.83075,0,0.723924,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
1,105.82,100.01,4,2,0,1,0,1,1,1,1,1,52.91,0,0.897878,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
11,37.06,387.55,2,2,1,3,0,2,2,0,0,1,3.0883333333333334,0,0.740547,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
57,63.68,3452.46,1,4,0,2,1,1,1,1,0,0,1.0979310344827586,1,0.5146,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
50,66.4,2944.35,3,2,1,1,1,3,2,0,1,0,1.3019607843137255,0,0.25724,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
23,98.91,1991.45,2,1,0,2,2,3,2,0,0,1,4.12125,0,0.803358,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
31,80.29,2150.34,3,1,2,2,3,3,1,1,0,0,2.5090625,0,0.246248,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
42,85.42,3168.99,5,6,1,3,1,2,2,0,1,0,1.9865116279069768,1,0.451201,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
7,119.82,799.41,2,3,1,3,1,3,2,1,1,1,14.9775,0,1.0,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
16,27.5,452.33,1,0,2,1,1,0,2,1,1,0,1.6176470588235294,0,0.246391,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
60,42.3,2300.61,4,2,1,1,1,1,0,0,0,0,0.6934426229508196,0,0.099601,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
2,60.79,135.73,1,5,0,1,2,0,2,1,0,1,20.263333333333332,1,0.862428,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
1,54.78,59.85,3,1,0,1,1,1,1,1,1,1,27.39,0,0.732377,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
48,22.16,1070.45,4,2,1,0,0,2,1,0,0,1,0.45224489795918366,0,0.352961,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
12,29.18,373.68,1,0,0,1,2,3,2,0,1,1,2.2446153846153845,0,0.639541,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
69,88.1,5834.82,1,3,0,3,2,1,1,0,1,1,1.2585714285714285,0,0.455036,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
37,107.93,3438.54,1,1,0,0,1,1,1,1,1,1,2.840263157894737,0,0.687947,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
32,71.42,2562.76,4,2,1,2,0,3,1,1,0,1,2.164242424242424,0,0.507697,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
9,73.92,590.99,1,2,0,2,2,2,1,1,0,1,7.392,0,0.893859,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
19,45.51,980.87,1,3,0,1,1,0,2,1,0,1,2.2755,0,0.756107,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
48,96.79,4745.99,3,3,0,2,1,2,2,0,1,1,1.9753061224489796,0,0.567048,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
3,95.18,268.88,1,1,1,0,2,3,1,0,0,1,23.795,0,0.772312,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
20,78.84,1574.61,1,1,1,3,1,0,0,1,0,1,3.7542857142857144,0,0.718368,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
24,41.27,990.88,5,1,1,3,2,3,2,1,1,0,1.6508,0,0.250866,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
54,29.7,1374.52,4,0,0,0,2,0,1,0,0,0,0.54,0,0.238341,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,26.42,834.18,5,5,2,1,1,1,0,1,1,0,0.7770588235294118,1,0.243966,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
24,79.27,2039.37,3,2,0,1,2,3,1,0,1,1,3.1708,0,0.700072,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
36,102.5,3701.27,5,2,1,1,2,3,0,0,1,1,2.77027027027027,0,0.456431,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
38,105.83,3713.07,2,2,2,0,1,1,0,0,0,0,2.7135897435897434,0,0.294859,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
25,66.36,1576.99,4,2,2,1,0,3,1,1,0,0,2.5523076923076924,0,0.412575,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
18,98.43,1964.65,1,1,1,3,2,0,1,0,1,1,5.180526315789474,0,0.752526,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
66,114.69,7627.43,5,1,2,0,2,3,1,1,1,0,1.7117910447761193,0,0.017028,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
54,47.52,2587.74,5,1,1,0,1,2,2,0,1,0,0.8640000000000001,0,0.110233,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
35,59.8,2382.6,1,0,0,2,0,0,2,1,0,1,1.661111111111111,0,0.641179,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
61,113.15,6531.14,1,4,0,2,3,3,2,0,0,1,1.8250000000000002,1,0.692224,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
41,53.82,2193.2,3,3,1,1,2,1,1,1,0,0,1.2814285714285714,0,0.244645,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,111.39,4019.53,5,2,1,1,2,2,2,1,0,0,3.2761764705882355,0,0.412986,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
68,118.1,8654.91,5,5,0,3,2,2,2,0,1,0,1.7115942028985507,1,0.301739,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,86.18,2644.16,2,4,2,1,1,1,2,0,1,0,2.5347058823529416,1,0.372253,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
14,101.69,1274.63,2,3,0,3,3,2,1,0,1,1,6.779333333333333,0,0.857282,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
21,94.95,2114.11,5,3,0,1,0,2,0,0,1,0,4.315909090909091,0,0.723488,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
48,89.95,4003.85,2,2,0,3,2,0,2,0,0,0,1.8357142857142859,0,0.57886,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
20,50.69,1142.42,5,1,2,0,1,3,0,1,1,0,2.413809523809524,0,0.124463,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
8,25.71,182.8,4,4,2,3,3,0,1,1,0,0,2.856666666666667,1,0.468297,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
7,54.31,359.42,3,3,1,1,2,1,1,1,0,1,6.78875,0,0.657132,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
67,86.69,5032.67,2,2,2,2,2,0,1,1,1,0,1.2748529411764706,0,0.017028,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
17,30.25,545.67,5,5,2,1,3,2,1,0,0,0,1.6805555555555556,1,0.409142,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,21.19,781.42,2,3,2,0,3,1,2,0,1,0,0.6232352941176471,0,0.133822,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
48,33.97,1696.99,3,1,0,2,0,3,2,0,0,0,0.693265306122449,0,0.537106,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
59,91.57,6112.38,4,1,1,3,1,1,0,0,1,0,1.5261666666666664,0,0.249891,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
22,117.28,2292.59,1,3,0,2,2,1,2,0,1,1,5.099130434782609,0,0.965278,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
30,118.31,3110.23,1,0,2,1,3,2,1,1,0,0,3.8164516129032258,0,0.391354,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
38,69.4,2904.85,2,4,2,2,1,0,1,0,1,0,1.7794871794871796,1,0.287981,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
51,106.94,6035.35,5,1,1,2,0,2,1,1,0,1,2.0565384615384614,0,0.367414,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
54,93.68,5561.27,3,1,0,1,2,2,0,1,1,0,1.7032727272727275,0,0.358201,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
8,70.1,611.13,4,2,0,1,1,0,1,0,0,1,7.788888888888888,0,0.843454,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
27,77.28,2000.22,4,3,0,0,2,0,2,0,1,1,2.7600000000000002,0,0.5934,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
27,33.72,833.34,4,2,0,2,1,2,2,1,0,0,1.2042857142857142,0,0.555336,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
21,113.77,2696.42,1,2,1,3,2,3,1,1,0,0,5.171363636363636,0,0.802475,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
30,55.19,1559.92,3,2,0,1,3,0,1,1,1,1,1.7803225806451612,0,0.421401,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
28,64.61,1754.08,1,1,2,2,1,3,1,0,0,1,2.2279310344827588,0,0.286444,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
64,87.17,5912.6,2,1,0,1,0,2,2,0,1,1,1.341076923076923,0,0.38293,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
69,53.39,3455.55,4,3,2,0,2,0,1,0,1,0,0.7627142857142857,0,0.005263,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
61,45.43,3036.27,3,0,1,1,1,2,1,1,0,0,0.732741935483871,0,0.096894,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
48,83.1,3474.49,4,2,0,1,2,0,1,1,1,1,1.6959183673469387,0,0.385393,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
19,22.5,464.81,1,3,0,0,1,1,0,1,0,0,1.125,0,0.655171,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
4,92.07,379.54,1,4,2,1,2,0,2,0,1,0,18.413999999999998,1,0.483209,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
35,71.4,2553.81,1,5,1,0,3,2,0,1,0,1,1.9833333333333334,1,0.474774,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
64,80.58,5092.43,4,0,0,2,1,0,2,0,0,1,1.2396923076923076,0,0.251472,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
49,83.19,3803.57,3,2,0,2,3,0,2,0,1,1,1.6638,0,0.434277,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
17,72.71,1222.66,3,2,1,2,0,2,2,0,0,1,4.039444444444444,0,0.727069,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
44,78.25,3391.53,2,1,0,3,2,0,2,0,0,1,1.738888888888889,0,0.52607,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
30,88.38,2717.98,4,0,0,1,0,1,2,0,1,1,2.8509677419354835,0,0.556578,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
46,95.31,4097.05,2,1,1,0,1,3,1,1,0,0,2.027872340425532,0,0.270122,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
6,92.75,485.95,2,3,1,1,2,3,2,0,1,1,13.25,0,0.718616,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
37,106.96,3536.2,2,1,0,3,0,1,2,0,0,1,2.814736842105263,0,0.782562,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
24,38.94,990.51,2,2,2,1,0,1,1,1,1,1,1.5575999999999999,0,0.345526,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
46,60.11,2369.15,1,0,1,3,1,3,1,1,0,0,1.278936170212766,0,0.274491,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
53,114.78,6733.83,2,2,2,1,2,1,1,1,1,0,2.1255555555555556,0,0.200119,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
60,59.66,3788.3,3,4,0,3,0,0,1,0,1,1,0.9780327868852459,1,0.576034,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
63,32.49,2211.29,2,1,0,0,1,3,0,0,1,0,0.50765625,0,0.233437,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
32,72.54,2555.41,1,2,0,1,2,3,1,0,0,1,2.1981818181818182,0,0.588504,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,30.95,905.72,5,2,0,1,1,3,2,1,0,1,0.9102941176470588,0,0.440043,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
67,40.29,2960.22,5,1,2,0,0,1,1,0,0,0,0.5925,0,0.0,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
18,119.83,2159.98,5,4,2,0,2,0,2,1,1,0,6.306842105263158,1,0.682922,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
25,74.14,2067.77,4,1,1,2,2,3,2,1,0,0,2.8515384615384614,0,0.394396,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
54,48.41,2917.07,3,1,1,3,2,1,1,0,1,0,0.8801818181818181,0,0.149629,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
58,119.48,5940.5,1,1,1,0,2,3,0,1,0,0,2.025084745762712,0,0.264348,MEDIUM-LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
67,116.66,7541.29,5,3,1,2,1,1,1,1,0,0,1.7155882352941176,0,0.121466,LOW,0,NO_CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
46,64.07,2970.74,1,3,0,3,2,2,2,0,0,1,1.363191489361702,0,0.664301,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
24,46.04,1164.09,1,3,1,2,1,0,2,0,1,0,1.8416,0,0.394041,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
32,103.84,3109.74,4,4,1,1,1,3,2,0,0,1,3.146666666666667,1,0.606613,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
47,91.56,3983.43,5,2,0,3,0,0,2,0,0,1,1.9075,0,0.526648,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
23,88.69,1967.3,2,3,0,1,2,3,1,0,0,1,3.6954166666666666,0,0.833757,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
66,109.31,7216.58,1,0,0,1,2,0,0,0,0,0,1.6314925373134328,0,0.358174,MEDIUM-LOW,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
27,88.94,2726.44,5,2,1,1,3,2,1,0,0,0,3.176428571428571,0,0.4752,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
2,48.38,104.37,1,1,0,1,3,0,1,1,1,1,16.12666666666667,0,0.812408,HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
17,89.39,1487.35,4,1,1,1,3,2,1,1,0,1,4.966111111111111,0,0.521743,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
33,50.58,1446.03,4,0,0,1,0,3,2,1,1,1,1.4876470588235293,0,0.487359,MEDIUM-HIGH,1,CHURN,v1.0.0,af74b39f,2026-08-21T04:42:40.646452+00:00
