session_id,student_id,window_index,eye_away_duration_sec,face_missing_duration_sec,tab_switch_count,window_focus_loss_count,multiple_faces_detected,audio_voice_detected,head_pose_deviation_deg,label_cheating,archetype,split
S00133,133,5,8.1,4.1,4,6,0,0,28.8,1,cheating_lookup,test
S00071,71,3,0.0,0.9,1,0,0,0,5.7,0,honest_normal,train
S00041,41,2,12.9,1.7,6,2,1,1,26.0,1,cheating_collaboration,train
S00233,233,2,6.2,0.0,4,1,0,0,11.8,0,honest_distracted,train
S00040,40,8,2.4,0.5,0,0,0,0,6.7,0,honest_normal,val
S00267,267,9,0.3,0.0,0,0,0,0,3.8,0,honest_normal,train
S00299,299,3,1.8,0.3,0,0,0,0,5.6,0,honest_normal,train
S00067,67,1,20.8,2.4,4,7,0,0,24.9,1,cheating_lookup,train
S00021,21,5,2.8,1.2,0,0,0,0,3.9,0,honest_normal,train
S00374,374,3,1.0,0.6,0,0,0,1,9.0,0,honest_normal,train
S00374,374,1,2.6,0.7,0,0,0,0,7.7,0,honest_normal,train
S00126,126,3,5.0,1.9,2,0,0,0,7.5,0,honest_distracted,train
S00329,329,3,0.6,0.6,0,1,0,0,3.4,0,honest_normal,train
S00278,278,4,9.9,3.4,3,3,1,1,45.4,1,cheating_collaboration,test
S00178,178,8,0.1,0.3,1,0,0,0,16.6,0,honest_normal,train
S00146,146,5,0.2,0.3,0,0,0,0,11.2,0,honest_normal,test
S00139,139,1,5.6,2.5,2,2,0,0,5.5,0,honest_distracted,train
S00291,291,5,1.3,0.3,0,0,0,0,10.5,0,honest_normal,val
S00164,164,3,20.4,4.2,12,7,0,0,9.1,1,cheating_lookup,train
S00345,345,8,1.2,1.6,0,0,0,0,11.5,0,honest_normal,test
S00288,288,3,2.8,4.9,0,0,0,0,14.5,0,honest_environment_noise,train
S00357,357,6,0.7,0.4,0,0,0,0,0.6,0,honest_normal,train
S00416,416,4,0.8,0.4,0,0,0,0,5.8,0,honest_normal,train
S00270,270,5,0.6,0.6,0,0,0,0,8.1,0,honest_normal,train
S00352,352,4,0.0,0.7,0,0,0,0,4.6,0,honest_normal,val
S00062,62,1,0.2,0.0,0,0,0,0,7.2,0,honest_normal,train
S00150,150,5,10.9,2.3,2,3,1,1,25.9,1,cheating_collaboration,val
S00413,413,7,2.0,3.6,1,2,0,0,15.9,0,honest_distracted,train
S00246,246,7,22.4,2.2,11,4,0,0,28.9,1,cheating_lookup,test
S00341,341,1,2.5,0.4,0,0,1,0,1.9,0,honest_normal,val
S00264,264,2,9.2,2.1,3,1,0,0,20.7,0,honest_distracted,train
S00060,60,5,1.9,1.0,0,0,0,0,7.7,0,honest_normal,train
S00412,412,4,0.8,1.0,0,0,0,0,1.5,0,honest_normal,train
S00279,279,5,2.9,1.0,1,0,0,0,11.7,0,honest_normal,test
S00070,70,2,2.7,1.8,0,0,0,0,8.1,0,honest_normal,train
S00318,318,5,0.0,0.6,0,1,0,0,6.6,0,honest_normal,train
S00362,362,1,4.0,1.0,0,1,0,0,9.7,0,honest_normal,train
S00160,160,2,1.7,1.0,1,0,0,0,5.1,0,honest_normal,train
S00115,115,4,3.8,0.0,6,3,1,1,32.1,1,cheating_collaboration,train
S00080,80,4,0.6,0.0,0,1,0,0,5.1,0,honest_normal,train
S00267,267,6,0.8,0.8,0,0,0,0,0.0,0,honest_normal,train
S00154,154,1,12.7,0.6,0,0,0,0,0.2,0,honest_distracted,train
S00194,194,5,1.2,0.5,0,0,0,0,7.2,0,honest_normal,train
S00234,234,5,2.3,7.3,1,0,1,1,4.4,0,honest_environment_noise,val
S00318,318,6,2.6,0.3,0,0,0,0,2.4,0,honest_normal,train
S00203,203,2,3.9,1.0,0,0,0,0,8.7,0,honest_normal,train
S00276,276,2,8.2,3.1,3,0,0,0,28.4,0,honest_distracted,train
S00344,344,5,1.1,0.5,0,0,0,0,4.9,0,honest_normal,val
S00018,18,3,5.7,0.0,1,2,0,0,13.3,0,honest_distracted,train
S00388,388,6,15.2,4.4,10,6,0,0,33.3,1,cheating_lookup,train
S00151,151,4,14.4,1.8,6,3,0,0,13.2,1,cheating_lookup,train
S00329,329,1,1.6,1.1,0,1,0,0,5.1,0,honest_normal,train
S00308,308,5,2.1,0.5,0,0,0,0,11.0,0,honest_normal,val
S00325,325,8,3.3,0.3,0,0,0,0,7.3,0,honest_normal,train
S00015,15,4,0.0,0.2,1,0,0,0,5.5,0,honest_normal,train
S00163,163,2,1.8,0.9,0,0,0,0,4.0,0,honest_normal,train
S00141,141,8,0.0,9.3,0,0,0,1,7.2,0,honest_environment_noise,val
S00370,370,8,4.4,6.0,0,0,0,1,9.8,0,honest_environment_noise,val
S00063,63,3,3.9,0.5,0,0,0,0,6.2,0,honest_normal,train
S00047,47,5,0.0,1.5,0,0,0,0,7.1,0,honest_normal,train
S00228,228,3,23.4,5.5,7,8,0,0,18.3,1,cheating_lookup,test
S00057,57,3,0.8,0.1,1,0,0,0,3.6,0,honest_normal,val
S00184,184,1,4.8,1.4,2,2,0,0,39.2,1,cheating_collaboration,val
S00146,146,6,29.3,2.5,4,7,0,0,23.0,1,cheating_lookup,test
S00331,331,3,6.8,0.9,0,2,0,0,15.9,0,honest_distracted,train
S00346,346,1,11.4,1.4,9,2,0,0,24.1,1,cheating_lookup,train
S00218,218,7,11.6,3.3,0,1,0,1,40.8,1,cheating_collaboration,train
S00280,280,2,3.5,1.1,0,0,0,0,7.1,0,honest_normal,train
S00248,248,4,8.6,0.0,3,2,0,0,12.8,0,honest_distracted,test
S00368,368,3,1.4,0.6,0,0,0,0,3.3,0,honest_normal,train
S00154,154,3,2.9,0.4,0,0,0,0,6.7,0,honest_normal,train
S00252,252,2,3.2,0.3,0,0,0,0,0.0,0,honest_normal,train
S00320,320,5,0.8,0.2,0,2,0,0,10.6,0,honest_normal,test
S00083,83,1,5.4,2.2,1,1,0,0,13.8,0,honest_distracted,test
S00324,324,5,19.7,5.3,9,6,0,1,15.4,1,cheating_lookup,train
S00410,410,9,0.9,0.6,0,0,0,0,7.4,0,honest_normal,train
S00156,156,1,2.4,0.0,0,0,0,0,2.0,0,honest_normal,train
S00085,85,4,1.0,0.3,0,0,0,0,11.1,0,honest_normal,val
S00180,180,3,21.3,0.0,13,6,0,0,33.8,1,cheating_lookup,test
S00141,141,7,0.2,6.2,0,0,0,1,13.9,0,honest_environment_noise,val
S00112,112,1,2.5,1.0,0,0,0,0,3.6,0,honest_normal,train
S00260,260,5,0.5,6.4,1,0,0,1,17.5,0,honest_environment_noise,test
S00317,317,4,0.1,0.6,0,0,0,0,15.7,0,honest_normal,train
S00193,193,2,1.7,0.9,0,1,0,0,0.8,0,honest_normal,train
S00131,131,8,0.1,0.3,0,0,0,0,6.3,0,honest_normal,train
S00215,215,3,10.2,0.0,2,0,1,1,32.6,1,cheating_collaboration,test
S00143,143,4,0.9,0.2,0,1,0,1,9.8,0,honest_normal,train
S00107,107,2,0.1,0.1,0,0,0,0,6.2,0,honest_normal,train
S00282,282,4,1.5,0.5,0,0,0,0,10.0,0,honest_normal,train
S00127,127,1,0.3,2.1,0,0,0,0,11.1,0,honest_normal,train
S00131,131,4,1.5,0.2,0,0,0,0,4.9,0,honest_normal,train
S00415,415,2,5.3,7.0,1,0,0,1,8.1,0,honest_environment_noise,val
S00413,413,5,7.9,1.3,3,0,0,0,9.8,0,honest_distracted,train
S00012,12,8,1.5,1.1,0,0,0,0,6.9,0,honest_normal,test
S00023,23,2,9.4,1.2,1,0,0,1,17.7,0,honest_distracted,train
S00378,378,3,0.0,11.3,0,0,0,1,10.0,0,honest_environment_noise,train
S00148,148,5,1.4,0.4,0,1,0,0,2.2,0,honest_normal,train
S00229,229,1,0.6,0.3,1,0,0,0,2.4,0,honest_normal,train
S00006,6,6,2.2,0.6,0,0,0,0,13.9,0,honest_normal,train
S00112,112,6,8.4,3.1,3,1,0,0,3.5,0,honest_distracted,train
S00271,271,2,0.4,1.0,0,0,0,0,4.8,0,honest_normal,train
S00203,203,1,0.1,0.9,0,0,0,0,10.7,0,honest_normal,train
S00156,156,3,0.0,0.1,0,0,0,0,6.7,0,honest_normal,train
S00358,358,9,0.0,8.3,0,0,0,0,15.0,0,honest_environment_noise,train
S00356,356,7,17.0,2.1,7,4,0,0,29.9,1,cheating_lookup,train
S00335,335,1,0.7,0.6,1,0,0,0,11.3,0,honest_normal,train
S00153,153,2,0.0,0.2,0,0,0,0,2.1,0,honest_normal,train
S00093,93,2,2.1,0.8,1,0,0,0,3.6,0,honest_normal,val
S00192,192,5,4.3,0.3,6,2,1,1,36.4,1,cheating_collaboration,train
S00157,157,1,2.0,0.0,0,0,0,0,10.0,0,honest_normal,train
S00418,418,3,13.6,3.0,2,5,1,1,58.3,1,cheating_collaboration,test
S00244,244,6,2.8,3.8,2,1,1,1,10.3,1,cheating_collaboration,test
S00111,111,4,1.7,0.0,0,0,0,0,7.2,0,honest_normal,train
S00102,102,2,2.6,7.9,0,1,0,0,11.2,0,honest_environment_noise,train
S00284,284,4,7.7,10.6,0,0,0,1,19.0,0,honest_environment_noise,test
S00116,116,5,0.9,0.4,0,0,0,0,11.2,0,honest_normal,train
S00119,119,2,0.0,0.0,0,0,0,0,9.8,0,honest_normal,val
S00113,113,4,0.7,1.4,0,0,0,0,7.6,0,honest_normal,train
S00226,226,1,2.3,3.5,0,2,0,0,13.2,0,honest_distracted,train
S00052,52,3,10.9,0.0,1,2,0,0,11.2,0,honest_distracted,train
S00042,42,3,0.2,0.2,0,0,0,0,2.0,0,honest_normal,test
S00234,234,7,0.4,3.0,0,0,0,0,17.2,0,honest_environment_noise,val
S00148,148,6,1.9,1.0,0,0,0,1,5.6,0,honest_normal,train
S00369,369,3,0.6,1.1,0,0,0,0,6.8,0,honest_normal,train
S00294,294,2,9.3,1.2,1,3,0,0,20.1,0,honest_distracted,train
S00176,176,2,0.3,0.6,2,0,0,0,5.3,0,honest_normal,test
S00045,45,2,24.5,2.2,5,5,0,0,14.1,1,cheating_lookup,train
S00280,280,1,2.6,0.0,0,0,0,0,10.1,0,honest_normal,train
S00024,24,1,3.2,0.8,0,1,0,0,3.0,0,honest_normal,train
S00353,353,4,2.0,4.1,4,1,0,1,28.2,1,cheating_collaboration,val
S00253,253,6,9.2,3.1,5,6,0,0,26.8,1,cheating_lookup,train
S00359,359,2,0.0,0.0,0,0,0,0,4.1,0,honest_normal,train
S00167,167,3,1.9,0.6,0,0,0,0,9.7,0,honest_normal,train
S00109,109,2,1.1,7.9,0,0,0,0,22.5,0,honest_environment_noise,train
S00235,235,3,22.8,3.3,0,1,1,0,25.4,1,cheating_collaboration,test
S00196,196,3,1.6,0.8,0,0,0,0,5.0,0,honest_normal,train
S00336,336,8,20.1,2.7,6,8,0,0,23.4,1,cheating_lookup,train
S00199,199,7,1.5,0.3,0,0,0,0,6.0,0,honest_normal,train
S00250,250,4,9.2,1.9,3,0,0,1,18.4,0,honest_distracted,train
S00040,40,2,2.5,0.0,1,0,0,0,7.6,0,honest_normal,val
S00405,405,3,1.5,0.4,1,0,0,0,9.0,0,honest_normal,train
S00267,267,2,0.0,0.3,0,0,0,0,8.3,0,honest_normal,train
S00017,17,1,30.9,1.5,7,5,0,0,32.0,1,cheating_lookup,train
S00071,71,1,1.4,0.7,0,0,0,0,7.6,0,honest_normal,train
S00161,161,5,0.9,0.9,0,0,0,0,9.1,0,honest_normal,test
S00391,391,7,1.0,1.4,1,0,0,0,8.4,0,honest_normal,train
S00259,259,1,3.1,0.4,1,0,0,0,9.5,0,honest_normal,train
S00316,316,2,1.5,0.6,0,0,0,0,12.2,0,honest_normal,train
S00324,324,6,16.5,2.6,7,8,0,0,30.3,1,cheating_lookup,train
S00217,217,5,4.5,1.6,2,1,1,1,33.6,1,cheating_collaboration,train
S00206,206,3,1.1,0.1,0,0,0,0,10.5,0,honest_normal,train
S00228,228,4,27.7,0.9,10,2,0,0,14.0,1,cheating_lookup,test
S00086,86,6,5.0,4.5,3,1,1,1,58.0,1,cheating_collaboration,test
S00365,365,9,0.0,1.4,0,0,0,0,14.2,0,honest_normal,train
S00146,146,1,28.6,8.8,8,8,0,0,12.4,1,cheating_lookup,test
S00339,339,8,6.1,3.4,1,0,0,0,4.5,0,honest_environment_noise,train
S00223,223,5,3.2,0.0,0,0,0,0,10.8,0,honest_normal,train
S00194,194,6,5.6,0.5,3,1,0,0,9.6,0,honest_distracted,train
S00025,25,1,0.2,0.0,0,0,0,0,0.1,0,honest_normal,train
S00031,31,6,1.0,0.9,1,0,0,0,0.0,0,honest_normal,train
S00319,319,5,0.4,1.4,0,0,0,0,3.1,0,honest_normal,train
S00314,314,7,10.9,0.6,2,3,0,0,12.1,0,honest_distracted,train
S00262,262,1,3.7,2.3,4,1,0,1,41.0,1,cheating_collaboration,train
S00414,414,7,4.2,1.0,0,0,0,1,11.3,0,honest_environment_noise,train
S00155,155,6,4.6,6.7,0,0,0,0,16.8,0,honest_environment_noise,test
S00127,127,2,2.7,0.7,1,0,0,0,3.8,0,honest_normal,train
S00310,310,7,1.3,0.4,0,0,0,0,5.2,0,honest_normal,train
S00257,257,1,0.0,0.1,0,0,0,0,6.8,0,honest_normal,train
S00387,387,2,1.9,0.7,0,0,0,0,9.1,0,honest_normal,val
S00084,84,3,2.5,0.0,0,0,0,0,3.2,0,honest_normal,train
S00045,45,7,28.9,2.6,3,3,0,0,41.8,1,cheating_lookup,train
S00406,406,6,2.9,2.5,3,2,0,0,5.9,0,honest_distracted,train
S00122,122,8,1.4,0.1,0,0,0,0,10.3,0,honest_normal,train
S00291,291,7,0.0,0.1,0,0,0,0,11.3,0,honest_normal,val
S00346,346,2,30.1,3.3,9,4,0,0,39.3,1,cheating_lookup,train
S00312,312,1,8.2,1.0,2,1,0,0,8.0,0,honest_distracted,train
S00369,369,2,0.9,0.4,0,0,0,0,10.5,0,honest_normal,train
S00089,89,6,18.7,4.0,12,6,0,0,14.2,1,cheating_lookup,train
S00102,102,4,3.2,5.7,0,1,0,1,19.2,0,honest_environment_noise,train
S00321,321,1,1.6,0.5,1,0,0,0,8.4,0,honest_normal,val
S00193,193,4,0.0,0.9,0,0,0,0,4.2,0,honest_normal,train
S00104,104,4,15.9,0.0,4,1,1,1,51.9,1,cheating_collaboration,test
S00221,221,4,2.7,1.3,0,0,0,0,4.0,0,honest_normal,train
S00217,217,6,10.1,0.0,1,1,1,1,23.4,1,cheating_collaboration,train
S00321,321,2,3.3,1.5,0,0,0,0,1.5,0,honest_normal,val
S00070,70,1,0.9,1.0,1,0,0,0,3.9,0,honest_normal,train
S00085,85,1,0.3,0.4,0,0,0,0,1.3,0,honest_normal,val
S00377,377,6,25.8,3.7,11,2,0,0,25.3,1,cheating_lookup,train
S00149,149,1,25.0,3.5,8,6,0,0,36.7,1,cheating_lookup,train
S00216,216,1,8.6,1.9,2,1,1,1,53.6,1,cheating_collaboration,train
S00378,378,7,1.0,12.5,1,0,0,0,13.5,0,honest_environment_noise,train
S00138,138,3,2.9,0.2,1,0,0,0,0.0,0,honest_normal,train
S00154,154,8,4.5,2.6,6,1,0,1,16.7,0,honest_distracted,train
S00412,412,7,1.7,0.6,0,0,0,0,9.0,0,honest_normal,train
S00339,339,6,3.5,12.0,0,0,0,1,10.1,0,honest_environment_noise,train
S00182,182,5,1.7,0.0,0,0,0,0,3.3,0,honest_normal,train
S00299,299,1,4.2,1.5,0,0,0,0,6.8,0,honest_normal,train
S00027,27,3,2.0,0.0,0,0,0,0,7.2,0,honest_normal,train
S00210,210,1,0.9,0.7,0,0,0,0,7.1,0,honest_normal,train
S00054,54,5,2.2,0.0,0,0,0,0,8.0,0,honest_normal,train
S00244,244,4,16.2,1.4,5,2,0,1,37.5,1,cheating_collaboration,test
S00386,386,1,0.7,1.0,0,0,0,0,5.1,0,honest_normal,test
S00091,91,5,2.5,1.8,0,0,0,0,2.4,0,honest_normal,val
S00046,46,1,1.0,0.1,0,0,0,0,0.0,0,honest_normal,train
S00026,26,3,0.7,0.4,0,1,0,0,7.8,0,honest_normal,train
S00220,220,5,4.8,0.3,0,0,0,0,6.5,0,honest_normal,train
S00184,184,5,12.5,3.0,3,0,0,1,45.7,1,cheating_collaboration,val
S00374,374,6,0.4,0.0,0,0,0,0,8.2,0,honest_normal,train
S00212,212,2,0.0,0.9,0,0,0,0,5.1,0,honest_normal,test
S00398,398,2,2.4,1.1,0,0,0,0,10.6,0,honest_normal,test
S00283,283,5,1.4,0.7,0,0,0,0,8.7,0,honest_normal,train
S00058,58,5,0.0,1.1,0,0,0,0,6.5,0,honest_normal,train
S00406,406,3,10.2,0.0,0,0,0,0,12.1,0,honest_distracted,train
S00305,305,3,0.7,1.4,0,0,0,0,4.6,0,honest_normal,train
S00195,195,2,6.5,1.6,0,3,0,0,11.5,0,honest_distracted,train
S00215,215,4,11.0,2.0,2,3,1,1,40.6,1,cheating_collaboration,test
S00061,61,2,0.4,1.1,1,0,0,0,12.6,0,honest_normal,val
S00277,277,4,2.5,0.0,0,0,0,0,11.8,0,honest_normal,train
S00246,246,8,22.1,4.1,9,6,0,0,12.6,1,cheating_lookup,test
S00016,16,6,0.7,0.0,0,0,0,0,6.1,0,honest_normal,train
S00414,414,4,0.2,6.9,0,0,0,1,9.7,0,honest_environment_noise,train
S00335,335,5,2.4,0.0,0,0,0,0,10.9,0,honest_normal,train
S00209,209,1,1.7,0.2,0,0,0,0,0.0,0,honest_normal,train
S00260,260,6,2.5,5.7,1,0,0,1,0.0,0,honest_environment_noise,test
S00391,391,6,0.0,0.4,0,0,0,0,11.0,0,honest_normal,train
S00239,239,2,3.1,0.0,0,0,0,1,0.0,0,honest_normal,train
S00155,155,4,1.2,9.7,1,0,0,0,16.7,0,honest_environment_noise,test
S00270,270,6,25.7,3.6,10,4,0,0,21.0,1,cheating_lookup,train
S00167,167,6,1.6,0.1,1,0,0,0,7.3,0,honest_normal,train
S00176,176,6,2.1,2.0,1,0,0,0,8.9,0,honest_normal,test
S00150,150,6,13.7,3.1,2,1,0,1,22.7,1,cheating_collaboration,val
S00032,32,1,1.0,0.6,0,0,0,0,12.8,0,honest_normal,val
S00358,358,5,1.9,1.5,0,1,0,0,5.3,0,honest_normal,train
S00317,317,5,1.6,0.8,0,0,0,0,6.5,0,honest_normal,train
S00013,13,5,5.2,0.0,6,0,0,0,11.6,0,honest_distracted,train
S00237,237,9,2.1,0.2,0,0,0,0,7.9,0,honest_normal,test
S00198,198,7,13.5,3.0,7,8,0,0,19.9,1,cheating_lookup,train
S00114,114,2,1.3,4.5,0,0,0,0,3.2,0,honest_environment_noise,train
S00342,342,3,1.3,0.4,0,0,0,0,9.8,0,honest_normal,train
S00193,193,3,1.2,0.3,0,0,0,0,14.7,0,honest_normal,train
S00360,360,4,0.0,0.1,0,0,0,0,6.2,0,honest_normal,train
S00192,192,6,0.0,0.2,0,0,0,0,6.3,0,honest_normal,train
S00057,57,5,0.6,0.3,0,0,0,0,0.0,0,honest_normal,val
S00164,164,9,8.0,5.6,8,7,0,0,30.1,1,cheating_lookup,train
S00096,96,1,1.5,7.2,1,0,0,1,4.1,0,honest_environment_noise,train
S00325,325,5,0.9,1.8,0,0,0,0,10.8,0,honest_normal,train
S00375,375,3,1.4,1.0,0,1,0,0,11.7,0,honest_normal,train
S00004,4,6,0.8,0.0,0,0,0,0,8.3,0,honest_normal,train
S00167,167,2,0.0,0.6,0,0,0,0,2.4,0,honest_normal,train
S00023,23,3,9.7,2.9,3,0,0,0,15.8,0,honest_distracted,train
S00180,180,1,1.4,0.0,0,0,0,0,0.0,0,honest_normal,test
S00181,181,4,25.3,3.8,14,10,0,0,35.0,1,cheating_lookup,train
S00342,342,1,1.7,0.7,0,0,0,0,13.7,0,honest_normal,train
S00121,121,8,4.3,0.0,0,1,0,0,0.0,0,honest_normal,train
S00407,407,2,2.9,0.0,0,0,0,0,5.1,0,honest_normal,train
S00413,413,6,8.9,1.6,1,2,0,0,12.7,0,honest_distracted,train
S00209,209,5,1.0,0.7,0,0,0,0,9.4,0,honest_normal,train
S00298,298,1,0.0,0.7,0,0,0,0,7.1,0,honest_normal,train
S00348,348,8,1.3,0.6,0,1,0,0,9.5,0,honest_normal,train
S00397,397,3,6.0,2.3,2,0,0,0,10.4,0,honest_distracted,val
S00363,363,4,0.7,0.3,1,0,0,0,2.5,0,honest_normal,val
S00405,405,9,3.1,0.9,1,1,0,0,2.3,0,honest_normal,train
S00272,272,4,13.4,1.2,2,1,1,1,39.9,1,cheating_collaboration,train
S00093,93,1,1.8,0.6,0,0,0,0,2.2,0,honest_normal,val
S00096,96,9,3.0,11.4,0,1,0,1,18.2,0,honest_environment_noise,train
S00082,82,7,1.5,0.6,0,0,0,0,3.9,0,honest_normal,train
S00145,145,3,3.3,2.6,1,1,0,0,19.4,0,honest_distracted,train
S00322,322,3,8.2,0.0,5,4,1,1,46.2,1,cheating_collaboration,train
S00135,135,1,0.0,0.4,1,0,0,0,6.6,0,honest_normal,train
S00060,60,7,1.1,0.7,0,0,0,0,12.3,0,honest_normal,train
S00384,384,1,21.7,2.6,10,4,0,0,28.0,1,cheating_lookup,val
S00376,376,2,17.7,2.7,5,1,0,0,25.3,1,cheating_lookup,test
S00168,168,3,31.4,3.8,5,8,0,0,22.9,1,cheating_lookup,train
S00124,124,6,2.0,1.1,0,0,0,0,0.6,0,honest_normal,val
S00145,145,2,5.6,1.9,2,0,0,0,12.4,0,honest_distracted,train
S00241,241,4,2.2,0.0,0,0,0,0,8.2,0,honest_normal,train
S00178,178,7,0.0,0.6,0,0,1,0,5.7,0,honest_normal,train
S00241,241,1,0.2,0.4,0,0,0,0,11.4,0,honest_normal,train
S00397,397,7,9.9,0.9,2,0,0,0,9.8,0,honest_distracted,val
S00325,325,2,0.7,0.9,0,0,0,0,2.5,0,honest_normal,train
S00230,230,6,0.9,1.3,0,0,0,0,10.9,0,honest_normal,train
S00380,380,2,0.1,0.0,1,0,0,0,7.2,0,honest_normal,train
S00299,299,6,1.7,1.4,0,0,0,0,2.8,0,honest_normal,train
S00413,413,1,7.9,0.0,1,0,0,1,16.9,0,honest_distracted,train
S00042,42,8,1.7,1.1,0,0,0,0,10.9,0,honest_normal,test
S00136,136,2,0.3,2.2,0,0,0,0,0.0,0,honest_normal,train
S00260,260,2,4.5,7.8,0,0,0,0,17.6,0,honest_environment_noise,test
S00288,288,4,4.7,7.4,0,0,0,0,17.4,0,honest_environment_noise,train
S00273,273,2,1.2,1.3,0,0,0,0,4.2,0,honest_normal,val
S00132,132,5,5.0,1.1,3,2,0,0,25.3,0,honest_distracted,train
S00076,76,1,26.5,4.8,11,6,0,0,23.1,1,cheating_lookup,train
S00323,323,7,0.8,7.0,0,0,0,1,6.8,0,honest_environment_noise,train
S00267,267,1,1.1,0.9,0,0,0,0,5.0,0,honest_normal,train
S00292,292,2,0.4,0.0,1,0,0,0,7.8,0,honest_normal,train
S00212,212,4,3.3,0.1,0,1,0,0,8.8,0,honest_normal,test
S00286,286,6,1.0,1.2,0,0,0,0,9.1,0,honest_normal,train
S00086,86,3,13.0,0.1,5,1,1,1,32.2,1,cheating_collaboration,test
S00071,71,2,3.1,0.5,0,0,0,0,2.4,0,honest_normal,train
S00412,412,2,1.5,0.6,0,0,0,0,12.8,0,honest_normal,train
S00338,338,2,9.7,1.2,3,1,0,0,19.2,0,honest_distracted,train
S00198,198,2,29.3,3.9,3,7,0,0,25.2,1,cheating_lookup,train
S00300,300,2,2.2,1.1,0,0,0,0,4.1,0,honest_normal,train
S00078,78,1,4.4,3.0,1,0,0,0,20.1,0,honest_environment_noise,train
S00390,390,5,1.2,1.6,0,0,0,0,0.0,0,honest_normal,train
S00217,217,1,3.6,1.9,3,2,1,1,41.4,1,cheating_collaboration,train
S00162,162,3,0.3,0.0,0,0,0,0,5.7,0,honest_normal,train
S00316,316,3,2.0,2.4,0,0,0,0,3.1,0,honest_normal,train
S00279,279,4,1.9,0.7,0,0,0,0,1.1,0,honest_normal,test
S00101,101,2,2.9,0.0,0,0,0,0,4.4,0,honest_normal,train
S00369,369,1,3.1,0.3,0,0,0,1,11.9,0,honest_normal,train
S00201,201,3,1.8,0.5,0,1,0,0,14.0,0,honest_normal,train
S00166,166,1,4.8,1.6,0,0,0,0,6.0,0,honest_normal,val
S00250,250,9,8.7,0.0,3,1,0,0,24.2,0,honest_distracted,train
S00006,6,5,2.1,2.0,0,0,0,0,3.3,0,honest_normal,train
S00082,82,4,1.3,0.1,1,1,0,0,3.6,0,honest_normal,train
S00224,224,8,20.9,3.4,6,3,0,1,31.8,1,cheating_lookup,train
S00320,320,1,1.4,1.4,0,0,0,0,5.5,0,honest_normal,test
S00219,219,4,1.5,0.2,1,0,0,0,9.6,0,honest_normal,train
S00155,155,1,3.1,6.1,0,1,0,1,11.2,0,honest_environment_noise,test
S00100,100,5,10.7,0.4,4,2,1,1,44.5,1,cheating_collaboration,train
S00219,219,3,1.3,0.7,0,0,0,0,7.3,0,honest_normal,train
S00043,43,3,5.9,2.0,3,1,0,0,2.6,0,honest_distracted,train
S00275,275,6,8.6,1.1,0,0,0,0,15.7,0,honest_distracted,train
S00272,272,1,15.9,0.0,5,3,1,0,26.9,1,cheating_collaboration,train
S00265,265,1,3.4,0.0,0,0,0,0,12.6,0,honest_normal,train
S00324,324,3,18.0,5.0,5,7,0,0,20.0,1,cheating_lookup,train
S00078,78,4,3.9,9.5,1,1,0,0,11.4,0,honest_environment_noise,train
S00106,106,5,11.3,0.5,1,3,0,0,23.2,0,honest_distracted,train
S00286,286,5,1.1,6.8,0,0,0,1,3.4,0,honest_environment_noise,train
S00398,398,4,0.2,0.2,0,0,0,0,6.4,0,honest_normal,test
S00108,108,4,1.9,0.3,0,0,0,0,3.4,0,honest_normal,train
S00091,91,6,3.0,0.3,0,0,0,0,0.0,0,honest_normal,val
S00327,327,1,5.0,0.0,1,3,0,0,9.5,0,honest_distracted,train
S00042,42,7,0.9,0.0,0,0,0,0,4.7,0,honest_normal,test
S00123,123,1,3.3,0.7,0,0,0,0,6.5,0,honest_normal,test
S00135,135,2,0.0,0.3,1,0,0,0,9.5,0,honest_normal,train
S00304,304,1,1.4,1.2,0,0,0,0,10.9,0,honest_normal,train
S00110,110,4,0.2,0.4,0,0,0,0,3.2,0,honest_normal,test
S00229,229,3,3.0,1.2,0,0,0,0,0.9,0,honest_normal,train
S00109,109,3,0.0,6.1,0,0,0,0,23.0,0,honest_environment_noise,train
S00213,213,2,1.3,1.7,0,0,0,0,13.9,0,honest_normal,test
S00318,318,2,0.2,0.5,0,0,0,0,10.7,0,honest_normal,train
S00317,317,3,0.9,0.0,0,1,0,0,2.6,0,honest_normal,train
S00233,233,4,11.1,0.6,1,1,0,0,20.0,0,honest_distracted,train
S00057,57,6,2.1,0.0,0,0,0,0,11.4,0,honest_normal,val
S00129,129,1,20.7,4.7,8,8,0,1,22.6,1,cheating_lookup,train
S00061,61,3,0.1,0.3,0,0,0,0,6.1,0,honest_normal,val
S00142,142,1,3.4,1.6,1,3,1,1,26.0,1,cheating_collaboration,val
S00268,268,1,27.7,2.3,5,7,0,0,23.5,1,cheating_lookup,train
S00215,215,5,4.6,7.4,4,2,1,1,25.3,1,cheating_collaboration,test
S00386,386,4,0.2,1.3,0,0,0,0,7.2,0,honest_normal,test
S00006,6,1,2.6,1.0,0,0,0,0,3.3,0,honest_normal,train
S00047,47,6,2.5,0.9,0,0,0,0,3.7,0,honest_normal,train
S00228,228,5,22.0,6.8,8,3,0,1,40.2,1,cheating_lookup,test
S00039,39,3,0.9,0.1,0,0,0,0,8.4,0,honest_normal,test
S00077,77,5,16.5,2.2,4,3,0,0,34.4,1,cheating_lookup,train
S00399,399,4,1.9,0.0,0,2,0,0,0.6,0,honest_normal,train
