student_id,job_id,label,skill_overlap_ratio,mean_score_on_required,score_gap_mean,skills_below_threshold,nice_to_have_overlap,cgpa_gap,max_skill_score,avg_skill_score,graduation_recency,required_skills_count,min_score_threshold
STU_0226,JD_0003,0,0.0,42.57,-20.43,7,0.5,0.29,81.0,46.0,4,7,63
STU_0227,JD_0003,0,0.1429,49.71,-13.29,6,0.0,-0.43,86.0,56.85,3,7,63
STU_0228,JD_0003,0,0.1429,44.86,-18.14,6,0.0,1.63,85.0,53.1,3,7,63
STU_0229,JD_0003,0,0.5714,59.86,-3.14,3,0.0,2.29,84.0,51.65,3,7,63
STU_0230,JD_0003,0,0.2857,59.14,-3.86,5,0.5,2.45,85.0,54.25,1,7,63
STU_0231,JD_0003,0,0.4286,51.71,-11.29,4,0.5,0.05,86.0,52.05,0,7,63
STU_0232,JD_0003,0,0.2857,48.43,-14.57,5,0.5,1.07,88.0,44.45,2,7,63
STU_0233,JD_0003,0,0.5714,55.0,-8.0,3,0.0,2.05,84.0,54.95,1,7,63
STU_0234,JD_0003,0,0.2857,59.71,-3.29,5,1.0,0.49,94.0,52.8,4,7,63
STU_0235,JD_0003,0,0.1429,44.86,-18.14,6,0.5,1.82,86.0,51.55,0,7,63
STU_0236,JD_0003,0,0.2857,58.71,-4.29,5,1.0,1.38,86.0,57.3,0,7,63
STU_0237,JD_0003,0,0.2857,47.43,-15.57,5,0.0,2.51,95.0,50.85,4,7,63
STU_0238,JD_0003,0,0.1429,46.86,-16.14,6,0.0,2.82,76.0,50.55,-1,7,63
STU_0239,JD_0003,0,0.2857,52.29,-10.71,5,0.0,2.66,87.0,49.2,2,7,63
STU_0240,JD_0003,0,0.0,41.43,-21.57,7,0.5,0.44,86.0,47.8,1,7,63
STU_0241,JD_0003,0,0.4286,47.57,-15.43,4,1.0,-0.51,93.0,50.3,4,7,63
STU_0242,JD_0003,0,0.4286,53.29,-9.71,4,0.5,2.28,73.0,50.0,-1,7,63
STU_0243,JD_0003,0,0.0,43.0,-20.0,7,0.5,1.52,100.0,53.05,0,7,63
STU_0244,JD_0003,0,0.0,33.43,-29.57,7,0.0,3.15,92.0,49.4,-1,7,63
STU_0245,JD_0003,0,0.1429,41.86,-21.14,6,0.5,0.44,96.0,51.55,0,7,63
STU_0246,JD_0003,0,0.5714,62.29,-0.71,3,1.0,1.92,87.0,51.7,3,7,63
STU_0247,JD_0003,0,0.4286,52.43,-10.57,4,0.5,-0.41,80.0,53.45,2,7,63
STU_0248,JD_0003,0,0.2857,53.86,-9.14,5,0.0,3.29,80.0,55.55,0,7,63
STU_0249,JD_0003,0,0.1429,42.86,-20.14,6,1.0,1.72,88.0,45.6,4,7,63
STU_0250,JD_0003,0,0.5714,66.29,3.29,3,1.0,0.28,91.0,56.25,3,7,63
STU_0251,JD_0003,0,0.5714,52.86,-10.14,3,0.0,2.84,87.0,50.7,3,7,63
STU_0252,JD_0003,0,0.2857,49.29,-13.71,5,1.0,2.29,100.0,55.6,3,7,63
STU_0253,JD_0003,0,0.4286,58.86,-4.14,4,0.5,0.91,88.0,49.35,1,7,63
STU_0254,JD_0003,0,0.0,45.0,-18.0,7,0.5,0.49,96.0,54.4,-1,7,63
STU_0255,JD_0003,0,0.2857,56.43,-6.57,5,0.5,-0.22,86.0,49.6,3,7,63
STU_0256,JD_0003,0,0.4286,60.29,-2.71,4,0.5,1.01,87.0,52.65,2,7,63
STU_0257,JD_0003,0,0.1429,48.57,-14.43,6,0.5,0.27,78.0,51.25,1,7,63
STU_0258,JD_0003,0,0.4286,57.86,-5.14,4,0.0,0.32,100.0,55.8,4,7,63
STU_0259,JD_0003,0,0.0,35.0,-28.0,7,0.0,0.43,99.0,45.5,-1,7,63
STU_0260,JD_0003,0,0.4286,52.86,-10.14,4,0.5,-0.02,87.0,49.35,4,7,63
STU_0261,JD_0003,0,0.0,48.29,-14.71,7,0.0,-0.38,80.0,53.5,2,7,63
STU_0262,JD_0003,0,0.5714,62.14,-0.86,3,0.5,0.73,90.0,57.6,3,7,63
STU_0263,JD_0003,0,0.0,40.0,-23.0,7,0.0,2.57,84.0,45.55,-1,7,63
STU_0264,JD_0003,0,0.1429,48.86,-14.14,6,0.0,1.08,91.0,53.9,4,7,63
STU_0265,JD_0003,0,0.1429,53.57,-9.43,6,0.5,0.84,95.0,57.6,0,7,63
STU_0266,JD_0003,0,0.4286,54.57,-8.43,4,0.0,-0.81,84.0,49.1,1,7,63
STU_0267,JD_0003,0,0.1429,46.71,-16.29,6,0.0,3.06,79.0,50.65,-1,7,63
STU_0268,JD_0003,0,0.4286,58.86,-4.14,4,0.0,1.63,97.0,45.3,1,7,63
STU_0269,JD_0003,0,0.2857,43.14,-19.86,5,1.0,0.56,95.0,50.9,-1,7,63
STU_0270,JD_0003,0,0.2857,50.57,-12.43,5,0.0,-0.41,84.0,46.4,-1,7,63
STU_0271,JD_0003,0,0.0,33.29,-29.71,7,0.0,3.22,89.0,48.0,-1,7,63
STU_0272,JD_0003,0,0.4286,59.29,-3.71,4,0.5,0.2,86.0,50.1,3,7,63
STU_0273,JD_0003,0,0.1429,46.71,-16.29,6,0.0,3.19,83.0,49.4,3,7,63
STU_0274,JD_0003,0,0.0,44.29,-18.71,7,0.0,1.03,96.0,51.5,0,7,63
STU_0275,JD_0003,0,0.1429,50.14,-12.86,6,0.0,2.82,78.0,50.35,2,7,63
STU_0276,JD_0003,0,0.2857,53.86,-9.14,5,0.5,1.12,82.0,49.75,4,7,63
STU_0277,JD_0003,0,0.0,38.14,-24.86,7,0.0,0.61,100.0,50.1,4,7,63
STU_0278,JD_0003,0,0.4286,62.29,-0.71,4,0.0,-0.66,97.0,57.15,4,7,63
STU_0279,JD_0003,0,0.2857,58.14,-4.86,5,0.0,1.65,88.0,47.4,0,7,63
STU_0280,JD_0003,0,0.1429,49.0,-14.0,6,0.5,2.95,89.0,52.55,-1,7,63
STU_0281,JD_0003,0,0.5714,62.0,-1.0,3,1.0,1.7,75.0,51.7,2,7,63
STU_0282,JD_0003,0,0.2857,51.57,-11.43,5,0.5,2.59,86.0,53.55,4,7,63
STU_0283,JD_0003,0,0.1429,44.86,-18.14,6,1.0,-0.16,95.0,51.35,-1,7,63
STU_0284,JD_0003,0,0.2857,48.71,-14.29,5,0.5,1.35,100.0,53.35,0,7,63
STU_0285,JD_0003,0,0.1429,38.71,-24.29,6,0.0,0.86,76.0,48.15,1,7,63
STU_0286,JD_0003,0,0.2857,52.14,-10.86,5,1.0,1.88,86.0,49.85,-1,7,63
STU_0287,JD_0003,0,0.2857,42.71,-20.29,5,0.5,0.76,74.0,47.8,-1,7,63
STU_0288,JD_0003,0,0.0,40.71,-22.29,7,0.5,0.53,75.0,45.1,3,7,63
STU_0289,JD_0003,0,0.0,43.43,-19.57,7,0.5,3.26,82.0,51.45,2,7,63
STU_0290,JD_0003,0,0.7143,68.71,5.71,2,1.0,2.15,100.0,50.25,0,7,63
STU_0291,JD_0003,0,0.4286,50.29,-12.71,4,0.0,2.5,100.0,52.5,-1,7,63
STU_0292,JD_0003,0,0.1429,42.86,-20.14,6,0.0,1.88,74.0,47.25,4,7,63
STU_0293,JD_0003,0,0.2857,46.86,-16.14,5,0.0,0.43,100.0,42.1,2,7,63
STU_0294,JD_0003,0,0.5714,60.0,-3.0,3,0.0,3.4,90.0,47.1,3,7,63
STU_0295,JD_0003,0,0.2857,51.57,-11.43,5,0.0,2.41,82.0,46.65,0,7,63
STU_0296,JD_0003,0,0.0,37.57,-25.43,7,1.0,-0.34,97.0,48.15,0,7,63
STU_0297,JD_0003,0,0.5714,66.0,3.0,3,1.0,2.42,90.0,53.75,-1,7,63
STU_0298,JD_0003,0,0.0,53.14,-9.86,7,0.0,0.67,79.0,51.55,1,7,63
STU_0299,JD_0003,0,0.2857,51.14,-11.86,5,0.5,2.34,90.0,54.1,2,7,63
STU_0300,JD_0003,0,0.4286,63.0,0.0,4,1.0,3.25,96.0,54.25,2,7,63
STU_0001,JD_0004,0,0.2,46.4,-22.6,4,0.0,1.39,95.0,48.65,4,5,69
STU_0002,JD_0004,0,0.2,53.4,-15.6,4,0.0,1.38,93.0,47.15,-1,5,69
STU_0003,JD_0004,0,0.6,72.4,3.4,2,0.5,-1.67,87.0,52.2,4,5,69
STU_0004,JD_0004,0,0.4,56.4,-12.6,3,1.0,0.61,87.0,49.55,4,5,69
STU_0005,JD_0004,0,0.2,56.6,-12.4,4,0.5,-0.85,76.0,49.6,1,5,69
STU_0006,JD_0004,0,0.0,45.2,-23.8,5,0.5,0.02,100.0,51.85,-1,5,69
STU_0007,JD_0004,0,0.0,49.8,-19.2,5,1.0,-1.4,79.0,51.0,4,5,69
STU_0008,JD_0004,0,0.2,60.2,-8.8,4,1.0,1.67,79.0,50.55,2,5,69
STU_0009,JD_0004,0,0.2,58.4,-10.6,4,0.5,-1.46,89.0,56.4,1,5,69
STU_0010,JD_0004,0,0.2,50.6,-18.4,4,1.0,-0.97,84.0,49.45,0,5,69
STU_0011,JD_0004,0,0.2,55.6,-13.4,4,1.0,2.44,100.0,57.5,2,5,69
STU_0012,JD_0004,0,0.4,56.2,-12.8,3,1.0,0.93,82.0,51.9,1,5,69
STU_0013,JD_0004,0,0.0,39.4,-29.6,5,0.5,1.08,100.0,54.35,3,5,69
STU_0014,JD_0004,0,0.0,41.2,-27.8,5,0.0,0.93,96.0,46.1,0,5,69
STU_0015,JD_0004,0,0.2,52.8,-16.2,4,0.0,-0.17,85.0,53.6,1,5,69
STU_0016,JD_0004,0,0.0,48.0,-21.0,5,1.0,-0.41,91.0,55.45,-1,5,69
STU_0017,JD_0004,0,0.2,56.6,-12.4,4,0.5,-0.65,83.0,53.25,1,5,69
STU_0018,JD_0004,0,0.2,40.6,-28.4,4,0.5,0.35,75.0,47.95,-1,5,69
STU_0019,JD_0004,0,0.4,60.2,-8.8,3,0.5,-0.74,93.0,59.3,3,5,69
STU_0020,JD_0004,0,0.4,64.2,-4.8,3,0.5,2.06,100.0,49.65,1,5,69
STU_0021,JD_0004,0,0.0,41.6,-27.4,5,0.5,0.32,95.0,50.7,0,5,69
STU_0022,JD_0004,0,0.4,68.2,-0.8,3,1.0,0.02,98.0,53.4,-1,5,69
STU_0023,JD_0004,0,0.0,55.0,-14.0,5,1.0,0.48,64.0,43.7,1,5,69
STU_0024,JD_0004,0,0.4,62.2,-6.8,3,0.0,2.0,100.0,55.15,-1,5,69
STU_0025,JD_0004,0,0.2,49.6,-19.4,4,0.5,0.07,75.0,47.9,2,5,69
STU_0026,JD_0004,0,0.4,67.2,-1.8,3,0.5,0.38,83.0,48.7,3,5,69
STU_0027,JD_0004,0,0.4,55.6,-13.4,3,0.5,-0.94,75.0,42.65,0,5,69
STU_0028,JD_0004,0,0.2,59.0,-10.0,4,0.5,0.78,77.0,48.95,4,5,69
STU_0029,JD_0004,0,0.2,49.8,-19.2,4,0.0,-0.77,97.0,52.25,2,5,69
STU_0030,JD_0004,0,0.2,48.8,-20.2,4,0.5,0.29,100.0,52.2,-1,5,69
STU_0031,JD_0004,0,0.2,53.4,-15.6,4,0.5,0.24,100.0,55.8,-1,5,69
STU_0032,JD_0004,0,0.2,51.6,-17.4,4,0.5,0.02,73.0,49.15,0,5,69
STU_0033,JD_0004,0,0.4,61.6,-7.4,3,0.5,-0.46,97.0,51.95,-1,5,69
STU_0034,JD_0004,0,0.2,55.2,-13.8,4,0.0,0.14,94.0,50.0,0,5,69
STU_0035,JD_0004,0,0.0,48.4,-20.6,5,1.0,0.73,89.0,52.6,4,5,69
STU_0036,JD_0004,0,0.2,60.0,-9.0,4,0.5,1.24,71.0,50.05,4,5,69
STU_0037,JD_0004,0,0.2,51.4,-17.6,4,0.0,-1.5,83.0,51.55,2,5,69
STU_0038,JD_0004,0,0.2,54.0,-15.0,4,0.5,0.52,84.0,47.65,3,5,69
STU_0039,JD_0004,0,0.4,61.8,-7.2,3,0.5,1.57,99.0,56.95,3,5,69
STU_0040,JD_0004,0,0.2,47.4,-21.6,4,0.5,0.05,84.0,52.25,-1,5,69
STU_0041,JD_0004,0,0.2,48.4,-20.6,4,0.5,1.01,86.0,53.0,-1,5,69
STU_0042,JD_0004,0,0.2,62.6,-6.4,4,1.0,-0.34,93.0,53.85,-1,5,69
STU_0043,JD_0004,0,0.4,61.8,-7.2,3,0.5,0.13,82.0,52.85,0,5,69
STU_0044,JD_0004,0,0.6,63.2,-5.8,2,0.5,1.96,100.0,55.5,3,5,69
STU_0045,JD_0004,0,0.2,59.0,-10.0,4,1.0,1.0,100.0,60.5,4,5,69
STU_0046,JD_0004,0,0.0,52.8,-16.2,5,1.0,-0.05,81.0,55.9,3,5,69
STU_0047,JD_0004,0,0.2,51.0,-18.0,4,0.5,-0.17,89.0,49.35,3,5,69
STU_0048,JD_0004,0,0.0,49.6,-19.4,5,0.5,1.2,93.0,54.1,1,5,69
STU_0049,JD_0004,0,0.6,65.0,-4.0,2,1.0,-0.98,99.0,50.65,3,5,69
STU_0050,JD_0004,0,0.2,63.0,-6.0,4,0.5,1.42,85.0,49.55,4,5,69
STU_0051,JD_0004,0,0.8,75.2,6.2,1,1.0,2.15,92.0,59.0,0,5,69
STU_0052,JD_0004,0,0.4,64.0,-5.0,3,1.0,1.86,95.0,51.9,4,5,69
STU_0053,JD_0004,0,0.2,45.2,-23.8,4,1.0,-1.28,89.0,55.4,1,5,69
STU_0054,JD_0004,0,0.4,59.4,-9.6,3,0.5,0.86,89.0,46.65,4,5,69
STU_0055,JD_0004,0,0.6,61.0,-8.0,2,1.0,-0.44,82.0,52.4,0,5,69
STU_0056,JD_0004,0,0.0,42.6,-26.4,5,0.5,-0.66,100.0,57.55,3,5,69
STU_0057,JD_0004,0,0.0,56.6,-12.4,5,0.5,-0.44,96.0,57.65,1,5,69
STU_0058,JD_0004,0,0.4,67.6,-1.4,3,0.5,2.48,96.0,49.05,0,5,69
STU_0059,JD_0004,0,0.4,58.6,-10.4,3,1.0,-1.23,81.0,49.75,2,5,69
STU_0060,JD_0004,0,0.0,50.4,-18.6,5,1.0,-1.12,80.0,51.6,2,5,69
STU_0061,JD_0004,0,0.2,60.6,-8.4,4,0.5,0.47,90.0,49.55,-1,5,69
STU_0062,JD_0004,0,0.2,49.2,-19.8,4,0.5,-0.66,83.0,57.0,3,5,69
STU_0063,JD_0004,0,0.0,45.8,-23.2,5,0.5,-0.59,97.0,47.35,2,5,69
STU_0064,JD_0004,0,0.2,53.4,-15.6,4,0.5,0.93,100.0,53.05,-1,5,69
STU_0065,JD_0004,0,0.2,51.4,-17.6,4,0.5,-1.4,100.0,52.05,4,5,69
STU_0066,JD_0004,0,0.0,46.8,-22.2,5,0.5,1.52,80.0,51.2,2,5,69
STU_0067,JD_0004,0,0.6,61.2,-7.8,2,0.5,1.23,94.0,52.5,0,5,69
STU_0068,JD_0004,0,0.2,44.0,-25.0,4,0.0,2.09,89.0,45.05,-1,5,69
STU_0069,JD_0004,0,0.2,63.4,-5.6,4,0.5,-1.16,94.0,49.7,0,5,69
STU_0070,JD_0004,0,0.2,54.6,-14.4,4,0.5,2.07,100.0,56.2,4,5,69
STU_0071,JD_0004,0,0.0,53.8,-15.2,5,0.0,1.55,89.0,57.4,2,5,69
STU_0072,JD_0004,0,0.2,52.0,-17.0,4,0.0,2.4,100.0,52.7,3,5,69
STU_0073,JD_0004,0,0.2,53.4,-15.6,4,1.0,2.18,89.0,57.65,-1,5,69
STU_0074,JD_0004,0,0.2,46.4,-22.6,4,1.0,1.59,78.0,51.2,3,5,69
STU_0075,JD_0004,0,0.4,67.2,-1.8,3,0.5,-0.94,90.0,59.65,3,5,69
STU_0076,JD_0004,0,0.0,52.8,-16.2,5,0.5,-1.7,94.0,51.9,3,5,69
STU_0077,JD_0004,0,0.2,54.0,-15.0,4,1.0,2.36,95.0,49.35,4,5,69
STU_0078,JD_0004,0,0.6,67.2,-1.8,2,1.0,1.12,83.0,52.5,1,5,69
STU_0079,JD_0004,0,0.2,50.2,-18.8,4,0.0,-1.03,85.0,46.35,2,5,69
STU_0080,JD_0004,0,0.0,53.6,-15.4,5,1.0,-0.31,75.0,47.3,1,5,69
STU_0081,JD_0004,0,0.6,74.4,5.4,2,0.5,-0.14,100.0,50.7,4,5,69
STU_0082,JD_0004,0,0.2,47.4,-21.6,4,0.5,0.08,100.0,53.75,-1,5,69
STU_0083,JD_0004,0,0.2,57.4,-11.6,4,1.0,0.05,93.0,57.3,2,5,69
STU_0084,JD_0004,0,0.2,56.0,-13.0,4,0.5,1.85,84.0,54.4,-1,5,69
STU_0085,JD_0004,0,0.4,58.0,-11.0,3,1.0,-0.04,85.0,52.8,-1,5,69
STU_0086,JD_0004,0,0.4,67.0,-2.0,3,0.5,-0.98,100.0,52.95,3,5,69
STU_0087,JD_0004,0,0.0,50.6,-18.4,5,1.0,0.65,88.0,53.5,0,5,69
STU_0088,JD_0004,0,0.2,56.2,-12.8,4,0.5,-0.9,87.0,55.7,2,5,69
STU_0089,JD_0004,0,0.4,50.4,-18.6,3,0.5,0.1,97.0,52.5,1,5,69
STU_0090,JD_0004,0,0.2,52.2,-16.8,4,0.5,-1.07,92.0,49.05,-1,5,69
STU_0091,JD_0004,0,0.4,64.2,-4.8,3,0.0,-1.4,79.0,44.9,2,5,69
STU_0092,JD_0004,0,0.2,53.4,-15.6,4,0.5,-1.17,78.0,51.7,3,5,69
STU_0093,JD_0004,0,0.2,53.2,-15.8,4,0.5,0.16,87.0,50.9,4,5,69
STU_0094,JD_0004,0,0.6,74.0,5.0,2,0.5,-0.08,88.0,51.4,1,5,69
STU_0095,JD_0004,0,0.4,57.6,-11.4,3,0.0,1.55,86.0,52.25,4,5,69
STU_0096,JD_0004,0,0.0,51.2,-17.8,5,1.0,-1.58,78.0,49.25,1,5,69
STU_0097,JD_0004,0,0.4,48.8,-20.2,3,1.0,1.07,84.0,52.15,1,5,69
STU_0098,JD_0004,0,0.4,62.8,-6.2,3,0.5,1.7,92.0,54.5,0,5,69
STU_0099,JD_0004,0,0.6,59.8,-9.2,2,0.5,1.4,89.0,54.45,3,5,69
STU_0100,JD_0004,0,0.0,48.8,-20.2,5,0.5,-0.61,82.0,53.8,-1,5,69
STU_0101,JD_0004,0,0.2,46.8,-22.2,4,1.0,0.09,75.0,44.4,2,5,69
STU_0102,JD_0004,0,0.4,66.0,-3.0,3,0.5,-0.43,90.0,54.95,2,5,69
STU_0103,JD_0004,0,0.0,39.8,-29.2,5,0.5,-0.15,88.0,48.45,3,5,69
STU_0104,JD_0004,0,0.2,48.6,-20.4,4,0.5,-0.05,84.0,53.6,1,5,69
STU_0105,JD_0004,0,0.2,54.2,-14.8,4,0.0,1.78,72.0,47.75,3,5,69
STU_0106,JD_0004,0,0.2,51.0,-18.0,4,0.5,-0.16,88.0,47.35,0,5,69
STU_0107,JD_0004,0,0.6,69.2,0.2,2,1.0,0.51,100.0,55.65,1,5,69
STU_0108,JD_0004,0,0.2,42.4,-26.6,4,0.5,-0.86,94.0,50.3,1,5,69
STU_0109,JD_0004,0,0.4,58.2,-10.8,3,0.5,1.08,86.0,54.15,2,5,69
STU_0110,JD_0004,0,0.2,57.0,-12.0,4,1.0,2.42,80.0,51.0,3,5,69
STU_0111,JD_0004,0,0.6,66.0,-3.0,2,1.0,1.05,77.0,52.25,0,5,69
STU_0112,JD_0004,0,0.0,43.4,-25.6,5,0.5,-1.02,93.0,49.8,1,5,69
STU_0113,JD_0004,0,0.2,45.4,-23.6,4,0.5,-0.39,85.0,50.05,1,5,69
STU_0114,JD_0004,0,0.2,46.8,-22.2,4,1.0,0.22,76.0,51.4,4,5,69
STU_0115,JD_0004,0,0.0,41.0,-28.0,5,1.0,1.0,93.0,54.0,3,5,69
STU_0116,JD_0004,0,0.0,52.8,-16.2,5,1.0,1.81,100.0,56.9,3,5,69
STU_0117,JD_0004,0,0.2,56.8,-12.2,4,1.0,1.08,83.0,53.65,1,5,69
STU_0118,JD_0004,0,0.0,55.2,-13.8,5,1.0,-1.08,82.0,52.6,2,5,69
STU_0119,JD_0004,0,0.0,45.2,-23.8,5,0.5,-1.34,95.0,48.7,2,5,69
STU_0120,JD_0004,0,0.0,47.6,-21.4,5,0.5,2.25,87.0,45.45,1,5,69
STU_0121,JD_0004,0,0.2,54.8,-14.2,4,1.0,1.2,92.0,53.2,4,5,69
STU_0122,JD_0004,0,0.2,56.0,-13.0,4,1.0,1.57,87.0,51.3,0,5,69
STU_0123,JD_0004,0,0.2,65.2,-3.8,4,0.5,0.38,71.0,53.5,4,5,69
STU_0124,JD_0004,0,0.6,66.4,-2.6,2,1.0,0.06,88.0,56.0,4,5,69
STU_0125,JD_0004,0,0.2,51.8,-17.2,4,0.5,-1.04,97.0,51.7,1,5,69
STU_0126,JD_0004,0,0.6,69.6,0.6,2,0.5,1.53,90.0,48.85,0,5,69
STU_0127,JD_0004,0,0.4,59.0,-10.0,3,1.0,1.86,100.0,56.85,2,5,69
STU_0128,JD_0004,0,0.0,41.4,-27.6,5,1.0,0.65,81.0,50.25,1,5,69
STU_0129,JD_0004,0,0.2,53.6,-15.4,4,0.5,1.86,84.0,52.45,1,5,69
STU_0130,JD_0004,0,0.0,47.2,-21.8,5,0.5,-0.34,72.0,52.4,2,5,69
STU_0131,JD_0004,0,0.4,54.0,-15.0,3,0.5,0.42,85.0,47.75,4,5,69
STU_0132,JD_0004,0,0.8,75.6,6.6,1,0.5,0.59,83.0,58.8,1,5,69
STU_0133,JD_0004,0,0.2,61.8,-7.2,4,0.5,1.61,99.0,52.8,1,5,69
STU_0134,JD_0004,0,0.0,41.8,-27.2,5,0.5,-0.75,81.0,47.05,-1,5,69
STU_0135,JD_0004,0,0.2,62.6,-6.4,4,0.5,0.48,83.0,55.5,0,5,69
STU_0136,JD_0004,0,0.2,49.2,-19.8,4,1.0,1.22,95.0,57.35,2,5,69
STU_0137,JD_0004,0,0.4,62.8,-6.2,3,0.5,1.3,87.0,59.9,4,5,69
STU_0138,JD_0004,0,0.2,47.4,-21.6,4,1.0,-0.87,78.0,50.5,3,5,69
STU_0139,JD_0004,0,0.2,59.0,-10.0,4,1.0,-0.58,78.0,47.9,0,5,69
STU_0140,JD_0004,0,0.0,44.2,-24.8,5,0.5,-1.03,80.0,44.75,2,5,69
STU_0141,JD_0004,0,0.4,61.6,-7.4,3,0.5,-1.6,100.0,52.5,2,5,69
STU_0142,JD_0004,0,0.2,49.8,-19.2,4,1.0,1.93,100.0,55.95,-1,5,69
STU_0143,JD_0004,0,0.2,56.8,-12.2,4,0.5,0.22,90.0,47.05,2,5,69
STU_0144,JD_0004,0,0.0,44.4,-24.6,5,0.5,2.25,82.0,47.1,2,5,69
STU_0145,JD_0004,0,0.4,64.4,-4.6,3,0.5,-1.48,100.0,49.55,1,5,69
STU_0146,JD_0004,0,0.2,52.8,-16.2,4,0.5,1.69,83.0,52.85,3,5,69
STU_0147,JD_0004,0,0.0,58.0,-11.0,5,0.5,1.49,73.0,53.45,0,5,69
STU_0148,JD_0004,0,0.2,45.0,-24.0,4,0.5,-0.16,85.0,52.0,0,5,69
STU_0149,JD_0004,0,0.0,57.6,-11.4,5,0.0,0.65,76.0,50.35,2,5,69
STU_0150,JD_0004,0,0.2,52.2,-16.8,4,0.5,-0.89,91.0,52.45,-1,5,69
STU_0151,JD_0004,0,0.0,38.4,-30.6,5,1.0,0.57,79.0,45.45,3,5,69
STU_0152,JD_0004,0,0.4,65.8,-3.2,3,0.5,0.75,90.0,48.7,-1,5,69
STU_0153,JD_0004,0,0.2,54.0,-15.0,4,0.5,-0.58,89.0,50.65,-1,5,69
STU_0154,JD_0004,0,0.2,53.4,-15.6,4,0.5,1.59,98.0,55.5,2,5,69
STU_0155,JD_0004,0,0.2,59.2,-9.8,4,0.5,-1.31,87.0,51.0,1,5,69
STU_0156,JD_0004,0,0.2,53.8,-15.2,4,1.0,-1.49,80.0,52.35,3,5,69
STU_0157,JD_0004,0,0.6,62.6,-6.4,2,1.0,0.09,91.0,49.1,2,5,69
STU_0158,JD_0004,0,0.2,46.8,-22.2,4,1.0,0.35,84.0,46.25,2,5,69
STU_0159,JD_0004,0,0.2,55.2,-13.8,4,0.5,2.02,74.0,43.75,4,5,69
STU_0160,JD_0004,0,0.2,46.6,-22.4,4,1.0,-1.41,100.0,52.6,4,5,69
STU_0161,JD_0004,0,0.4,61.8,-7.2,3,0.5,1.73,91.0,55.3,-1,5,69
STU_0162,JD_0004,0,0.4,60.2,-8.8,3,0.5,1.0,90.0,52.9,0,5,69
STU_0163,JD_0004,0,0.4,66.0,-3.0,3,1.0,1.7,100.0,55.7,-1,5,69
STU_0164,JD_0004,0,0.2,60.4,-8.6,4,1.0,-0.42,81.0,56.5,2,5,69
STU_0165,JD_0004,0,0.2,50.6,-18.4,4,1.0,0.33,93.0,49.15,-1,5,69
STU_0166,JD_0004,0,0.2,49.4,-19.6,4,1.0,-1.42,88.0,55.85,1,5,69
STU_0167,JD_0004,0,0.2,56.8,-12.2,4,1.0,1.75,85.0,53.25,0,5,69
STU_0168,JD_0004,0,0.4,64.6,-4.4,3,1.0,-1.57,95.0,52.25,1,5,69
STU_0169,JD_0004,0,0.2,44.4,-24.6,4,1.0,0.1,78.0,47.55,-1,5,69
STU_0170,JD_0004,0,0.6,72.6,3.6,2,0.5,2.19,100.0,55.3,3,5,69
STU_0171,JD_0004,0,0.2,51.2,-17.8,4,0.0,2.38,82.0,51.4,4,5,69
STU_0172,JD_0004,0,0.4,61.4,-7.6,3,1.0,0.57,87.0,55.9,2,5,69
STU_0173,JD_0004,0,0.2,43.4,-25.6,4,0.5,0.18,88.0,47.8,4,5,69
STU_0174,JD_0004,0,0.6,65.8,-3.2,2,0.5,-0.54,100.0,53.2,-1,5,69
STU_0175,JD_0004,0,0.4,61.2,-7.8,3,0.5,-0.75,81.0,50.3,1,5,69
STU_0176,JD_0004,0,0.0,54.2,-14.8,5,1.0,0.39,78.0,50.4,0,5,69
STU_0177,JD_0004,0,0.6,71.4,2.4,2,0.0,2.22,100.0,53.45,2,5,69
STU_0178,JD_0004,0,0.2,53.8,-15.2,4,0.5,-0.52,100.0,54.0,-1,5,69
STU_0179,JD_0004,0,0.4,59.4,-9.6,3,0.5,0.12,88.0,51.9,3,5,69
STU_0180,JD_0004,0,0.6,75.4,6.4,2,0.5,-0.18,90.0,55.35,0,5,69
STU_0181,JD_0004,0,0.0,53.0,-16.0,5,0.5,-0.15,75.0,52.5,0,5,69
STU_0182,JD_0004,0,0.4,62.2,-6.8,3,0.0,2.13,83.0,50.55,-1,5,69
STU_0183,JD_0004,0,0.2,50.2,-18.8,4,1.0,2.35,78.0,50.25,1,5,69
STU_0184,JD_0004,0,0.2,48.6,-20.4,4,0.5,1.96,85.0,55.35,4,5,69
STU_0185,JD_0004,0,0.2,58.8,-10.2,4,0.5,1.31,91.0,58.8,4,5,69
STU_0186,JD_0004,0,0.2,64.0,-5.0,4,0.5,1.56,93.0,54.1,1,5,69
STU_0187,JD_0004,0,0.6,74.0,5.0,2,1.0,-1.45,97.0,47.95,-1,5,69
STU_0188,JD_0004,0,0.4,52.6,-16.4,3,0.5,0.9,93.0,50.6,2,5,69
STU_0189,JD_0004,0,0.4,61.6,-7.4,3,0.5,-0.79,91.0,44.95,4,5,69
STU_0190,JD_0004,0,0.2,45.0,-24.0,4,0.0,2.41,78.0,48.25,1,5,69
STU_0191,JD_0004,0,0.0,36.8,-32.2,5,1.0,1.18,84.0,44.2,3,5,69
STU_0192,JD_0004,0,0.0,47.2,-21.8,5,1.0,-0.26,74.0,50.8,2,5,69
STU_0193,JD_0004,0,0.2,53.8,-15.2,4,1.0,0.63,69.0,48.25,1,5,69
