transaction_id,age,income,credit_limit,transaction_amount,num_transactions_30d,account_age_months,num_prev_disputes,merchant_category,country_match,time_of_day_hour,is_weekend,card_present,distance_from_home_km,dispute_reason,is_fraud
TXN000347,24,25806,9887,3265,2,44,4,electronics,1,14,0,0,18,none,1
TXN000348,53,149343,47403,99,4,163,2,food,1,6,0,1,10,none,0
TXN000349,34,81638,10832,4118,39,55,3,online,1,0,0,1,54,none,0
TXN000350,41,131506,37258,3030,6,215,3,food,1,0,0,1,42,none,0
TXN000351,68,54757,16091,1867,69,137,4,food,1,4,0,1,18,none,0
TXN000352,40,59636,9918,814,69,130,3,travel,1,23,0,1,35,none,0
TXN000353,28,105097,50265,954,20,189,0,online,1,8,1,1,14,none,0
TXN000354,27,73280,32242,2799,64,41,0,retail,1,11,0,1,99,none,0
TXN000355,23,49262,18109,3885,16,172,1,retail,1,5,1,0,18,none,0
TXN000356,37,105435,30040,1620,51,64,3,food,0,12,1,1,14,none,0
TXN000357,53,87211,23085,2933,37,31,1,food,1,7,0,1,69,none,0
TXN000358,68,79842,28774,3892,73,236,2,electronics,1,14,1,1,0,none,0
TXN000359,32,81979,26083,3231,69,47,0,online,1,5,0,1,15,none,0
TXN000360,71,139524,17427,4401,42,130,2,food,1,5,1,0,23,none,0
TXN000361,42,106470,32473,4745,57,96,4,electronics,1,3,1,1,106,other,1
TXN000362,42,63197,26704,2397,66,210,0,online,1,10,0,1,150,none,0
TXN000363,66,66844,18963,4733,9,77,2,retail,1,20,0,1,63,none,0
TXN000364,50,89754,10840,951,64,110,4,electronics,1,17,0,1,33,none,0
TXN000365,58,126868,52588,4935,22,69,2,online,1,2,0,1,51,none,0
TXN000366,58,59157,10680,2576,34,58,4,electronics,1,2,0,1,26,none,0
TXN000367,65,102129,20777,985,55,106,4,food,1,11,0,0,17,none,0
TXN000368,71,65042,10789,964,29,44,0,travel,1,20,0,0,150,none,0
TXN000369,74,86665,20113,1272,38,74,1,retail,1,20,0,1,6,none,0
TXN000370,28,140512,56584,953,18,56,4,food,1,5,1,1,21,none,0
TXN000371,47,141953,43686,2212,71,171,4,food,1,20,1,1,114,none,1
TXN000372,47,107856,19624,3337,65,127,0,online,1,5,0,1,64,none,0
TXN000373,54,52376,23628,4284,1,217,1,electronics,1,7,0,1,1,none,0
TXN000374,41,134049,60567,2269,4,162,3,retail,1,14,0,1,1,none,0
TXN000375,50,80554,36106,1838,4,229,3,food,1,17,0,1,36,none,0
TXN000376,53,39199,7664,1267,27,30,1,online,1,19,1,1,33,none,0
TXN000377,48,143533,40260,474,43,71,2,retail,1,15,0,1,29,none,0
TXN000378,67,106412,52567,3304,59,198,0,electronics,0,5,0,1,18,none,1
TXN000379,53,75948,31047,1240,32,118,1,food,1,20,1,1,215,none,0
TXN000380,25,98781,10951,2664,33,55,3,food,1,16,1,1,15,none,1
TXN000381,68,97750,12324,894,28,67,4,food,1,8,0,1,33,fraud_claimed,1
TXN000382,39,91262,26061,3815,55,141,3,retail,1,18,0,0,25,none,1
TXN000383,24,142424,66040,3866,60,3,4,retail,1,17,0,1,9,none,0
TXN000384,55,71600,22588,3145,70,26,0,retail,1,22,0,0,11,none,1
TXN000385,69,101898,30480,934,62,57,4,retail,1,4,1,1,125,none,0
TXN000386,37,87483,12439,4599,34,126,1,online,1,5,0,1,97,none,0
TXN000387,64,43297,15704,1556,56,152,4,travel,1,11,0,1,11,none,0
TXN000388,48,55448,23778,1104,13,53,2,online,1,10,1,1,104,none,0
TXN000389,50,51172,12903,2421,56,198,1,food,1,15,1,0,11,none,0
TXN000390,49,67874,27844,2627,18,43,0,online,1,19,1,1,49,none,0
TXN000391,66,32657,15864,772,54,188,1,electronics,1,16,0,0,4,none,0
TXN000392,73,109386,19854,2333,77,186,2,retail,1,19,0,1,106,none,0
TXN000393,26,50425,15598,4155,43,49,0,electronics,1,8,0,1,2,none,0
TXN000394,55,51685,11104,2785,39,42,3,electronics,0,0,0,1,40,none,1
TXN000395,61,147000,61319,4669,61,204,2,food,1,2,0,1,75,none,1
TXN000396,57,137855,45635,4888,42,228,0,retail,1,20,0,0,6,none,0
TXN000397,44,49578,17542,3165,79,194,4,electronics,1,22,0,1,25,none,1
TXN000398,49,53831,22564,3980,18,11,1,food,1,8,1,1,2,none,0
TXN000399,69,32906,8502,2050,23,103,0,retail,1,21,0,1,57,merchant_error,0
TXN000400,66,86413,40271,593,54,98,1,travel,1,18,1,0,18,none,0
TXN000401,73,79028,24752,4341,30,218,4,food,1,12,0,0,40,none,1
TXN000402,51,32287,5268,2113,58,146,0,online,0,22,1,1,134,none,1
TXN000403,55,58660,22194,1952,68,85,3,retail,1,13,0,1,18,none,0
TXN000404,53,100758,42046,4465,67,100,2,electronics,1,19,1,1,2,none,0
TXN000405,72,85504,19384,119,71,104,0,electronics,0,18,0,1,56,none,0
TXN000406,41,84720,37520,201,18,180,4,online,1,22,0,0,77,none,0
TXN000407,52,127979,59184,913,7,46,0,online,1,6,1,1,158,none,0
TXN000408,43,59701,12582,871,40,44,1,electronics,1,3,0,1,8,merchant_error,0
TXN000409,53,108300,53436,1093,70,22,0,retail,1,11,0,1,24,none,0
TXN000410,23,135177,21126,659,65,181,3,food,1,22,1,1,92,none,0
TXN000411,38,42674,7715,4144,68,187,0,online,1,13,1,0,82,none,1
TXN000412,45,108560,18855,3621,49,222,2,online,1,1,0,1,49,none,0
TXN000413,62,136543,62481,646,52,114,0,online,1,0,0,1,15,none,0
TXN000414,51,48874,17678,1046,29,235,1,travel,1,17,0,0,16,none,1
TXN000415,74,68642,11040,4141,21,125,0,retail,1,19,0,1,6,none,0
TXN000416,23,148867,41106,2158,78,124,3,retail,1,7,1,1,127,none,0
TXN000417,60,122820,42510,3875,9,30,4,retail,1,2,0,1,9,none,0
TXN000418,66,90160,12026,3167,47,8,0,retail,1,5,0,1,42,none,0
TXN000419,44,42602,19297,3597,76,98,0,retail,1,21,1,1,43,none,0
TXN000420,70,128320,54079,3304,42,57,2,electronics,1,12,0,1,23,none,0
TXN000421,52,113801,34377,4271,51,111,3,online,1,8,0,1,21,none,1
TXN000422,67,50931,24795,2440,56,73,4,electronics,1,8,0,1,55,none,1
TXN000423,42,119377,31886,1889,51,115,1,travel,1,19,0,1,24,none,0
TXN000424,43,54192,26751,3976,70,20,0,food,0,8,0,1,14,none,1
TXN000425,22,71542,26267,3723,20,232,4,online,1,14,0,1,25,none,1
TXN000426,47,67520,23893,4136,27,25,1,travel,1,12,0,0,82,none,0
TXN000427,62,89772,14936,4116,38,19,3,electronics,1,21,0,1,169,none,0
TXN000428,22,83762,37925,2021,72,5,3,food,1,15,0,1,50,none,0
TXN000429,46,75106,20353,3383,65,75,4,travel,1,1,0,0,76,none,1
TXN000430,37,106121,17498,2153,54,207,1,food,1,13,0,1,38,none,0
TXN000431,60,50559,5310,2510,24,128,3,travel,1,5,0,1,49,none,0
TXN000432,53,130595,42300,4591,47,72,4,electronics,1,1,0,1,221,other,0
TXN000433,29,58742,18266,1299,71,211,3,food,1,7,0,1,28,none,0
TXN000434,63,94669,36707,1457,63,215,3,travel,1,3,0,1,3,none,0
TXN000435,74,105199,47981,3209,57,155,3,electronics,1,20,0,0,157,none,0
TXN000436,68,46754,6160,1953,55,40,2,online,1,23,1,1,78,none,0
TXN000437,59,28972,11374,3193,60,224,1,electronics,1,13,0,1,25,none,0
TXN000438,49,95831,16767,3226,62,26,4,electronics,1,10,1,1,201,none,1
TXN000439,62,137217,60824,3146,30,27,4,online,1,23,1,1,21,none,0
TXN000440,46,66873,28596,3328,22,190,1,electronics,1,13,0,0,23,none,0
TXN000441,55,119661,37850,2792,75,83,1,online,1,11,0,1,47,none,1
TXN000442,70,131532,50521,1000,29,128,1,online,1,15,1,1,16,none,0
TXN000443,45,34903,7879,4930,41,178,1,online,1,5,0,1,59,none,1
TXN000444,44,28020,8082,2163,42,170,0,travel,1,19,1,1,8,none,0
TXN000445,33,66755,28614,235,65,157,4,food,1,0,0,1,5,none,1
TXN000446,27,110956,31478,786,31,167,0,travel,1,11,0,1,38,none,0
TXN000447,56,111988,27226,2847,30,188,3,online,1,6,0,0,40,none,1
TXN000448,65,70648,21030,697,18,169,3,food,1,7,0,1,5,none,0
TXN000449,40,128537,55437,539,17,33,4,food,1,8,0,1,166,none,0
TXN000450,21,34516,8079,3452,38,211,3,online,1,1,0,1,42,none,1
TXN000451,28,137863,23368,2163,14,229,1,food,1,16,1,1,8,none,0
TXN000452,66,140005,53874,1304,79,211,0,food,1,19,1,1,18,none,0
TXN000453,36,27396,11790,1536,56,97,1,travel,1,12,0,1,80,none,0
TXN000454,34,109082,15299,4784,22,111,3,food,1,4,1,1,37,none,1
TXN000455,32,44129,8647,2906,67,16,0,online,1,9,1,1,10,none,0
TXN000456,71,26591,4169,3113,56,23,1,retail,1,11,1,1,5,none,0
TXN000457,43,36303,8682,2450,19,135,4,retail,1,16,0,0,28,none,1
TXN000458,35,55561,15564,4145,57,26,1,retail,1,20,1,1,20,none,0
TXN000459,48,96719,38642,3812,44,96,3,online,1,5,0,1,53,none,1
TXN000460,54,143618,51768,854,35,12,0,retail,1,2,0,1,129,none,0
TXN000461,22,117108,40797,456,1,72,4,travel,1,14,1,1,14,none,0
TXN000462,52,124616,30026,3925,52,133,0,online,1,6,0,1,96,none,0
TXN000463,43,149165,65122,3119,70,106,4,online,1,5,0,1,126,none,0
TXN000464,42,111231,32091,1244,37,220,0,online,1,3,1,1,116,none,0
TXN000465,71,32314,15886,236,65,117,3,food,1,18,0,1,151,none,0
TXN000466,45,142071,50244,4153,51,197,4,food,1,4,1,1,92,none,0
TXN000467,42,44623,6716,2969,1,177,2,food,1,2,1,1,45,none,0
TXN000468,42,92675,34333,1840,21,26,0,electronics,1,8,0,1,26,none,0
TXN000469,69,137992,31743,3789,53,133,0,travel,1,5,0,0,33,none,0
TXN000470,72,121826,45627,196,16,22,1,online,1,12,1,1,103,none,0
TXN000471,62,90082,11517,2887,61,207,4,online,1,21,0,0,17,none,1
TXN000472,26,108624,18460,2545,54,13,2,food,1,19,1,0,8,none,0
TXN000473,35,130228,57599,1942,40,156,3,online,1,3,1,0,7,other,1
TXN000474,74,58130,11095,2934,26,161,1,online,0,1,0,1,87,none,1
TXN000475,63,76756,33374,858,65,107,2,retail,1,3,0,0,71,none,0
TXN000476,57,122624,25960,2042,74,23,4,online,1,7,1,1,34,none,0
TXN000477,53,51292,18319,1262,64,97,2,electronics,1,12,0,1,16,none,0
TXN000478,28,136785,51658,1891,43,235,0,food,1,9,0,1,56,none,0
TXN000479,73,111206,33924,279,17,18,0,travel,1,17,1,1,1,none,0
TXN000480,64,94274,20940,1640,59,117,1,travel,1,8,1,1,41,none,0
TXN000481,64,27469,5083,4415,23,30,4,retail,1,0,0,1,25,none,0
TXN000482,25,78947,8942,3213,7,26,4,travel,1,12,0,1,190,none,0
TXN000483,59,47534,10532,1584,44,144,2,travel,1,17,0,1,35,none,0
TXN000484,24,88620,32015,2902,53,205,1,food,0,14,0,1,40,none,0
TXN000485,26,73874,35113,1705,71,39,4,food,1,1,1,1,62,none,0
TXN000486,65,74708,33505,3268,79,161,0,electronics,1,10,1,0,33,none,0
TXN000487,52,99553,40460,3272,34,154,2,retail,1,13,0,1,12,none,0
TXN000488,72,93344,38773,1455,46,176,3,travel,1,21,1,1,38,none,0
TXN000489,50,74138,27134,229,68,193,0,electronics,1,14,1,0,144,none,0
TXN000490,67,79302,16186,62,78,166,1,retail,1,13,0,1,26,none,0
TXN000491,55,72638,33622,1767,78,130,4,travel,1,15,0,1,56,none,1
TXN000492,60,103249,38025,1676,16,113,0,travel,0,22,1,0,190,none,0
TXN000493,72,130865,42423,2795,71,134,3,food,1,14,0,0,88,none,1
TXN000494,36,27719,4002,729,19,46,3,online,1,18,0,1,53,none,0
TXN000495,33,47890,13352,415,2,50,1,retail,0,8,0,1,66,none,0
TXN000496,70,102236,29049,2304,10,166,0,travel,1,4,0,0,137,none,0
TXN000497,62,61509,27422,81,50,106,2,retail,1,4,0,1,160,none,0
TXN000498,50,67534,21520,2063,12,216,0,electronics,1,10,0,1,173,none,0
TXN000499,39,127302,32100,1239,70,146,3,electronics,1,19,1,1,49,none,0
TXN000500,37,117241,57532,1577,22,155,1,online,0,23,0,1,24,none,0
TXN000501,39,43787,6317,3692,32,169,1,travel,1,3,1,0,7,none,1
TXN000502,48,73845,19865,2963,1,72,2,food,1,19,0,0,24,none,0
TXN000503,46,82932,9687,4492,54,220,1,travel,1,17,1,1,143,none,0
TXN000504,57,117124,46376,708,58,74,1,retail,1,2,1,1,110,none,0
TXN000505,46,116659,54506,836,70,17,1,electronics,1,3,0,1,37,none,0
TXN000506,73,58062,12310,358,18,190,1,retail,1,13,0,1,38,none,0
TXN000507,43,100713,44649,3918,6,157,1,online,0,6,0,1,18,none,1
TXN000508,29,112263,24348,317,45,186,3,electronics,1,7,1,0,30,none,0
TXN000509,32,120756,56067,3426,23,70,0,food,1,23,0,0,62,none,1
TXN000510,73,85461,34319,2344,23,206,4,electronics,1,15,1,1,25,none,1
TXN000511,21,100418,42372,4871,26,150,1,travel,1,19,0,1,10,none,0
TXN000512,21,91672,9827,4830,77,6,4,travel,1,14,0,1,38,none,1
TXN000513,67,59832,29025,2819,7,26,4,electronics,1,6,1,0,12,none,1
TXN000514,54,56966,22254,3568,79,167,3,online,1,16,0,1,183,none,1
TXN000515,52,97545,21645,4488,44,140,1,travel,1,21,0,0,24,none,1
TXN000516,74,37987,16401,3487,27,99,4,travel,1,21,1,1,120,none,1
TXN000517,68,62311,13247,4630,26,142,1,food,1,21,1,1,12,none,0
TXN000518,45,56575,25407,2696,79,22,2,electronics,1,11,0,1,10,none,0
TXN000519,60,88852,12886,2995,36,51,2,travel,1,17,0,1,47,none,0
TXN000520,65,26007,9921,285,55,151,2,online,1,23,0,0,75,merchant_error,0
TXN000521,73,95981,30356,2557,64,176,4,retail,1,13,1,1,41,none,0
TXN000522,21,101242,14033,2774,57,199,2,electronics,1,14,0,1,13,none,0
TXN000523,36,72517,14268,346,69,104,3,food,1,14,0,1,1,none,0
TXN000524,59,135022,14172,1983,61,178,3,travel,1,4,0,1,48,none,0
TXN000525,25,54257,15599,2989,2,89,4,online,1,15,1,1,7,none,0
TXN000526,42,112272,24756,4586,55,141,1,electronics,1,4,0,1,21,none,0
TXN000527,49,67207,22806,3978,38,213,0,online,1,1,1,1,56,none,0
TXN000528,23,38281,8379,920,78,233,1,online,1,19,0,1,5,none,0
TXN000529,32,86246,18971,2006,29,138,1,food,1,8,1,1,6,none,0
TXN000530,46,26435,10502,3139,26,183,1,electronics,1,21,0,1,3,none,0
TXN000531,36,123875,14772,4214,35,9,1,travel,1,8,0,1,277,none,0
TXN000532,71,125686,57961,3767,79,79,0,food,1,3,1,1,24,none,0
TXN000533,57,116357,51302,337,67,52,2,travel,1,14,0,1,118,none,0
TXN000534,42,51660,18965,1809,29,130,1,retail,0,10,0,1,17,other,0
TXN000535,49,30084,10146,324,34,153,3,online,1,0,1,1,69,none,0
TXN000536,34,107197,48980,3555,41,13,4,retail,1,17,0,1,12,merchant_error,1
TXN000537,48,38507,6705,1144,41,226,4,online,1,0,0,1,34,none,0
TXN000538,25,97595,12842,2756,23,51,3,food,1,7,0,1,87,none,0
TXN000539,67,108807,21304,4886,71,186,1,travel,0,15,0,1,84,none,0
TXN000540,69,70539,29473,1530,3,34,0,travel,1,21,1,0,79,none,0
TXN000541,50,140953,16050,165,58,35,2,food,1,17,0,1,86,none,0
TXN000542,66,32491,10823,1734,32,230,4,electronics,0,21,1,1,11,none,0
TXN000543,72,137831,68663,3353,31,131,2,retail,1,8,0,1,32,none,0
TXN000544,25,75192,33255,896,43,234,0,retail,1,11,0,1,33,none,0
TXN000545,32,105395,32522,3083,7,120,4,travel,1,18,0,1,110,none,0
TXN000546,36,148797,18667,2815,1,187,2,travel,1,17,1,0,17,none,0
TXN000547,46,88888,38448,731,61,70,0,travel,1,4,0,1,134,fraud_claimed,0
TXN000548,46,98609,33486,922,14,176,2,food,1,1,1,1,29,none,0
TXN000549,68,34077,4974,3367,52,192,1,electronics,1,6,0,1,55,none,0
TXN000550,41,142440,19591,880,6,147,0,retail,1,9,1,1,15,none,0
TXN000551,59,147901,68603,4118,10,67,2,online,1,14,1,1,26,none,0
TXN000552,56,45953,16896,507,71,210,1,food,1,6,1,0,61,none,0
TXN000553,53,101919,43999,1766,30,103,1,retail,1,4,1,0,35,none,0
TXN000554,50,139682,63079,1127,21,73,0,electronics,1,14,0,0,133,none,0
TXN000555,57,146041,48004,3419,60,116,3,food,1,19,1,0,66,none,1
TXN000556,43,92889,28514,2838,74,204,4,retail,1,19,0,1,41,none,1
TXN000557,30,48821,13287,1657,63,133,0,food,1,14,0,1,108,none,0
TXN000558,74,62567,14188,2993,42,67,1,retail,1,9,0,1,54,fraud_claimed,0
TXN000559,25,140374,38439,152,51,139,1,retail,1,23,0,1,52,none,0
TXN000560,56,49860,20420,2771,64,121,0,electronics,1,13,0,0,14,none,1
TXN000561,54,46195,15741,3445,76,94,3,online,1,9,0,0,25,none,0
TXN000562,72,102475,46832,4670,56,196,4,electronics,1,16,0,0,57,none,1
TXN000563,51,115874,32137,2441,41,197,2,retail,1,20,0,1,111,none,0
TXN000564,30,112266,38488,4522,32,129,0,food,1,13,0,1,18,none,0
TXN000565,39,46427,16366,1858,15,91,4,electronics,1,1,1,1,12,none,1
TXN000566,52,125732,42331,2706,62,92,4,online,1,15,1,1,45,other,1
TXN000567,21,52083,19846,1727,27,63,1,retail,1,12,1,1,3,none,0
TXN000568,25,112046,21845,3082,28,29,2,electronics,1,8,0,1,62,none,0
TXN000569,65,82372,25118,1077,64,210,0,electronics,1,6,0,0,60,none,0
TXN000570,24,148786,21081,2796,59,12,1,electronics,1,15,1,0,21,none,1
TXN000571,36,69064,17528,3801,58,77,1,electronics,1,9,1,1,111,none,0
TXN000572,44,32813,9682,1298,2,41,3,food,1,23,1,1,34,none,0
TXN000573,36,56598,20425,3881,36,130,4,online,1,21,0,1,51,none,1
TXN000574,22,137718,66133,1816,71,37,0,online,1,8,0,1,11,none,0
TXN000575,69,118106,40186,1514,13,173,0,retail,1,21,1,0,27,none,0
TXN000576,48,52082,20699,3318,15,208,0,travel,1,22,0,1,99,none,1
TXN000577,52,54241,16408,2961,60,176,1,food,1,6,0,1,11,none,1
TXN000578,47,121214,42866,81,22,24,3,retail,1,15,1,1,24,none,0
TXN000579,40,69569,8930,1700,63,99,2,retail,1,8,0,1,19,other,0
TXN000580,44,36745,7413,1354,75,150,1,electronics,1,23,0,0,8,none,0
TXN000581,32,51029,12488,3313,74,100,2,travel,1,16,0,1,17,none,0
TXN000582,70,38025,10989,3123,25,139,3,travel,1,19,1,0,13,none,1
TXN000583,55,126660,14978,892,48,58,4,food,1,6,0,1,128,none,0
TXN000584,53,148395,23151,4244,43,174,0,travel,1,10,1,1,67,none,0
TXN000585,53,39288,8278,2672,38,29,2,retail,1,7,1,1,18,none,0
TXN000586,71,114186,55792,1514,41,163,1,travel,1,6,0,1,72,none,0
TXN000587,63,31540,7334,2473,45,143,2,travel,1,18,1,1,1,other,0
TXN000588,57,122768,35948,2563,40,60,4,online,1,19,0,1,37,none,1
TXN000589,32,106958,19085,742,17,95,0,retail,1,11,0,0,14,none,0
TXN000590,23,93878,32323,1758,57,42,2,travel,1,6,0,1,6,none,0
TXN000591,21,66846,14189,3934,2,233,4,travel,1,7,0,0,107,none,1
TXN000592,53,126148,23059,433,62,43,1,electronics,1,6,0,1,11,none,0
TXN000593,60,100932,30948,3488,9,208,3,travel,1,5,0,0,86,other,1
TXN000594,30,42482,4341,1601,68,74,1,travel,0,8,1,1,26,none,0
TXN000595,63,48411,4989,4495,17,177,0,online,1,12,0,0,0,none,1
TXN000596,64,75975,14255,4447,50,192,1,retail,1,6,0,0,65,none,0
TXN000597,49,85545,9811,4719,40,160,1,food,1,7,0,1,45,none,0
TXN000598,33,137302,19663,502,58,64,1,retail,0,21,0,1,21,none,0
TXN000599,32,103797,24448,201,75,2,1,electronics,1,16,0,1,16,none,0
TXN000600,51,77307,32548,508,21,152,0,retail,1,16,0,1,3,none,0
TXN000601,66,28093,9237,4927,18,215,4,travel,1,15,0,1,141,none,1
TXN000602,22,102258,31195,1266,55,66,2,electronics,1,21,1,1,34,none,0
TXN000603,71,47042,10226,1978,29,166,3,retail,1,1,1,0,4,none,0
TXN000604,70,77930,36837,4332,24,31,2,electronics,1,7,1,0,101,none,0
TXN000605,55,142584,36901,2196,74,115,2,food,1,16,0,1,16,none,0
TXN000606,43,69413,9359,826,17,232,3,retail,1,12,0,1,11,none,0
TXN000607,37,138387,47996,3230,18,26,0,travel,1,17,0,1,16,none,0
TXN000608,46,118623,17263,1483,42,29,3,electronics,1,23,0,1,41,none,0
TXN000609,28,122883,29257,1096,45,195,0,online,1,21,0,1,3,none,0
TXN000610,49,58756,17800,4209,17,78,2,electronics,1,9,0,1,32,none,0
TXN000611,46,78268,35196,1884,73,25,0,online,1,1,1,0,113,none,0
TXN000612,30,64214,19098,880,14,48,4,travel,1,1,0,1,10,none,0
TXN000613,46,106871,40707,4773,49,65,3,food,1,13,0,1,20,none,1
TXN000614,54,53602,26646,2052,29,181,4,online,1,15,0,1,25,none,0
TXN000615,71,78331,11952,282,4,67,2,food,1,6,0,1,44,none,0
TXN000616,61,73901,15511,1039,20,90,3,electronics,1,20,1,1,125,none,0
TXN000617,27,124986,32225,3228,47,146,2,travel,1,20,0,1,25,none,0
TXN000618,24,88416,23760,4079,9,137,4,online,1,23,0,1,3,none,1
TXN000619,73,57196,15123,1061,77,38,2,electronics,1,11,0,1,21,other,0
TXN000620,70,30626,14181,4043,79,87,3,retail,1,22,0,1,10,none,1
TXN000621,65,32424,12503,1583,27,149,3,electronics,1,13,0,1,52,none,0
TXN000622,31,37857,12991,3200,15,65,2,food,1,3,1,1,1,none,0
TXN000623,49,135459,30308,4398,19,149,3,travel,1,3,1,1,17,none,0
TXN000624,56,140621,60398,3807,52,27,3,travel,1,17,1,1,39,none,1
TXN000625,45,44982,21682,3299,26,106,2,electronics,1,2,0,0,16,none,1
TXN000626,41,101961,43688,3757,26,123,4,retail,1,0,0,1,40,none,1
TXN000627,56,26980,2714,2115,26,198,3,food,1,16,0,0,6,none,1
TXN000628,30,73290,25985,317,46,44,3,electronics,1,6,1,1,143,none,0
TXN000629,57,51431,6195,3369,49,100,3,electronics,1,15,1,0,17,none,1
TXN000630,29,109976,22329,3186,53,28,3,travel,1,4,1,1,128,none,1
TXN000631,44,132288,16378,1261,3,173,2,food,1,18,0,1,19,none,0
TXN000632,55,107711,36785,2757,66,17,4,retail,1,6,0,1,76,none,0
TXN000633,69,139187,52144,1527,42,127,4,travel,1,13,0,1,14,none,0
TXN000634,55,51385,7491,1388,19,123,0,electronics,1,1,0,1,55,none,0
TXN000635,68,63158,16012,4901,17,168,3,travel,1,2,0,1,19,none,1
TXN000636,56,48019,13565,1971,33,131,3,travel,1,16,0,1,35,none,0
TXN000637,38,43639,10805,4315,76,76,0,online,1,15,1,1,56,none,0
TXN000638,69,110530,16403,2873,49,231,4,travel,1,7,0,1,44,none,1
TXN000639,59,124911,33423,2666,56,204,1,travel,1,17,0,1,42,none,0
TXN000640,52,46563,18647,2504,63,194,1,food,0,14,0,1,3,none,0
TXN000641,44,64341,8261,4577,3,46,4,travel,1,6,0,1,14,none,1
TXN000642,43,140672,18578,4015,49,214,3,retail,0,8,1,1,42,none,0
TXN000643,52,30776,7444,3573,55,215,1,electronics,1,5,0,1,0,none,1
TXN000644,57,61444,29289,932,26,158,2,food,1,17,0,1,14,none,0
TXN000645,32,93916,34507,4242,72,69,2,travel,1,17,1,1,13,none,0
TXN000646,69,33711,12522,4472,52,137,0,retail,1,23,0,1,14,none,0
TXN000647,33,99318,24309,2969,7,85,4,electronics,0,13,0,1,38,none,0
TXN000648,43,107970,36436,193,46,11,4,food,1,13,1,1,43,none,0
TXN000649,45,137301,14286,3368,46,69,1,retail,1,13,1,0,119,none,0
TXN000650,55,110553,39184,1408,16,99,3,travel,0,3,0,1,24,none,1
TXN000651,61,55707,25921,2806,24,91,4,online,1,3,0,1,130,none,1
TXN000652,50,64110,22119,546,61,194,1,online,1,14,0,1,52,none,0
TXN000653,37,86788,39009,1283,54,216,1,food,1,14,1,1,121,none,0
TXN000654,69,107879,42028,2977,62,159,4,retail,1,17,0,1,89,none,0
TXN000655,40,63827,9460,3059,1,161,1,electronics,1,13,0,1,58,none,0
TXN000656,68,132188,60936,1106,49,167,0,retail,1,0,1,1,22,none,0
TXN000657,45,30655,3880,1315,25,94,0,online,1,9,1,1,13,none,0
TXN000658,42,69859,21906,925,10,174,4,food,1,19,0,1,12,none,0
TXN000659,33,78625,12332,3091,16,165,3,travel,1,9,0,1,152,none,0
TXN000660,39,77098,8070,4257,58,115,0,retail,0,9,0,1,159,none,1
TXN000661,69,40251,10820,1038,72,220,0,online,1,23,1,1,64,none,0
TXN000662,56,147413,32138,1987,29,188,4,electronics,1,1,0,1,107,none,1
TXN000663,32,25526,7514,3364,6,31,2,food,1,7,0,1,125,none,1
TXN000664,61,93760,31023,2521,16,11,1,travel,1,0,0,0,35,none,1
TXN000665,39,72837,8558,280,20,87,0,retail,1,0,0,1,49,none,0
TXN000666,32,36536,5451,1196,71,121,2,electronics,1,3,0,0,27,none,0
TXN000667,29,53541,17318,4565,78,130,3,travel,1,6,0,1,27,none,0
TXN000668,27,104083,24695,4210,43,232,2,online,1,8,0,1,1,none,0
TXN000669,48,76027,29777,3774,26,105,4,online,1,15,0,1,28,none,0
TXN000670,34,59531,21485,2408,78,27,3,electronics,1,4,0,1,55,none,1
TXN000671,51,33712,14774,4539,71,227,3,online,1,1,1,1,27,none,1
TXN000672,72,129101,48670,4245,33,2,2,food,1,22,1,1,102,none,0
TXN000673,39,90455,24601,4192,26,103,4,electronics,1,10,0,1,20,none,0
TXN000674,67,99744,36824,1721,45,101,0,online,1,17,0,1,7,none,0
TXN000675,36,146787,30847,2240,63,21,2,retail,0,18,0,1,83,none,1
TXN000676,73,30109,6700,138,67,58,0,online,1,12,0,1,56,none,1
TXN000677,25,146332,60814,1279,52,133,2,food,1,23,0,1,13,none,0
TXN000678,55,74268,20688,3682,68,180,0,travel,1,10,0,1,38,none,0
TXN000679,32,125737,52728,1611,26,173,2,travel,1,19,0,1,25,none,0
TXN000680,45,79615,34152,4775,75,85,3,online,1,18,0,1,139,none,1
TXN000681,72,107503,47626,3980,2,93,1,travel,1,16,1,1,46,none,0
TXN000682,41,148274,69192,4254,14,20,3,online,1,4,1,1,8,none,1
TXN000683,56,54759,14916,4957,30,61,0,food,1,12,0,1,34,none,0
TXN000684,73,110708,25191,637,49,38,4,travel,1,19,0,1,99,none,0
TXN000685,43,85112,28332,3807,12,148,3,retail,1,0,0,1,55,none,1
TXN000686,36,127471,31672,2054,44,25,1,online,1,9,0,1,92,none,1
TXN000687,59,148153,50435,3562,33,130,0,travel,1,7,0,1,14,none,0
TXN000688,65,51589,19719,4989,13,121,3,food,1,23,0,1,109,none,1
TXN000689,73,55015,20650,2351,78,160,2,food,1,7,1,0,70,none,0
TXN000690,62,54009,13492,3224,26,26,4,retail,1,18,0,1,65,none,0
TXN000691,59,108309,18059,259,21,198,0,food,1,5,1,1,21,none,0
TXN000692,34,87046,23694,2935,28,169,3,food,1,11,0,1,109,fraud_claimed,1
TXN000693,51,131661,20675,984,48,67,0,travel,1,6,0,1,50,none,0
TXN000694,25,51143,23323,1335,40,225,2,online,1,15,0,0,95,none,0
TXN000695,55,31154,7425,993,66,1,1,electronics,1,8,0,1,22,none,0
TXN000696,43,46804,7572,898,73,51,3,food,1,20,1,1,7,none,0
