age,income,monthly_expense,credit_score,loan_amount,loan_tenure_months,num_existing_loans,num_late_payments,employment_type,education,years_employed,num_dependents,loan_default
24,51750.0,43583.48394469898,509,19440,48,3,3,salaried,bachelors,7.0,3,1
61,115155.0,34558.31380832099,340,12960,48,3,6,salaried,bachelors,4.0,1,1
45,60461.0,38555.29654816012,472,27462,12,0,3,self_employed,bachelors,14.0,4,0
53,93800.0,59941.52967061477,533,22821,48,4,8,salaried,masters,25.0,0,1
43,98222.0,54178.63450850869,702,62772,12,1,7,salaried,bachelors,6.0,3,1
44,132020.0,68428.78926273194,338,32258,60,0,7,salaried,bachelors,2.0,4,1
23,44226.0,24344.676002370947,418,67524,36,0,4,contract,bachelors,24.0,4,1
48,26721.0,14114.786796866829,634,27115,48,0,0,unemployed,high_school,9.0,3,1
63,76154.0,53442.658271602864,635,51433,12,1,8,self_employed,masters,2.0,3,1
23,40609.0,15205.856872356551,838,75077,12,3,1,self_employed,masters,29.0,2,0
47,72130.0,29479.64433968102,373,45644,48,4,5,salaried,bachelors,13.0,4,1
38,92909.0,37097.172444941425,490,67643,24,2,9,self_employed,bachelors,21.0,3,1
61,124211.0,55194.253616673566,623,18311,12,2,4,unemployed,phd,2.0,0,1
54,75249.0,44313.54391519245,446,35531,48,4,9,salaried,bachelors,0.0,1,1
30,,,583,19588,12,1,7,salaried,bachelors,0.0,2,0
64,114473.0,89001.969059151,512,54416,24,2,2,unemployed,bachelors,18.0,3,1
60,25656.0,11892.80909598759,693,17380,36,0,5,self_employed,bachelors,3.0,1,1
50,144865.0,56409.8360550599,638,47645,24,2,5,salaried,masters,29.0,2,0
63,94520.0,63478.84940077428,321,22818,60,4,9,unemployed,bachelors,1.0,4,1
47,83740.0,26876.140746702848,404,35857,48,0,2,salaried,bachelors,24.0,1,0
56,84309.0,54040.61135478676,765,26711,24,2,6,salaried,bachelors,10.0,2,0
46,49984.0,34189.51269741379,758,10097,36,4,3,self_employed,phd,23.0,3,1
45,138947.0,58108.20400762476,731,33393,12,1,4,salaried,high_school,11.0,3,0
34,93822.0,30312.03431424576,520,27076,48,4,8,self_employed,masters,12.0,2,1
28,25901.0,12950.628142754967,678,62609,24,1,5,salaried,bachelors,15.0,4,0
57,51552.0,18261.10136658777,521,34317,36,0,9,salaried,masters,15.0,2,1
41,111245.0,40500.16811280071,557,63480,24,4,3,salaried,bachelors,18.0,0,1
22,51055.0,22456.21894427966,666,12044,60,3,7,self_employed,bachelors,22.0,2,0
29,57685.0,26679.736977652035,648,76033,48,3,8,salaried,bachelors,19.0,2,1
37,93965.0,55578.76470174277,524,60486,12,3,9,unemployed,phd,20.0,3,1
35,34716.0,23367.878983417435,535,60162,36,3,4,self_employed,bachelors,19.0,4,1
33,134099.0,83949.194719863,482,34882,24,3,1,salaried,bachelors,,2,0
44,31138.0,11882.204300386536,743,59078,48,1,5,salaried,bachelors,15.0,1,1
36,55298.0,21823.207382410936,305,63734,24,4,7,contract,high_school,26.0,3,1
49,71112.0,55703.67139020056,535,48826,48,0,4,salaried,masters,6.0,3,1
55,43429.0,26365.47548000567,426,49028,60,3,0,salaried,bachelors,12.0,2,0
23,70200.0,54648.29972817978,403,56331,24,3,7,salaried,masters,3.0,1,1
53,91308.0,46051.2428705773,779,37543,60,0,8,salaried,bachelors,12.0,2,0
44,68244.0,43534.2127589288,454,34362,36,0,0,salaried,phd,7.0,1,0
43,137217.0,80685.63762842104,556,32315,60,3,7,self_employed,high_school,1.0,3,1
46,134055.0,63745.55468533516,534,32746,48,1,9,contract,high_school,6.0,1,1
43,121268.0,67722.53353467352,799,15057,36,0,1,salaried,high_school,10.0,2,0
43,125441.0,72300.42694402595,588,47915,24,4,3,contract,masters,16.0,0,0
63,37347.0,15328.106476830722,809,26061,24,4,1,contract,bachelors,23.0,0,1
27,36920.0,17472.60062148191,597,56370,48,1,1,contract,high_school,28.0,1,1
36,51822.0,38103.43984992487,436,39157,12,2,9,unemployed,masters,13.0,2,1
64,66659.0,53572.74053957496,675,16322,12,1,2,contract,masters,27.0,4,0
58,60108.0,29926.976856151472,386,74812,24,3,7,self_employed,masters,29.0,0,1
54,148955.0,69835.28096304437,718,39017,48,2,3,salaried,bachelors,12.0,3,0
29,109099.0,44442.3985016953,498,61792,12,3,6,salaried,bachelors,14.0,2,1
26,27967.0,18826.549382507943,762,32742,60,4,9,contract,masters,21.0,2,0
60,,,736,69808,24,0,2,salaried,bachelors,27.0,0,0
25,31871.0,26875.61105834663,609,22629,60,3,9,salaried,high_school,20.0,4,1
27,114299.0,54763.69595510929,580,13245,48,4,2,salaried,bachelors,24.0,3,0
53,97452.0,50360.740317083364,622,48870,60,1,1,contract,phd,8.0,4,0
51,94270.0,59562.97307229968,451,69829,12,3,5,self_employed,high_school,2.0,3,1
56,53613.0,39723.28500597599,601,15588,12,4,5,salaried,masters,24.0,0,0
61,48179.0,26895.216877728006,577,5442,36,0,0,salaried,bachelors,12.0,2,0
37,140465.0,74792.10888239132,307,45721,24,3,6,self_employed,masters,12.0,3,0
34,72188.0,61186.60716234812,534,42145,48,4,3,salaried,bachelors,8.0,2,1
63,75099.0,22963.13407578278,601,15599,24,3,2,self_employed,bachelors,17.0,1,1
51,55262.0,43783.30389587366,337,77594,60,0,7,salaried,bachelors,4.0,1,1
40,98213.0,37520.062365910686,435,7939,48,3,1,unemployed,masters,10.0,0,1
38,137407.0,100617.498935421,720,27149,48,3,8,salaried,bachelors,1.0,0,1
40,38268.0,24486.25271270897,518,71567,12,4,7,self_employed,masters,16.0,0,1
49,97866.0,47760.174543405956,647,15208,60,2,7,self_employed,bachelors,22.0,1,0
47,106269.0,82956.89970654472,845,71098,12,3,2,salaried,bachelors,19.0,3,0
58,80545.0,24735.286972750946,378,54492,12,2,3,salaried,bachelors,20.0,4,0
47,123483.0,52440.742984592296,572,25951,36,1,1,salaried,bachelors,3.0,0,0
44,112822.0,69023.48848215584,460,53920,12,3,1,contract,masters,21.0,4,0
30,92146.0,45460.06720199671,607,51766,24,2,3,salaried,high_school,26.0,4,0
33,91966.0,58463.487203944926,673,62014,48,1,5,self_employed,phd,17.0,1,1
22,59922.0,18771.202055188773,308,33351,12,4,4,unemployed,phd,23.0,3,1
22,99364.0,36173.703842611685,743,54386,24,3,0,contract,high_school,19.0,1,0
55,62913.0,23271.70316847447,412,14308,60,4,9,self_employed,high_school,7.0,0,1
53,117033.0,47293.73811286858,504,64252,48,1,0,self_employed,bachelors,18.0,1,1
46,124792.0,68964.08903820974,704,33064,60,4,5,contract,phd,11.0,1,0
61,139425.0,99503.54916362432,496,58879,24,4,2,unemployed,bachelors,27.0,1,1
22,75677.0,60393.75445087,414,13720,60,0,2,unemployed,bachelors,10.0,0,1
37,122154.0,92770.45283538799,420,47940,60,1,6,self_employed,masters,15.0,0,1
60,69841.0,28515.265218977034,364,73475,60,4,0,salaried,high_school,4.0,1,1
26,66332.0,35993.91913680927,575,52113,12,2,0,salaried,bachelors,27.0,1,1
43,112062.0,45909.15435740932,538,53926,12,1,9,salaried,bachelors,2.0,4,0
50,139863.0,62303.301931987815,601,43203,12,0,2,contract,bachelors,11.0,3,0
24,115694.0,66749.75046346989,691,10392,48,3,7,contract,high_school,14.0,4,0
33,45032.0,15196.497080742316,821,30905,24,4,0,salaried,bachelors,15.0,3,0
47,57846.0,24295.081748308865,668,78508,12,2,9,salaried,masters,12.0,3,0
37,79474.0,64728.23419544701,532,55385,60,0,3,salaried,bachelors,6.0,1,1
58,64936.0,36128.0501690394,494,35653,60,1,8,salaried,bachelors,14.0,4,1
43,,,311,19799,60,4,3,self_employed,high_school,2.0,3,0
50,81588.0,25130.07776201604,476,65103,60,0,9,salaried,bachelors,11.0,3,1
35,90984.0,39675.3802224961,516,20052,36,0,7,salaried,high_school,7.0,0,1
49,70331.0,54609.26732328454,310,11044,48,2,6,salaried,bachelors,24.0,3,0
26,,,745,24871,24,3,2,salaried,bachelors,28.0,1,0
51,48141.0,25433.791342777553,463,25234,24,3,6,unemployed,bachelors,11.0,2,1
26,29074.0,8951.361216447458,352,26381,12,3,6,salaried,high_school,17.0,0,1
33,26406.0,14868.809700945983,517,22274,36,1,9,contract,bachelors,2.0,2,1
37,117359.0,36564.558835355165,659,54892,24,0,2,salaried,bachelors,11.0,1,0
47,143279.0,107571.7604345431,684,55521,48,1,1,salaried,bachelors,28.0,2,0
47,43291.0,32627.10944655631,355,22920,60,0,8,self_employed,high_school,22.0,3,1
42,61568.0,45145.24107717017,417,21702,12,2,0,self_employed,bachelors,20.0,2,1
60,117539.0,53580.18111136623,552,6894,48,2,6,self_employed,bachelors,25.0,4,1
57,66851.0,50838.87990144073,479,35985,24,1,3,salaried,bachelors,22.0,1,1
54,119942.0,71803.15511151767,714,33287,36,1,1,salaried,masters,1.0,4,0
51,74823.0,37830.09427136565,534,78527,12,2,1,self_employed,bachelors,13.0,2,0
58,43312.0,27889.960168090358,379,20439,24,4,7,salaried,high_school,13.0,4,1
44,63108.0,19360.750304127945,321,47235,12,3,6,salaried,bachelors,3.0,0,1
31,86918.0,32909.6304576162,776,32659,24,3,6,self_employed,phd,16.0,2,0
26,54171.0,38367.23079092171,739,29976,60,2,4,salaried,bachelors,14.0,4,1
57,61779.0,26829.93301368137,392,72865,36,3,9,salaried,masters,15.0,3,1
55,88828.0,55864.374630743005,491,73306,60,4,7,salaried,masters,4.0,2,1
52,127315.0,65160.6358331277,402,61697,24,4,1,unemployed,bachelors,23.0,0,1
31,118723.0,91433.7085620116,695,75382,48,0,1,salaried,bachelors,16.0,3,0
40,32411.0,26701.102865461467,306,21651,60,1,4,contract,bachelors,22.0,2,1
53,122821.0,96532.46692673533,530,54044,48,3,0,salaried,bachelors,6.0,3,1
22,137990.0,61935.56918727318,539,19633,24,4,5,self_employed,bachelors,22.0,2,1
26,77009.0,31326.45861030336,389,5569,36,1,3,salaried,masters,14.0,2,0
25,35422.0,19869.588041008523,531,64900,48,1,5,salaried,bachelors,16.0,1,1
37,62468.0,18992.382353938978,756,72509,24,0,6,contract,high_school,11.0,4,0
45,52371.0,16454.71504250073,532,38038,48,1,2,contract,masters,10.0,2,1
37,77022.0,46545.1534047735,653,54088,60,1,7,self_employed,bachelors,18.0,0,1
23,91229.0,53482.74328092718,632,78177,24,2,6,contract,phd,10.0,4,1
49,119071.0,100855.5296090296,738,79466,60,0,0,salaried,bachelors,1.0,1,0
53,71196.0,29262.482220806967,674,77216,12,0,5,salaried,high_school,14.0,4,1
48,100354.0,44352.16893883331,591,71793,24,3,6,salaried,high_school,4.0,4,1
41,116774.0,42324.427231855385,644,78786,48,1,3,contract,masters,17.0,2,0
45,116410.0,93669.14996458583,727,43138,12,3,1,salaried,high_school,28.0,0,0
33,46715.0,33998.998756682086,429,68310,60,4,9,contract,phd,29.0,2,1
56,47605.0,35812.59937049678,440,33757,60,1,8,salaried,bachelors,20.0,0,1
54,119853.0,95465.32155340066,714,75394,48,4,6,self_employed,masters,20.0,0,0
54,51174.0,30125.87755638943,392,61151,12,2,0,salaried,masters,15.0,3,1
64,29956.0,16420.568783703835,583,54272,36,1,7,salaried,masters,3.0,2,1
58,124444.0,59946.58010186419,522,11908,48,3,2,self_employed,bachelors,26.0,1,1
33,96373.0,60143.30901570024,762,15844,60,3,3,salaried,bachelors,22.0,4,0
24,89252.0,49075.49050865688,844,56455,24,1,4,contract,high_school,9.0,3,0
22,81949.0,44937.64154120715,575,73447,12,3,0,self_employed,bachelors,21.0,1,1
54,82646.0,67382.13712425805,439,79527,36,1,5,self_employed,bachelors,1.0,2,1
61,90017.0,75723.86065147545,656,48066,24,0,9,contract,masters,14.0,0,0
31,83037.0,61286.82083021822,322,45004,12,3,5,self_employed,high_school,3.0,2,1
64,109818.0,78653.51297510545,569,43333,48,1,1,self_employed,phd,28.0,2,1
50,26548.0,17901.501943401374,632,44697,48,1,9,salaried,high_school,15.0,3,1
34,136981.0,53606.30464112337,384,22634,12,3,5,salaried,bachelors,29.0,1,1
33,123141.0,40945.39243864694,330,29561,36,0,7,self_employed,high_school,26.0,3,0
52,93294.0,63430.54146319722,539,23033,12,3,5,contract,masters,6.0,1,1
23,129204.0,90550.35228324126,662,77887,24,1,3,salaried,high_school,24.0,3,0
56,43177.0,14068.58406015441,688,60063,24,0,3,salaried,masters,24.0,4,0
44,44022.0,35676.681781715895,598,30921,48,4,8,self_employed,bachelors,11.0,0,1
38,126297.0,44220.03413696944,670,24340,12,2,5,salaried,phd,2.0,0,0
47,140695.0,64332.126579416625,398,67781,48,3,7,self_employed,bachelors,16.0,0,1
29,25542.0,17108.399329177482,346,19901,36,1,7,self_employed,bachelors,8.0,4,1
50,111012.0,43675.443047516346,721,15638,24,0,6,salaried,bachelors,7.0,4,1
47,116320.0,38441.28687898102,779,43596,60,0,2,contract,masters,22.0,0,0
31,80428.0,38776.79740677183,361,49324,60,4,9,salaried,bachelors,5.0,0,1
47,42740.0,30827.693810120694,408,37642,12,3,0,self_employed,masters,29.0,1,1
55,79353.0,41860.55431743455,848,30378,12,0,4,salaried,high_school,14.0,1,0
62,110353.0,72737.53646821875,418,55867,60,4,9,salaried,masters,9.0,2,1
28,133132.0,82380.81730869696,681,78686,12,1,9,contract,bachelors,22.0,3,1
25,76532.0,23894.833676509945,691,47875,24,4,1,salaried,high_school,26.0,1,0
32,36052.0,30416.963987134503,351,69377,36,3,9,salaried,bachelors,24.0,1,1
50,120689.0,38956.653036337695,588,59691,36,4,1,salaried,masters,5.0,1,0
57,67076.0,55826.785036780384,636,69303,48,0,6,salaried,phd,14.0,1,1
46,73420.0,44230.06538653276,503,65839,24,0,2,salaried,bachelors,29.0,4,1
42,20671.0,17151.503136654097,537,54063,12,2,7,salaried,masters,13.0,2,1
57,20163.0,7321.477253739639,681,10492,12,4,8,contract,bachelors,,1,1
31,61424.0,34994.76908534803,435,36357,48,1,7,self_employed,masters,18.0,3,1
58,129538.0,50937.871578680024,706,76838,48,3,5,salaried,high_school,12.0,1,0
30,73744.0,24190.700232128645,807,37314,12,2,4,self_employed,bachelors,13.0,4,0
45,90331.0,57779.41237098152,661,53697,12,4,2,salaried,high_school,2.0,0,1
56,30634.0,12691.08052475725,680,75283,24,1,2,salaried,bachelors,3.0,0,0
56,24798.0,15454.940862722013,553,64567,48,2,6,salaried,bachelors,25.0,2,1
57,42420.0,15347.575728351783,776,52006,24,0,4,salaried,masters,28.0,0,0
39,137043.0,66135.93210250353,413,65011,12,3,5,contract,bachelors,13.0,1,1
60,140575.0,102605.39826658437,319,15686,60,4,5,salaried,phd,13.0,4,1
53,147158.0,79520.99531818894,827,42449,60,1,8,contract,masters,25.0,2,0
45,49300.0,31811.31692494128,444,66606,12,0,0,salaried,high_school,7.0,1,1
44,109881.0,72093.12929288374,507,23891,48,2,7,salaried,bachelors,9.0,0,0
53,30749.0,23494.24311616091,830,57115,60,3,9,self_employed,bachelors,8.0,3,1
58,124131.0,59422.44526586994,675,65719,48,2,4,self_employed,phd,13.0,1,0
33,45121.0,30592.60469360718,803,78030,60,2,5,salaried,phd,7.0,3,0
34,148563.0,123142.19102820974,465,41723,48,1,5,salaried,masters,10.0,3,0
44,57487.0,40334.82420922692,849,34877,60,0,0,salaried,bachelors,,2,0
46,113947.0,64884.69916580627,480,19026,48,4,2,contract,masters,17.0,4,1
56,53361.0,34518.94245554361,743,25422,24,1,5,salaried,bachelors,3.0,0,0
62,41223.0,29137.471451968733,631,14244,48,3,8,salaried,bachelors,3.0,0,0
51,92930.0,59173.33279826237,802,38481,24,2,5,contract,bachelors,11.0,1,0
38,34056.0,10529.15132731548,378,63031,24,3,5,salaried,masters,17.0,0,1
41,48380.0,19696.727999959392,695,13521,12,1,0,salaried,phd,28.0,2,0
46,46035.0,34330.94740873269,402,6746,24,1,8,salaried,bachelors,7.0,0,1
43,50620.0,22776.866671826883,701,73232,36,4,3,self_employed,masters,2.0,1,0
34,39877.0,28007.976452956635,523,17012,24,2,1,salaried,masters,17.0,0,1
40,145481.0,73419.33156846766,817,28457,48,1,0,salaried,bachelors,6.0,4,0
57,75316.0,44213.23203274901,535,75572,24,3,2,contract,bachelors,0.0,3,1
33,84041.0,28354.199249567377,726,34960,48,4,2,salaried,bachelors,21.0,3,0
62,128940.0,51533.97311296225,415,12910,48,3,4,salaried,bachelors,12.0,3,1
40,137360.0,113522.31619995114,462,7693,36,2,0,salaried,bachelors,28.0,4,1
33,73352.0,57916.973573040916,525,20858,24,4,6,self_employed,bachelors,2.0,2,1
30,50911.0,33537.68799403985,529,33810,24,4,0,contract,masters,28.0,1,0
28,52784.0,29179.23423562482,481,25092,60,4,3,salaried,high_school,2.0,4,0
49,23191.0,15576.669078943225,548,53700,60,0,5,salaried,bachelors,14.0,1,1
35,53160.0,34034.92763252859,617,63105,12,4,0,salaried,bachelors,20.0,2,1
52,110536.0,67725.82066903127,509,35505,48,3,6,salaried,bachelors,29.0,4,1
40,124576.0,41427.42359745992,691,78228,36,3,9,self_employed,phd,18.0,0,1
37,84641.0,54850.875172950335,395,33555,60,2,6,salaried,bachelors,27.0,2,1
26,69723.0,50403.17674719956,385,76934,24,1,2,salaried,bachelors,3.0,3,1
56,23631.0,20009.42896951128,714,77788,12,1,3,salaried,masters,12.0,4,0
33,26172.0,8011.071333174051,693,22939,36,0,5,salaried,high_school,12.0,2,1
46,62080.0,43555.04238983974,800,16825,24,4,6,self_employed,masters,14.0,2,0
42,109097.0,67038.37445036722,432,29151,24,0,3,salaried,bachelors,18.0,4,0
57,110353.0,59450.327882884,613,5036,48,2,9,contract,high_school,15.0,3,0
44,40281.0,14910.559811050165,520,44051,48,2,8,salaried,phd,6.0,3,1
37,48671.0,25552.120798064436,737,78596,60,1,8,contract,high_school,2.0,2,1
60,142811.0,70678.22793368813,345,65071,60,2,8,salaried,bachelors,29.0,1,1
63,71431.0,33326.592989802295,491,78601,24,4,9,self_employed,high_school,25.0,2,1
60,110900.0,77850.00262453806,819,34873,24,3,5,salaried,high_school,19.0,4,0
35,142139.0,97421.93367840319,678,41648,60,2,1,self_employed,masters,1.0,4,0
52,127210.0,79374.08517552498,633,76468,60,0,1,salaried,masters,17.0,4,0
26,147734.0,120590.18913989568,338,31470,24,4,3,salaried,high_school,24.0,3,1
56,112961.0,55624.24560029942,592,70129,36,2,8,self_employed,bachelors,10.0,0,1
44,135463.0,58803.27803841873,461,13328,24,2,2,self_employed,masters,0.0,4,0
50,48602.0,32113.617052764628,630,11333,36,4,5,self_employed,masters,15.0,4,1
64,108789.0,44532.53058142552,403,51638,36,2,1,salaried,bachelors,16.0,1,0
32,71399.0,33789.98936131413,460,16268,24,3,0,salaried,masters,15.0,1,1
39,43472.0,18411.754501214466,353,75603,12,1,4,self_employed,bachelors,9.0,2,1
33,69230.0,23402.12582123351,333,22045,60,4,7,salaried,bachelors,16.0,2,1
30,93616.0,70691.71720833085,541,45741,48,0,9,salaried,phd,29.0,2,0
31,27099.0,11923.486794948753,412,47770,24,2,9,salaried,bachelors,2.0,4,1
38,138614.0,77646.72889161421,617,12887,36,1,1,salaried,high_school,17.0,1,0
59,45431.0,14711.620898569154,322,29918,24,0,9,salaried,bachelors,18.0,2,1
28,76492.0,52369.23094892845,417,40497,60,0,8,self_employed,high_school,13.0,1,1
34,116722.0,56237.657721157186,511,66009,36,3,7,contract,bachelors,20.0,4,1
61,67684.0,48028.91837751574,717,16929,48,1,2,salaried,masters,24.0,4,0
63,50111.0,26399.56136970788,412,66762,48,4,0,contract,bachelors,1.0,2,1
30,125387.0,51115.96452121013,343,33546,48,1,3,self_employed,bachelors,11.0,4,0
48,83936.0,48871.42503853373,427,42338,12,1,7,contract,bachelors,10.0,4,1
23,42614.0,15842.926717414422,457,39283,36,0,2,contract,high_school,29.0,1,0
26,112260.0,60878.20934803831,693,51566,36,3,9,self_employed,bachelors,16.0,0,1
50,61991.0,29415.846117925357,811,33013,12,3,1,salaried,bachelors,26.0,3,0
58,90476.0,72523.5504370253,344,57132,36,1,6,salaried,high_school,5.0,2,1
59,137959.0,46010.81603592784,407,33084,12,1,3,salaried,phd,18.0,0,0
40,80920.0,55163.93903219015,518,26143,24,2,5,unemployed,bachelors,12.0,2,1
29,114294.0,45776.2489709524,742,19179,60,0,4,unemployed,phd,6.0,0,1
22,83530.0,39716.4092824346,614,63726,48,4,1,self_employed,high_school,21.0,4,0
43,56224.0,29716.22447488088,476,15222,12,4,9,contract,masters,10.0,2,1
38,27788.0,22213.957816953483,527,64965,12,3,1,contract,bachelors,6.0,0,1
28,48082.0,20839.606504148913,566,69068,12,0,8,salaried,masters,12.0,3,1
46,143287.0,50181.95041461999,678,28949,24,3,9,self_employed,bachelors,12.0,4,0
25,109570.0,52076.35095008292,788,21116,12,4,1,salaried,phd,20.0,2,0
57,121015.0,43271.54941589666,589,56052,60,1,7,salaried,bachelors,0.0,2,1
27,96816.0,35892.40856161627,656,56369,60,0,7,salaried,masters,29.0,0,0
52,103588.0,63770.61965867039,503,53817,48,0,0,salaried,masters,18.0,2,1
40,36531.0,12182.944684931674,512,79311,24,2,0,self_employed,masters,18.0,4,1
60,108340.0,34345.07842959842,622,34655,60,1,3,salaried,bachelors,22.0,1,0
48,114439.0,79297.95944700028,480,62802,36,1,1,contract,bachelors,14.0,0,0
31,64857.0,32357.540096558092,798,52632,36,3,0,salaried,masters,13.0,3,1
47,30142.0,11121.085077134076,619,19193,36,0,8,salaried,bachelors,28.0,2,1
40,135053.0,59354.0410486039,382,35776,12,3,2,contract,bachelors,2.0,4,1
60,68355.0,44645.90276554028,602,48225,12,1,0,self_employed,high_school,26.0,2,1
24,29866.0,13485.846312825764,561,65010,36,2,1,salaried,bachelors,20.0,3,1
34,90067.0,51517.11879692088,499,70451,48,0,7,salaried,bachelors,19.0,4,1
49,130990.0,48064.47752546974,539,53812,48,1,4,salaried,bachelors,3.0,3,0
41,123634.0,77079.80283544151,594,23895,12,2,6,contract,bachelors,28.0,4,0
49,123814.0,58668.36329105344,811,70782,36,4,5,self_employed,bachelors,6.0,1,0
29,145426.0,93775.43135787523,695,26209,48,1,0,salaried,bachelors,0.0,4,0
62,84027.0,62567.94822644807,437,66807,12,4,5,salaried,masters,22.0,3,1
60,77906.0,49579.80927194821,428,28086,36,3,6,contract,bachelors,23.0,0,1
22,48138.0,22271.58289250951,348,32207,24,4,3,self_employed,bachelors,18.0,1,1
24,112601.0,49618.64809592209,592,25897,36,1,7,contract,bachelors,2.0,2,1
34,49956.0,23982.95277796847,835,68083,36,4,7,salaried,phd,19.0,1,0
49,127268.0,49703.40791322092,610,71957,60,0,6,contract,high_school,14.0,1,1
46,124797.0,49874.436908791475,836,12283,60,1,1,self_employed,high_school,12.0,2,0
54,144917.0,106496.62032773664,533,5255,24,2,5,self_employed,bachelors,21.0,4,0
59,146303.0,74849.0415774228,508,20487,24,4,5,salaried,bachelors,13.0,1,1
27,96295.0,51979.7857521745,393,24346,36,0,6,contract,high_school,6.0,1,0
53,25439.0,15943.31339500476,626,40050,48,3,5,self_employed,masters,0.0,0,0
42,67241.0,41979.18986711687,524,13744,24,3,1,contract,bachelors,12.0,0,0
37,62533.0,21077.20284878432,310,29756,36,4,7,salaried,bachelors,3.0,3,1
42,48270.0,36557.16056608552,628,66596,12,3,3,salaried,bachelors,11.0,2,0
32,98815.0,39281.88784625297,311,30146,60,2,8,salaried,masters,6.0,4,1
58,59279.0,41358.32993236358,334,60032,48,1,7,salaried,high_school,26.0,4,1
57,129787.0,94091.5572449047,746,47687,36,0,2,salaried,high_school,1.0,3,0
56,43888.0,30422.93091370977,751,51103,12,4,2,salaried,bachelors,16.0,4,0
40,37630.0,23271.810861907867,519,26976,60,3,7,salaried,bachelors,0.0,4,1
41,81063.0,24970.23702295055,740,67863,12,1,1,contract,masters,25.0,0,0
39,138527.0,69015.05470682612,834,5591,36,2,8,salaried,bachelors,13.0,4,0
62,143239.0,90621.82726235672,528,11277,24,3,3,salaried,high_school,29.0,4,1
35,147896.0,75885.17327396788,643,66860,60,3,5,contract,bachelors,21.0,3,0
36,55144.0,42731.854428789695,379,7260,12,0,2,self_employed,bachelors,27.0,3,1
52,72161.0,33904.21454532698,652,70883,24,2,2,self_employed,bachelors,20.0,1,0
22,116718.0,53858.83664840446,695,29741,48,2,2,salaried,masters,0.0,4,0
24,145873.0,65102.93481647791,589,42211,36,4,9,salaried,high_school,25.0,4,1
37,111074.0,53652.01623142327,754,46542,36,0,1,salaried,high_school,2.0,4,0
44,97360.0,59055.9210290961,427,11869,60,4,7,salaried,high_school,10.0,0,1
32,70979.0,48894.48121469583,842,69732,12,0,8,unemployed,masters,6.0,4,1
33,117661.0,78175.42207298476,658,24422,48,2,7,self_employed,bachelors,27.0,0,0
31,26979.0,20078.980485904187,826,40613,60,0,9,salaried,phd,24.0,1,1
53,46189.0,36362.41484591681,612,62016,60,0,2,self_employed,bachelors,28.0,2,0
37,62600.0,46877.60142788158,374,65110,12,0,6,salaried,bachelors,8.0,4,1
29,79560.0,24697.012960855005,845,39033,48,1,9,salaried,bachelors,21.0,3,1
59,98040.0,69094.16789143035,495,50213,12,1,1,contract,bachelors,2.0,3,0
33,143257.0,59397.18374481273,328,66993,36,2,3,salaried,bachelors,0.0,4,0
45,81558.0,30430.139918947705,315,17938,24,0,5,contract,bachelors,18.0,0,1
49,106205.0,69157.3857642757,722,7274,36,2,4,salaried,high_school,25.0,3,1
29,26910.0,12805.359163631589,704,36815,36,1,8,self_employed,high_school,1.0,3,0
49,77713.0,25755.210364353992,830,23961,60,0,9,salaried,bachelors,26.0,1,0
57,66857.0,25117.931133969185,376,25044,36,4,3,salaried,bachelors,20.0,1,1
47,54964.0,16517.296457862296,528,26975,48,1,4,self_employed,masters,23.0,1,1
29,105667.0,84192.61206684825,596,19706,36,1,3,unemployed,bachelors,4.0,3,1
49,45227.0,14180.468655353234,809,10974,48,1,7,self_employed,masters,16.0,3,0
49,25978.0,10786.083089174943,837,26213,12,0,7,self_employed,bachelors,18.0,4,1
58,107527.0,56875.818410465734,625,6950,60,3,2,unemployed,high_school,27.0,4,1
62,37153.0,18432.13196017793,662,15411,48,4,0,salaried,phd,4.0,0,0
57,79765.0,63927.59801457115,658,51156,36,4,5,salaried,bachelors,22.0,3,1
48,119084.0,38363.972847618716,623,67744,60,2,1,salaried,bachelors,20.0,4,0
38,128212.0,74583.23965537957,625,22771,60,0,1,self_employed,bachelors,13.0,4,0
30,59071.0,39829.43128192751,464,74810,48,1,2,contract,bachelors,9.0,1,1
54,132990.0,108045.58243592226,754,40053,48,3,7,self_employed,masters,20.0,1,0
41,89519.0,57399.957765374864,452,57076,24,0,2,contract,masters,,1,1
34,29503.0,21893.154900430272,426,12045,24,0,6,self_employed,bachelors,28.0,2,1
49,80703.0,27927.169512413235,492,62623,60,3,9,salaried,bachelors,7.0,4,1
50,84379.0,43224.55449634085,829,34714,24,1,9,salaried,masters,29.0,1,0
34,115457.0,58383.247868052335,309,39386,36,0,8,contract,high_school,7.0,1,1
56,77866.0,61316.245044397496,391,13562,12,4,7,salaried,bachelors,6.0,3,1
27,36905.0,14143.994191509139,438,60048,60,4,0,salaried,high_school,12.0,1,1
39,65838.0,25251.334997864484,780,17026,12,3,6,salaried,bachelors,13.0,3,0
26,145200.0,69798.65384987986,748,36589,24,1,6,salaried,masters,18.0,0,0
46,78279.0,25828.651247005775,632,31844,48,3,7,self_employed,bachelors,10.0,1,0
23,109489.0,43834.131627150266,639,28447,60,0,9,salaried,high_school,1.0,3,0
31,46806.0,38889.48128797442,351,59708,24,4,4,contract,bachelors,16.0,1,1
51,65000.0,34807.57585025143,765,68925,36,2,9,salaried,masters,5.0,0,1
26,42168.0,27308.442289416515,774,75825,60,3,8,self_employed,bachelors,28.0,1,1
